Average_Annual_Salary,Jobs_Openings,Future_Jobs_Openings,Remote_jobs,Job_Automation_Risk
65572.36445,5733.332022,8376.224024,46.18277376,53.4181
155966.4302,2957.376945,7933.07351,66.84920568,47.6061
97127.2518,2847.748085,6561.342907,30.90000493,53.5268
95728.65353,1836.796714,6876.004061,-6.586471917,61.2298
96986.506,429.6889256,-717.4730589,32.4536523,52.9431
77566.98108,8515.148993,5898.011145,77.90117776,50.8887
84437.63841,8523.9872,6740.613102,21.79548405,38.7433
107536.4406,5543.516877,6427.280808,-24.33988617,62.8187
83689.95727,2464.754003,5647.1447,67.75632834,57.1109
96576.96689,7383.267495,889.0480962,70.99661967,47.5837
67855.4458,5352.620642,546.7109602,28.69649845,49.2639
120269.8235,8581.888207,8539.704543,44.70336784,46.2017
82546.05661,6438.233625,4484.869528,-13.15539954,54.2865
81617.64625,-468.690024,6957.216524,89.58175571,47.9137
128058.9238,8874.430226,4022.652164,45.32551653,45.2378
78156.01236,6459.081462,7632.337552,54.96489713,43.036
58088.05046,2028.307838,5064.161269,37.90197343,34.8692
111885.2803,4152.821891,1991.827342,32.68375729,45.4744
75009.62633,5140.546995,879.0188576,73.32683788,41.7195
50997.26463,4015.054958,3358.204766,28.25050736,58.029
96272.67826,12563.39098,2747.950231,82.98571971,59.8384
78636.01042,2121.295597,8595.889534,51.52431379,33.9947
55872.87803,7383.442149,6643.703534,58.39440416,38.9659
121817.1501,7748.080252,2132.297286,53.30444766,46.2508
51652.09366,-1062.265532,5783.354131,89.33896085,50.6047
35574.2716,5671.962986,2475.628296,74.29215573,48.7921
38097.24787,7520.557521,928.5453932,26.86902566,49.2192
78792.11134,3270.103926,1107.551121,86.3838769,52.6474
136634.0684,6747.935437,3128.752192,18.02252391,42.2695
80662.00537,4240.071608,4696.57408,47.45596613,52.4788
94434.35768,5533.285677,9567.804717,49.97580645,44.9436
35442.7448,9802.576705,8205.319798,-4.974537032,49.5681
113687.8538,6648.282464,7457.190095,14.55692551,36.9783
27835.22342,3962.566146,10226.28541,98.06516338,46.8517
113009.6993,6937.176227,7166.992495,34.94520646,38.3695
115128.3503,7246.059263,10913.72766,21.3944197,53.5163
100982.9908,7924.488242,5852.666226,80.60726433,50.2357
76762.17052,2083.182172,5193.472446,36.12052081,50.4138
133087.0757,6262.4546,4887.926497,87.76998784,44.4735
36878.72349,-3393.748504,3514.271229,82.71389397,58.0199
58264.49374,3479.719534,5280.882897,70.16433418,50.2627
48372.52463,5071.270685,1434.342309,44.15852436,41.1575
-4498.380428,8481.446347,10395.54754,40.35877319,47.7005
139880.7421,6544.308298,1803.253074,62.20460213,50.3426
86095.7858,5445.970613,1781.092373,15.49028082,49.019
83324.15609,3407.902655,1641.279073,99.83097325,52.235
68865.10011,6607.642489,3166.284435,32.32639884,41.8222
113765.9387,5887.700851,6880.417706,25.78875335,38.09
38700.37472,7455.875848,7092.36034,35.36964352,44.0756
127636.5899,4128.945202,6627.795913,19.76816049,56.0635
93575.35585,2401.985691,10055.63152,48.60605693,48.059
39382.6933,9331.264469,6843.333911,20.90232285,45.43
60804.39786,5508.396784,6988.947132,52.02392739,44.9851
145106.7902,3083.336542,8008.271805,76.08148093,53.2871
48849.48479,3537.105533,2875.295585,19.01335122,42.6137
111276.2394,1711.640786,9802.362296,26.08079866,44.6252
140868.4998,3650.283181,5068.839169,81.57400057,50.88
120258.6295,9578.747683,1992.81937,13.73732198,44.0517
119492.6544,2558.136644,7031.664931,48.58351022,40.5673
118906.7406,7183.73662,4032.132977,52.69134177,45.5277
131728.5145,12572.71421,2417.91967,39.89511632,51.5046
16673.51611,10302.98859,2865.854042,18.06221169,45.8624
134493.4987,1610.956613,8004.678114,44.23169734,60.1717
67622.58064,9500.312956,4971.911005,80.99149159,46.5639
120866.6112,10317.46077,7997.248898,26.78826259,55.8096
102848.0597,10502.65008,7852.211242,64.91028823,50.4867
107359.8891,4437.334835,2985.327737,14.48019198,44.3294
67818.28363,5017.178733,2783.403209,23.78781771,39.4308
94650.11994,5527.014762,3496.866529,34.17772485,48.224
101588.9796,2703.299712,4668.252823,38.86160613,45.4074
124996.4782,10154.2198,6018.445644,81.99970174,52.722
87357.3587,7915.25593,2384.439536,69.42960084,43.041
94185.22702,6444.655288,1652.155605,22.77442705,51.0763
97271.14023,4571.195183,4672.663243,78.06543299,40.6019
90490.53145,7638.732867,8811.252657,37.18862136,48.9379
149457.2035,3778.195232,3472.092209,45.89297462,62.7909
80319.23457,4343.256101,7161.438729,35.48299605,50.2522
92692.17735,6573.419497,2261.244701,70.53773262,55.0671
11577.35481,8698.526181,4260.576579,30.79622582,57.2095
125790.6403,2319.264877,6124.569647,-3.56315651,53.6423
153625.1591,2076.459179,1735.959294,57.7397042,53.6105
84464.99024,6177.804045,8692.314739,39.55558216,46.3607
112124.6803,1845.605962,8980.212667,69.91216536,56.2059
104245.9035,10371.5618,6899.828454,89.51038728,48.1066
102441.1543,7883.406619,3202.749654,11.17238668,55.7551
79062.39729,8879.110747,2072.463102,58.47646743,44.4648
49758.30742,7054.646212,6708.143726,20.68708122,32.6398
91737.41388,8769.94368,9411.051364,36.72758386,58.1239
50452.19196,4791.699063,2044.069414,30.57258247,40.3627
134252.0475,1747.230478,8789.781085,51.50328033,55.5708
57749.27437,7644.141123,8907.074323,89.82177263,48.0379
117588.7324,2514.115999,4147.173282,24.63482045,48.7342
37582.34612,9433.275596,3513.49447,72.484484,44.829
96599.56407,8361.429539,6320.387434,96.26240767,53.8316
79456.49035,7395.174024,10136.17809,77.94391186,52.3256
64754.1106,1771.230424,7846.968442,35.38701282,46.1718
127374.0021,8630.844913,8446.529419,104.8930605,37.9367
87977.12246,9283.873652,6860.928991,16.60087776,40.9076
75074.8417,2773.320042,2709.987489,78.86341812,56.2455
83831.94525,2939.928027,2013.005315,24.46303965,48.0659
45472.25801,15833.73105,2751.841366,74.73486192,37.2604
25617.61078,6177.200655,3008.818545,83.27628981,45.3491
124804.1545,4673.908162,8620.882223,12.09882308,42.5357
82103.06753,6815.912913,8367.559176,35.59752226,47.7757
47817.41113,1746.696636,6165.439637,90.47676507,54.9077
71025.40705,7834.529978,7215.724132,68.96599452,43.7236
110900.7679,4280.849866,8256.512439,35.41714662,58.1504
44250.13148,7112.52203,5869.39224,67.7334965,35.7088
44590.69872,2681.584684,2259.971359,37.60702903,44.3989
122589.157,7830.899868,3457.815593,60.39605493,45.635
117287.3652,6958.883583,8175.833798,50.81844874,44.8406
66557.05816,1635.71663,3262.902011,84.12306966,42.0203
46421.72719,-4015.159235,4025.850514,72.33222212,50.4552
36543.65404,4954.402196,911.7436923,86.53958901,62.1637
125143.1159,2293.252368,3358.134063,37.09448303,50.076
93151.79329,3476.366183,2798.604919,27.21945329,45.8201
77622.58022,9989.734181,8451.592199,84.65747088,60.0806
56371.86915,7002.075572,4090.576498,11.35262082,47.5376
98952.91593,4027.267725,4408.679748,33.00785719,53.6913
77607.38906,8508.490866,4656.218543,-0.375724792,51.1646
40237.77235,1599.010503,10568.12914,21.66224802,38.4321
19630.87369,6624.059308,6354.220406,36.91213451,57.0622
73063.55344,7497.70275,4852.784611,28.94063253,52.4096
37886.83844,9419.078964,8506.029288,39.34976288,45.0207
92420.89712,4599.015499,832.5928219,40.03505815,47.7605
22925.13586,8693.100514,2970.628868,34.64454551,51.4971
145790.1453,2463.820061,4371.027226,43.84931494,56.0496
121365.9959,7720.523651,2598.406165,40.20556854,48.5145
42321.41248,1107.724618,9104.899192,17.31414892,57.274
102530.7967,2116.872578,3690.140902,14.67174764,49.5933
98235.92543,3109.962455,6274.629509,88.54724547,42.5226
105288.82,1021.055985,4125.529992,81.50106001,46.979
50708.48256,1123.822873,7529.472402,88.60730704,46.4288
68414.34962,4539.701777,7479.103677,75.55858901,42.3402
91343.81708,820.1876943,8750.313715,71.04333369,42.9552
126349.4122,4911.315279,1328.984886,-0.53024967,53.8022
112546.8418,5313.570062,2075.560284,39.79200987,40.8636
76097.17888,2202.041835,2127.507883,32.63493112,49.9783
52939.65487,5841.065795,2904.264511,75.65745283,34.9251
95300.75719,7053.299403,1854.08684,73.30284157,56.4415
132619.0614,10669.86595,8272.3344,45.75261351,51.8498
150660.7918,6845.301159,2707.332216,66.92114531,53.4815
84784.90698,2700.029405,-348.5020416,84.34376774,47.5794
134497.7079,2762.088214,3365.249789,75.36639733,45.5413
117498.9065,1944.693844,4706.642595,52.83480015,50.0179
85782.60832,5098.640531,6246.559415,25.88123351,61.9582
86933.44162,4262.816449,2936.694167,33.88003344,49.9064
76159.46795,881.1508467,7293.101392,29.05380565,46.5465
87518.71758,994.2227864,7287.733686,65.03651945,41.867
65103.10332,8165.474765,2830.0816,32.01708825,38.1399
70569.72056,7002.313398,2085.881847,27.14036914,46.4444
66110.39129,3385.257201,4213.439489,69.5256625,58.399
108691.0672,2620.970274,7715.038507,-6.229288042,62.7844
122448.8696,4584.473778,-719.0911232,25.6186579,34.8427
92700.59641,4581.410329,3546.130499,21.2262821,52.7565
114179.7282,5623.557301,8908.238168,49.15159628,44.1576
70172.47759,4235.355862,1838.352041,3.062141616,48.8562
46571.11858,4649.353902,3327.843738,117.5713081,33.9011
144736.0027,4027.404999,1286.722994,15.13993,55.7794
113926.8768,2381.157895,4381.513085,62.02552167,38.0453
76510.29738,2148.446176,-708.8657802,76.20653034,48.7227
134397.3342,2746.526001,8435.516792,110.8790357,59.8732
108154.8387,10027.88517,7637.002381,12.97466647,47.9997
96313.05716,4934.666799,4419.626587,17.21934212,38.2561
100491.551,6760.338115,3321.598573,12.22741042,53.8328
13720.44202,2260.309768,7598.287328,42.76606773,57.2159
124159.9586,4148.528196,7697.428909,56.5902233,48.2111
116465.5109,791.6254408,7369.667397,23.08334015,34.8032
99559.28146,8365.029346,667.0243382,44.94423708,54.8725
74891.97651,10782.60625,-584.6604302,41.46695948,44.4604
71378.55664,8697.678842,7026.117772,48.87750676,44.8057
71894.16426,7196.180174,7025.932747,-3.914127062,49.9525
24788.06774,3489.175938,4567.602636,25.02179722,53.2948
72720.77109,627.5371574,5040.920836,82.71762257,47.7362
107512.0712,7402.080353,3564.670284,60.02913578,50.2253
125275.9672,7283.873895,8036.31814,69.73004738,41.3574
54073.99819,3310.305376,5473.605798,46.4479214,48.6703
105104.9524,203.6654999,-344.9160127,105.5959273,43.8663
91513.88144,4701.156832,-792.7930078,46.2480979,33.7694
73821.07747,788.8466178,7000.243955,44.99043147,45.5672
152156.5338,4297.925399,2056.301567,60.7490171,62.3655
94638.72064,5641.093887,2639.050138,101.8099446,47.6598
212223.3499,6595.781641,4306.694165,71.19777564,52.6933
81817.02578,10623.74955,2978.451796,-22.73092519,42.5426
113295.9424,6625.1264,3570.865335,10.78001285,35.3447
62198.97867,9373.278078,-209.1294676,85.64959893,52.2754
115865.8765,8940.178496,2136.993673,81.55222099,54.5374
57861.44523,4779.981024,7056.691936,87.27871253,45.2931
108186.2448,5418.246168,7783.956801,43.53151837,46.2574
63215.10237,1840.006579,9734.902589,54.84650744,45.7628
58569.93182,997.331806,1773.809077,55.71236147,47.5201
112845.4662,6560.518167,7064.491325,10.63353735,43.0113
50406.5788,5109.890144,4316.019693,39.94402984,45.2016
86994.20623,3319.127638,6462.618354,64.48083343,60.8333
135282.952,1249.469354,3542.377434,96.30477552,50.2962
121639.3284,1101.293057,8176.32827,85.19946576,44.105
77369.55662,8622.045452,2278.020632,52.00664412,36.8627
59733.57537,4307.307294,1058.72529,5.941316612,44.6274
144667.2466,7074.868762,6444.756681,18.06043536,53.4047
99973.67103,9353.254443,566.9788565,35.74749605,56.2752
35971.56819,3602.381456,7070.361771,30.78082498,57.0016
87611.32873,4547.262447,5833.803068,84.09095282,33.8269
69689.83792,8723.47605,7168.679755,38.33600775,52.0688
95783.26965,6479.971583,2171.186641,0.775755497,53.0373
78289.01078,1377.829052,4870.609502,40.02904376,48.8792
79603.47219,7026.338258,3097.609219,-15.73638885,45.8503
45314.28953,7354.576608,4385.024257,-12.46357273,42.9938
47297.70001,3024.347094,6290.847255,40.87139419,55.5807
70127.0953,2241.523389,1937.588557,45.07199895,49.7173
136765.8225,3428.331774,2336.647613,48.24314511,40.9866
124912.2661,2678.526474,7230.661046,48.6598887,60.5859
117334.8591,1902.245801,6521.125386,41.15990421,46.0577
68950.15575,2869.99396,4517.058391,84.16991274,53.2476
47109.04849,-536.047177,-161.5722144,0.200990009,55.2215
95939.4789,6851.503082,8707.687372,86.42205555,36.9536
67151.98849,8397.775507,10480.71546,58.19466037,52.4698
57457.23133,9635.477747,2399.593577,90.06128299,46.832
104954.2162,3223.375895,6733.388555,48.22557488,50.0832
129583.1278,4618.730026,9564.354024,24.15660139,49.1632
112982.1058,8234.09542,7925.504447,30.68787025,46.6696
55557.88795,4420.395472,1931.401549,-4.872592536,37.8879
155683.1839,3875.008186,2569.502417,18.11702535,55.2867
78935.32207,9643.163528,7071.873371,75.67148856,55.195
82050.74094,1955.392452,1370.043948,40.24957924,54.2091
84310.12332,8059.596001,3718.334174,64.00224471,43.7301
93753.75325,7092.952281,8346.117165,42.86679014,58.5746
84794.78854,3089.090895,9516.688624,36.45553544,66.1163
27447.20755,7787.998193,9207.965788,78.02927704,48.2146
24744.58951,4940.87476,7305.176719,62.63586256,59.7287
99507.112,4254.631977,6459.33174,81.21077866,51.6666
127218.3022,6665.706061,4784.522432,4.598761179,43.1394
113055.0186,6710.465896,3126.275603,62.66921018,45.1679
72225.00911,7242.097039,5882.637953,76.18299498,40.0416
77849.84823,-376.3829007,6612.520871,58.86197618,60.0266
68474.684,3564.838976,8450.161652,80.19433522,54.034
113018.0045,7802.941644,1297.122874,62.57510624,40.0494
93313.06115,5210.400141,3275.285975,-3.349075655,59.8787
33968.8179,8238.280654,8512.469185,56.02332525,63.8146
81372.67485,3301.728321,4106.455224,143.8997927,47.1624
38397.81011,8250.242436,4759.062866,70.76854313,51.7935
105939.6239,784.3277989,635.3353344,22.53921618,47.2414
98769.22653,2909.634189,364.1138126,78.88702642,46.0015
104095.0952,3846.336245,2460.826417,49.42521812,66.3309
122371.6525,5517.756167,9087.480512,37.29236264,35.4207
114294.0048,10182.17192,3346.512282,60.60738745,42.7766
83782.19982,5185.941729,7886.232096,53.62213717,53.1237
104981.6122,6534.897182,1405.970502,29.73360134,38.8448
116405.8149,5584.716811,9162.202377,41.02371349,39.8759
141200.3314,3428.968568,8484.658783,76.096417,65.9088
115463.5942,9965.22207,7601.463565,12.50176596,45.2329
83053.42344,4059.023219,152.2149087,7.957837208,52.9579
4358.318176,4482.835163,2662.599848,35.9018553,57.4688
95251.21497,6434.625946,7855.810143,-6.377837644,58.242
127537.4327,2206.413542,4947.980869,91.5383488,55.3882
79029.6638,126.8969243,6834.488605,79.65643744,49.946
156376.8113,6875.337744,8443.313663,29.59843584,40.5163
71135.49362,2952.152335,8017.79769,82.68046434,57.1089
126944.3704,7241.890149,1009.649214,34.6694107,46.9009
111326.8019,6205.969718,2757.364022,34.62512568,41.1282
78016.03801,6878.496124,-919.6582476,95.97741243,53.8451
77660.04584,2624.223782,6245.22425,56.8891755,63.6074
109046.7376,1353.469154,7603.846381,3.060450662,59.2059
45482.62068,3294.758539,6654.283992,74.0140898,48.2363
82705.23965,5708.426632,1326.352932,56.77598612,53.3243
83639.50047,4034.985843,3789.747134,82.68491119,47.1029
106711.6916,3855.357606,9027.263029,-16.8107006,63.4503
42293.30327,-136.431868,2324.250203,60.25183984,50.5177
113202.6748,6794.697513,3858.29107,39.9483753,37.2614
41290.75999,7270.002091,5082.187045,14.83101149,39.426
81614.39058,7087.206567,3267.967254,69.40539138,47.3853
99280.37905,2091.973955,141.9179656,46.91702242,41.8632
114885.2218,9805.938271,9014.763954,76.33986919,55.1252
76759.88733,5436.820395,5248.631656,12.31862544,43.1818
134250.9459,6886.378669,2046.026192,62.12858488,54.8422
90393.48148,7834.178157,9233.936687,57.81273073,40.1096
105353.1383,6627.372288,8278.956397,21.28030509,33.0305
140551.9984,2469.162909,2642.766555,50.73970363,48.4083
113253.2293,5349.474203,9216.416593,58.94253476,39.2756
47181.20876,3163.407697,3841.482846,94.45057201,53.0613
54650.58713,1245.458221,6680.909546,87.09994034,58.162
81186.23273,5574.796372,5450.110844,3.098762198,50.5507
86594.81788,4174.077471,-1234.139648,31.95433694,44.4768
126035.374,9058.658657,2409.092258,48.56615588,41.2773
75159.87891,6316.588933,8584.852945,40.76506018,51.9621
2534.946381,11021.1335,8407.679912,68.75933391,56.7979
99460.67403,3998.990799,2547.48967,31.68245356,52.1027
104981.6212,1914.273502,8721.214157,62.03536581,43.3631
55965.40316,7254.887446,2864.865496,25.15953844,39.961
44807.86486,3744.293027,2273.218384,78.23262933,56.5573
87977.77773,2499.175087,9985.130254,42.02171497,59.3174
44466.83132,4859.86611,6076.034306,70.54322313,48.0845
66946.9534,2738.640225,9454.440959,30.66462229,53.9463
65410.18485,1164.914274,10437.53779,31.96917664,44.4485
76442.18676,2416.870919,5621.785701,48.21268867,51.1422
61665.58003,10079.97217,9275.758846,-8.159315946,44.379
129052.8342,3619.759797,2508.820436,67.19235751,61.3707
57711.78871,7396.550809,5229.745502,104.6396918,36.6334
117300.3971,3366.432296,2997.434543,32.40311251,41.8791
44685.71357,2181.386145,2849.083937,50.85246632,42.1469
112898.4675,5604.176436,5351.698635,43.06182831,33.9373
73850.98469,2085.542841,-845.3935002,58.75241174,46.9458
99198.32985,2126.470852,7145.503805,36.59060165,47.4171
117090.5987,6730.865609,5001.397893,18.73222406,52.0235
194584.4558,8526.122099,5861.193672,60.44312405,53.2544
25403.64264,8105.605614,7518.697303,6.059512001,52.2575
90874.11542,3510.176395,4234.679399,86.14082908,46.5528
62370.55436,8224.162252,8060.160187,75.88178447,47.9444
108028.4339,7209.334114,5962.233645,66.16388364,31.5407
64183.82259,5357.659531,1078.32528,72.15152717,43.9531
71164.57886,-340.7559912,8655.544518,45.72348934,51.9618
54946.78912,10009.74036,2983.565148,8.901798311,39.0358
43728.98706,10668.32556,6313.629139,75.12926737,58.1711
90865.06519,5666.425421,3459.671112,42.51794819,41.7177
130292.1124,5447.744203,6134.804763,70.91030613,53.9594
176616.2249,11085.17951,2968.18345,15.95032468,49.1923
56344.76166,6741.088725,9556.658883,61.94489929,38.7948
72624.92151,9680.598523,7430.355768,77.28109613,47.7385
83553.97812,8792.104921,6612.214332,73.55470924,49.1496
-6536.749677,6069.704971,7633.459139,76.34008978,57.3149
144439.3285,159.0869337,5374.237955,85.06299217,46.8404
63914.12095,5417.394809,2344.053248,76.4195236,42.7401
78575.38902,3209.703897,3970.96113,14.87129668,55.521
58714.65113,5406.237544,5072.927346,89.04458185,53.7772
125718.7894,779.4496878,5735.551033,16.35752478,51.6107
49061.33692,169.3875666,4984.372448,71.41373802,49.7266
92904.19,8989.15041,8046.955117,71.22949114,58.5432
79481.90159,7487.138318,3501.368461,3.664960495,41.9571
82265.40311,3226.426239,3642.110741,58.55905539,63.8825
113391.5819,4873.36281,8330.875213,61.21376626,46.9567
99360.55844,4112.55791,4641.04058,70.34139185,42.0304
118925.8802,2328.606414,9117.38814,41.79475205,46.3389
123884.8997,4683.191557,6014.286324,129.8146332,41.1437
84165.69426,4286.170229,2645.193457,45.18994029,46.2435
123906.1932,7512.108025,3379.626037,12.81728994,49.8355
71616.21634,4671.65132,8216.128517,85.50849421,54.5781
54460.13976,4340.569132,3416.650693,41.04676028,46.75
104320.5027,4404.340318,3144.765901,75.31138561,42.4018
100928.1058,4691.498829,2941.235242,49.32415789,44.1417
115413.2817,8734.159975,4577.198134,60.8546495,45.0412
76446.40254,8027.66863,5542.901692,37.52505611,49.6548
95115.01105,9160.504856,6607.208271,6.334059925,57.9612
65507.34915,-78.65664942,5223.125258,57.24829843,60.8224
75420.57373,7690.347061,3458.181384,69.82980445,38.0105
88083.8636,5315.327969,2943.681374,34.88054761,41.7394
36346.77979,6422.020412,11537.44466,46.84995029,41.0918
114866.5596,5777.841679,1842.809909,37.7280464,39.3193
60386.31345,7872.975793,1542.102418,59.29868829,43.1474
87381.117,2174.906215,7312.528974,76.99028028,36.9874
61406.35597,8485.840297,6107.84215,49.5605382,47.8462
121137.6846,918.6143206,7165.908495,64.89410389,37.6882
137273.5511,4022.640894,7370.949047,50.91141678,55.7172
44046.84205,4431.804061,6912.482434,36.69448311,48.6645
84993.27191,5886.200589,8825.957132,87.74180072,34.3094
115327.5164,3526.405607,9410.048679,34.95561186,38.7521
90852.53003,5800.278445,-297.6929113,76.02278928,48.1581
34146.59113,6387.506414,5699.326216,64.81387629,48.0288
77496.05838,1716.950239,9305.866996,16.68802028,48.3184
115926.3323,3429.550279,5107.837948,65.12567617,54.1241
95800.38935,364.4287956,6936.153059,8.038331049,64.4645
88580.37272,3157.343565,5021.418348,73.90338878,49.3142
102755.2285,3299.579957,3913.693189,46.02355616,49.2526
53725.69367,3934.762908,-98.95863395,66.85022954,41.2677
73949.87532,6651.175644,2234.558799,65.69084504,52.1906
63932.43604,5558.210725,1654.621719,95.43989872,48.4742
70410.05837,7274.209157,6568.286215,-7.19764595,47.4435
26041.01104,13915.49475,3285.168025,22.8126922,43.963
44335.4716,8082.212129,2783.279245,34.55113052,37.8181
92002.11455,2928.367224,6049.566221,53.31854199,62.1517
176785.4047,8332.123007,1653.780137,21.81664671,45.5448
41038.01391,2258.815733,3017.941371,36.71855431,49.8491
100813.2215,5241.431087,5141.120683,84.55526947,44.0687
153901.0653,5632.193898,4549.334391,68.5369442,53.9918
84738.75749,9459.507935,8613.836918,43.83428505,48.2816
35376.07875,-1195.548511,8542.283103,72.97069737,52.9347
41249.09293,2958.868049,2133.835289,42.97926393,48.3572
148657.626,680.1781955,7537.27182,62.62105579,40.0553
78357.12105,5361.688255,3754.521687,73.40791435,50.3501
78745.22477,2322.829664,7353.24323,8.866764181,44.7548
79443.83136,2303.767788,9684.645238,45.02896329,45.8917
89408.71895,7934.228974,7635.917583,27.03129789,42.3464
101084.9608,5907.157667,3101.484199,2.110160142,47.644
146295.9045,8865.78967,7071.175873,24.7269433,47.7561
84181.18904,3404.279404,7435.522842,28.34073231,48.0661
114416.8168,1641.374199,3551.437626,25.40905352,41.1104
62880.72278,4636.247009,8923.822151,30.05567882,39.3446
59904.16119,6999.967817,10473.89049,100.8869859,44.6976
92084.97182,3144.916047,2290.570061,32.66412262,56.7781
115376.1675,3671.538309,3366.942019,22.92007926,43.7636
118508.2935,-2157.979149,7218.167203,53.16378189,57.0387
79484.29651,2094.55426,4523.047252,32.91901046,52.094
63727.18956,7680.941841,7018.883186,49.52997615,38.8494
62680.87696,1136.00491,2750.750902,94.67916125,40.0224
49794.30469,3077.712038,6591.438942,83.24324125,63.0657
28597.01615,4307.096074,2684.055847,82.620542,47.5978
47084.2382,2801.39951,296.6323344,11.45375897,42.2593
-21455.76306,251.8608674,8725.157817,-28.86876911,49.3374
23747.69079,2520.000419,5790.2906,98.31056221,50.0345
52812.08815,4949.457447,3378.810237,83.63878167,37.4179
34334.44429,5918.349013,3266.624603,79.55968396,63.781
120262.9654,5543.410755,6039.902918,39.50534706,42.205
129484.4895,1852.938964,5907.055416,77.50899999,52.0185
49658.08181,49.44952964,8283.266543,0.704732423,52.9371
22452.6812,3288.575986,9375.577484,41.30150595,27.142
76998.49199,8166.498239,3522.141283,86.58428104,57.3987
32340.91032,4728.675208,1006.530833,4.995805745,63.5955
151814.2685,6669.822841,5037.345602,75.95787772,57.8189
177812.9216,-1370.59049,7338.571713,63.91684607,41.8532
114397.4195,385.695535,6343.231289,38.62264866,38.4142
97546.76206,6300.853426,5464.152469,12.72564507,48.3307
68488.18927,2490.427305,4616.323103,-4.609419328,55.0445
112192.1193,5747.924168,2693.858816,22.24965137,26.7398
113793.207,8096.407865,1647.73157,50.11113078,39.6972
116338.8188,4319.571608,2767.039218,54.66806748,39.2418
67179.49338,3625.631885,5234.056883,32.41528462,52.6762
32456.18691,11025.99964,4398.09417,79.61954727,57.667
120025.7474,9325.010165,3913.003678,69.49308498,59.8513
76990.2632,2462.409352,8667.512975,68.79339254,42.1859
83309.53313,7597.311346,1307.097795,79.51326535,43.0375
49876.79062,5408.626281,6101.131993,71.54764072,53.2811
77509.69755,4017.383543,1377.286178,71.4905265,48.173
30569.96017,6193.935583,4963.311135,76.50038283,49.2815
83659.15939,4571.426182,2570.863024,37.66323464,44.0098
120263.8709,6125.177465,8114.641818,70.69306625,45.2652
54884.44027,1798.921245,-9.971895991,-4.994963603,42.5247
16353.37112,7344.549131,4612.716005,71.72690072,46.4552
102130.3434,4490.717644,1608.788195,23.72041905,42.7919
88283.17701,6230.318702,8191.34257,29.55527499,51.7446
151004.6496,5614.929432,338.3513982,22.74918521,43.2884
101578.8484,7291.190716,4839.403934,139.3365553,43.5067
127490.7751,2896.745576,6973.179605,29.72341793,54.8608
73958.4247,4457.837514,3786.007582,86.79139173,43.0501
85942.05905,1407.429352,2323.058018,56.01618206,45.5286
69681.48772,11655.72405,1882.534185,65.50240306,51.0208
102490.9285,1278.225219,8476.571727,52.34511474,36.4551
99817.07852,5896.46327,6143.928828,50.95230351,57.5481
40699.47642,7483.162228,8252.762705,77.0329002,49.62
74621.98819,6396.497747,9093.564496,35.57033503,40.2185
129716.9991,1319.254054,3397.937123,92.83845531,45.1931
97515.73192,7115.163941,1417.647117,109.5788341,37.657
44324.36841,1536.169658,2543.704327,60.33502047,41.1623
122732.4414,2811.86747,6251.975353,33.40890079,31.8473
110603.1332,6241.702227,4616.458689,30.78024236,37.8918
119180.1198,3091.792137,920.6124817,62.04596296,45.2698
45218.05788,2345.501256,8009.234857,33.3424206,48.8518
149482.4161,2556.679591,10267.29182,64.91681967,57.5192
72231.1544,7724.833381,1549.35951,67.63832567,47.6739
115182.8036,1736.692107,7311.007828,-32.46157964,56.2023
113242.3807,4782.101877,3674.143126,58.77120245,43.8507
125622.0417,3229.71525,7486.598242,49.58061326,54.4548
138718.3691,5667.628426,6799.825049,5.086829689,61.8163
50807.77393,26.6504842,5335.122861,46.66082293,54.9888
137051.0911,3892.412012,5956.616597,101.5636552,50.9898
131148.7037,6880.135183,3450.357328,78.15575571,50.6229
149471.6888,2661.217604,5459.765693,36.56967383,54.6089
20804.70227,3321.079932,6991.389501,67.58060995,54.5071
160385.9287,7073.902822,8084.544597,-22.05040291,65.4146
76319.70122,5177.521077,7057.492556,71.26017756,49.5473
22975.79648,3643.576659,1973.561356,38.89269733,51.9815
66371.53657,3972.730386,6550.167926,75.68767852,59.5035
152696.8699,9287.524006,7276.775779,82.98444159,37.465
124396.5793,5329.92541,8508.695817,99.73945288,37.6757
59111.97349,5831.028748,1646.13815,43.32960558,53.0672
87986.5695,10164.45664,2153.217187,80.27947824,47.8292
46579.53797,7069.718703,10843.86919,50.19674575,37.5204
126844.963,12528.41432,3232.961186,72.72636311,52.6051
94359.50651,6469.674223,4268.122388,42.41304803,44.0242
51898.91855,3572.398306,7008.597498,55.51189175,50.6954
66670.5934,6216.090281,7963.108794,70.53038894,39.869
115055.3993,6546.285685,1454.644668,88.91652253,41.0986
80077.45084,1863.866615,1902.123585,50.47371365,52.0935
67311.1823,6741.154121,9561.961514,31.8528066,51.0907
109185.5208,1584.743964,10201.03757,23.73091001,46.9363
30071.63375,5418.748607,7434.222523,3.003975222,54.0703
89425.24492,7581.475022,4651.776462,89.22191025,51.6212
102463.9814,6732.016008,2024.855229,84.50261174,43.2091
152684.4609,8915.766608,6001.640902,73.47476846,54.5748
16561.6896,8556.159019,9789.171671,34.72258545,35.23
57809.97311,6468.658609,781.7693179,103.4132691,34.6535
45351.32122,3892.162039,7066.638022,26.5858391,55.0848
115827.8597,2022.3941,782.6041696,88.10293064,52.2997
59363.03439,3579.867461,7112.523824,82.01346315,52.7064
