,Financial Year,Quarter Ending,Quarter,County,City,County_City,key,GDP
14,2015,03/31/2015,3,10,76,10_76,331201576,1494132.0
15,2015,06/30/2015,4,10,76,10_76,630201576,1335315.0
16,2016,09/30/2015,1,10,76,10_76,930201576,1617226.0
17,2016,12/31/2015,2,10,76,10_76,1231201576,599386.0
18,2016,03/31/2016,3,10,76,10_76,331201676,1171453.0
19,2016,06/30/2016,4,10,76,10_76,630201676,1081950.0
20,2016,09/30/2016,1,10,76,10_76,930201676,1276813.0
21,2016,12/31/2016,2,10,76,10_76,1231201676,604451.0
22,2017,03/31/2017,3,10,76,10_76,331201776,804748.0
23,2017,06/30/2017,4,10,76,10_76,630201776,951616.0
24,2018,09/30/2017,1,10,76,10_76,930201776,1463181.0
25,2018,12/31/2017,2,10,76,10_76,1231201776,790651.0
26,2018,03/31/2018,3,10,76,10_76,331201876,923308.0
27,2018,06/30/2018,4,10,76,10_76,630201876,914967.0
28,2019,09/30/2018,1,10,76,10_76,930201876,1078490.0
29,2019,12/31/2018,2,10,76,10_76,1231201876,695348.0
30,2019,03/31/2019,3,10,76,10_76,331201976,853791.0
31,2019,06/30/2019,4,10,76,10_76,630201976,946389.0
32,2020,09/30/2019,1,10,76,10_76,930201976,1299449.0
33,2020,12/31/2019,2,10,76,10_76,1231201976,763718.0
34,2020,03/31/2020,3,10,76,10_76,331202076,916022.0
35,2020,06/30/2020,4,10,76,10_76,630202076,1026848.0
36,2021,09/30/2020,1,10,76,10_76,930202076,1256883.0
37,2021,12/31/2020,2,10,76,10_76,1231202076,904066.0
38,2021,03/31/2021,3,10,76,10_76,331202176,867372.0
39,2021,06/30/2021,4,10,76,10_76,630202176,802431.0
40,2022,09/30/2021,1,10,76,10_76,930202176,1686119.0
41,2022,12/31/2021,2,10,76,10_76,1231202176,758852.0
0,2012,09/30/2011,1,10,78,10_78,930201178,2827150.0
1,2012,12/31/2011,2,10,78,10_78,1231201178,2632098.0
2,2012,03/31/2012,3,10,78,10_78,331201278,2353399.0
3,2012,06/30/2012,4,10,78,10_78,630201278,1693119.0
4,2013,09/30/2012,1,10,78,10_78,930201278,2186179.0
5,2013,12/31/2012,2,10,78,10_78,1231201278,2325775.0
6,2013,03/31/2013,3,10,78,10_78,331201378,2154274.0
7,2013,06/30/2013,4,10,78,10_78,630201378,1540553.0
8,2014,09/30/2013,1,10,78,10_78,930201378,2032297.0
9,2014,12/31/2013,2,10,78,10_78,1231201378,2076333.0
10,2014,03/31/2014,3,10,78,10_78,331201478,2166099.0
11,2014,06/30/2014,4,10,78,10_78,630201478,1599613.0
12,2015,09/30/2014,1,10,78,10_78,930201478,1972294.0
13,2015,12/31/2014,2,10,78,10_78,1231201478,1962960.0
14,2015,03/31/2015,3,10,78,10_78,331201578,1580023.0
15,2015,06/30/2015,4,10,78,10_78,630201578,1338336.0
16,2016,09/30/2015,1,10,78,10_78,930201578,1822892.0
17,2016,12/31/2015,2,10,78,10_78,1231201578,1761056.0
18,2016,03/31/2016,3,10,78,10_78,331201678,1587330.0
19,2016,06/30/2016,4,10,78,10_78,630201678,1159983.0
20,2016,09/30/2016,1,10,78,10_78,930201678,1616324.0
21,2016,12/31/2016,2,10,78,10_78,1231201678,1812305.0
22,2017,03/31/2017,3,10,78,10_78,331201778,1646182.0
23,2017,06/30/2017,4,10,78,10_78,630201778,1283079.0
24,2018,09/30/2017,1,10,78,10_78,930201778,1607797.0
25,2018,12/31/2017,2,10,78,10_78,1231201778,1657556.0
26,2018,03/31/2018,3,10,78,10_78,331201878,1670773.0
27,2018,06/30/2018,4,10,78,10_78,630201878,1287411.0
28,2019,09/30/2018,1,10,78,10_78,930201878,1749623.0
29,2019,12/31/2018,2,10,78,10_78,1231201878,1683309.0
30,2019,03/31/2019,3,10,78,10_78,331201978,1734700.0
31,2019,06/30/2019,4,10,78,10_78,630201978,1350239.0
32,2020,09/30/2019,1,10,78,10_78,930201978,1700253.0
33,2020,12/31/2019,2,10,78,10_78,1231201978,1924891.0
34,2020,03/31/2020,3,10,78,10_78,331202078,1837463.0
35,2020,06/30/2020,4,10,78,10_78,630202078,1411340.0
36,2021,09/30/2020,1,10,78,10_78,930202078,1774502.0
37,2021,12/31/2020,2,10,78,10_78,1231202078,2049106.0
38,2021,03/31/2021,3,10,78,10_78,331202178,1970012.0
39,2021,06/30/2021,4,10,78,10_78,630202178,1374494.0
40,2022,09/30/2021,1,10,78,10_78,930202178,1811124.0
41,2022,12/31/2021,2,10,78,10_78,1231202178,1995750.0
42,2022,03/31/2022,3,10,78,10_78,331202278,2007324.0
43,2022,06/30/2022,4,10,78,10_78,630202278,1431757.0
0,2012,09/30/2011,1,11,79,11_79,930201179,869264.82
1,2012,12/31/2011,2,11,79,11_79,1231201179,757618.0
2,2012,03/31/2012,3,11,79,11_79,331201279,875749.0
3,2012,06/30/2012,4,11,79,11_79,630201279,545083.0
4,2013,09/30/2012,1,11,79,11_79,930201279,802342.0
5,2013,12/31/2012,2,11,79,11_79,1231201279,651017.0
6,2013,03/31/2013,3,11,79,11_79,331201379,730238.0
7,2013,06/30/2013,4,11,79,11_79,630201379,650814.0
8,2014,09/30/2013,1,11,79,11_79,930201379,786439.0
9,2014,12/31/2013,2,11,79,11_79,1231201379,714053.0
10,2014,03/31/2014,3,11,79,11_79,331201479,1126383.0
11,2014,06/30/2014,4,11,79,11_79,630201479,518325.0
12,2015,09/30/2014,1,11,79,11_79,930201479,740217.0
13,2015,12/31/2014,2,11,79,11_79,1231201479,742870.0
14,2015,03/31/2015,3,11,79,11_79,331201579,642126.0
15,2015,06/30/2015,4,11,79,11_79,630201579,556925.0
16,2016,09/30/2015,1,11,79,11_79,930201579,760525.0
17,2016,12/31/2015,2,11,79,11_79,1231201579,1018081.0
18,2016,03/31/2016,3,11,79,11_79,331201679,557023.0
19,2016,06/30/2016,4,11,79,11_79,630201679,445302.0
20,2016,09/30/2016,1,11,79,11_79,930201679,653872.0
21,2016,12/31/2016,2,11,79,11_79,1231201679,715993.0
22,2017,03/31/2017,3,11,79,11_79,331201779,628432.0
23,2017,06/30/2017,4,11,79,11_79,630201779,571230.0
24,2018,09/30/2017,1,11,79,11_79,930201779,736718.0
25,2018,12/31/2017,2,11,79,11_79,1231201779,578810.0
26,2018,03/31/2018,3,11,79,11_79,331201879,566124.0
27,2018,06/30/2018,4,11,79,11_79,630201879,430420.0
28,2019,09/30/2018,1,11,79,11_79,930201879,574731.0
29,2019,12/31/2018,2,11,79,11_79,1231201879,517199.0
30,2019,03/31/2019,3,11,79,11_79,331201979,621856.0
31,2019,06/30/2019,4,11,79,11_79,630201979,454798.0
32,2020,09/30/2019,1,11,79,11_79,930201979,563621.0
33,2020,12/31/2019,2,11,79,11_79,1231201979,571448.0
34,2020,03/31/2020,3,11,79,11_79,331202079,589685.0
35,2020,06/30/2020,4,11,79,11_79,630202079,480289.0
36,2021,09/30/2020,1,11,79,11_79,930202079,698775.0
37,2021,12/31/2020,2,11,79,11_79,1231202079,541397.0
38,2021,03/31/2021,3,11,79,11_79,331202179,744502.0
39,2021,06/30/2021,4,11,79,11_79,630202179,510499.0
40,2022,09/30/2021,1,11,79,11_79,930202179,517645.0
41,2022,12/31/2021,2,11,79,11_79,1231202179,589761.0
42,2022,03/31/2022,3,11,79,11_79,331202279,722742.0
43,2022,06/30/2022,4,11,79,11_79,630202279,526506.0
0,2012,09/30/2011,1,11,80,11_80,930201180,3766239.06
1,2012,12/31/2011,2,11,80,11_80,1231201180,2983709.0
2,2012,03/31/2012,3,11,80,11_80,331201280,2981617.0
3,2012,06/30/2012,4,11,80,11_80,630201280,2507659.0
4,2013,09/30/2012,1,11,80,11_80,930201280,2765926.0
5,2013,12/31/2012,2,11,80,11_80,1231201280,2587885.0
6,2013,03/31/2013,3,11,80,11_80,331201380,2739546.0
7,2013,06/30/2013,4,11,80,11_80,630201380,2502158.0
8,2014,09/30/2013,1,11,80,11_80,930201380,2601238.0
9,2014,12/31/2013,2,11,80,11_80,1231201380,2304562.0
10,2014,03/31/2014,3,11,80,11_80,331201480,2437677.0
11,2014,06/30/2014,4,11,80,11_80,630201480,2195075.0
12,2015,09/30/2014,1,11,80,11_80,930201480,2421617.0
13,2015,12/31/2014,2,11,80,11_80,1231201480,2188749.0
14,2015,03/31/2015,3,11,80,11_80,331201580,2455690.0
15,2015,06/30/2015,4,11,80,11_80,630201580,2294495.0
16,2016,09/30/2015,1,11,80,11_80,930201580,3064171.0
17,2016,12/31/2015,2,11,80,11_80,1231201580,2435023.0
18,2016,03/31/2016,3,11,80,11_80,331201680,3224664.0
19,2016,06/30/2016,4,11,80,11_80,630201680,2076313.0
20,2016,09/30/2016,1,11,80,11_80,930201680,2783325.0
21,2016,12/31/2016,2,11,80,11_80,1231201680,2307231.0
22,2017,03/31/2017,3,11,80,11_80,331201780,2284370.0
23,2017,06/30/2017,4,11,80,11_80,630201780,2161928.0
24,2018,09/30/2017,1,11,80,11_80,930201780,2761755.0
25,2018,12/31/2017,2,11,80,11_80,1231201780,2104593.0
26,2018,03/31/2018,3,11,80,11_80,331201880,2710740.0
27,2018,06/30/2018,4,11,80,11_80,630201880,2513991.0
28,2019,09/30/2018,1,11,80,11_80,930201880,2390838.0
29,2019,12/31/2018,2,11,80,11_80,1231201880,2282820.0
30,2019,03/31/2019,3,11,80,11_80,331201980,2082266.0
31,2019,06/30/2019,4,11,80,11_80,630201980,2243041.0
32,2020,09/30/2019,1,11,80,11_80,930201980,2606280.0
33,2020,12/31/2019,2,11,80,11_80,1231201980,2427341.0
34,2020,03/31/2020,3,11,80,11_80,331202080,2336529.0
35,2020,06/30/2020,4,11,80,11_80,630202080,2023003.0
36,2021,09/30/2020,1,11,80,11_80,930202080,2349927.0
37,2021,12/31/2020,2,11,80,11_80,1231202080,2396511.0
38,2021,03/31/2021,3,11,80,11_80,331202180,2109516.0
39,2021,06/30/2021,4,11,80,11_80,630202180,1858431.0
40,2022,09/30/2021,1,11,80,11_80,930202180,2349423.0
41,2022,12/31/2021,2,11,80,11_80,1231202180,2030415.0
42,2022,03/31/2022,3,11,80,11_80,331202280,1983597.0
43,2022,06/30/2022,4,11,80,11_80,630202280,1744497.0
0,2012,09/30/2011,1,11,82,11_82,930201182,249908.44
1,2012,12/31/2011,2,11,82,11_82,1231201182,201078.0
2,2012,03/31/2012,3,11,82,11_82,331201282,198812.0
3,2012,06/30/2012,4,11,82,11_82,630201282,196870.0
4,2013,09/30/2012,1,11,82,11_82,930201282,237458.0
5,2013,12/31/2012,2,11,82,11_82,1231201282,157418.0
6,2013,03/31/2013,3,11,82,11_82,331201382,215692.0
7,2013,06/30/2013,4,11,82,11_82,630201382,243821.0
8,2014,09/30/2013,1,11,82,11_82,930201382,160392.0
9,2014,12/31/2013,2,11,82,11_82,1231201382,188000.0
10,2014,03/31/2014,3,11,82,11_82,331201482,173504.0
11,2014,06/30/2014,4,11,82,11_82,630201482,159543.0
12,2015,09/30/2014,1,11,82,11_82,930201482,218158.0
13,2015,12/31/2014,2,11,82,11_82,1231201482,235627.0
14,2015,03/31/2015,3,11,82,11_82,331201582,166628.0
15,2015,06/30/2015,4,11,82,11_82,630201582,188497.0
16,2016,09/30/2015,1,11,82,11_82,930201582,207674.0
17,2016,12/31/2015,2,11,82,11_82,1231201582,181715.0
18,2016,03/31/2016,3,11,82,11_82,331201682,163336.0
19,2016,06/30/2016,4,11,82,11_82,630201682,157200.0
20,2016,09/30/2016,1,11,82,11_82,930201682,200938.0
21,2016,12/31/2016,2,11,82,11_82,1231201682,151268.0
22,2017,03/31/2017,3,11,82,11_82,331201782,157073.0
23,2017,06/30/2017,4,11,82,11_82,630201782,183616.0
24,2018,09/30/2017,1,11,82,11_82,930201782,252924.0
25,2018,12/31/2017,2,11,82,11_82,1231201782,209730.0
26,2018,03/31/2018,3,11,82,11_82,331201882,202813.0
27,2018,06/30/2018,4,11,82,11_82,630201882,200291.0
28,2019,09/30/2018,1,11,82,11_82,930201882,257237.0
29,2019,12/31/2018,2,11,82,11_82,1231201882,204715.0
30,2019,03/31/2019,3,11,82,11_82,331201982,175275.0
31,2019,06/30/2019,4,11,82,11_82,630201982,286962.0
32,2020,09/30/2019,1,11,82,11_82,930201982,284222.0
33,2020,12/31/2019,2,11,82,11_82,1231201982,173910.0
34,2020,03/31/2020,3,11,82,11_82,331202082,209160.0
35,2020,06/30/2020,4,11,82,11_82,630202082,211706.0
36,2021,09/30/2020,1,11,82,11_82,930202082,266366.0
37,2021,12/31/2020,2,11,82,11_82,1231202082,229972.0
38,2021,03/31/2021,3,11,82,11_82,331202182,168385.0
39,2021,06/30/2021,4,11,82,11_82,630202182,186468.0
40,2022,09/30/2021,1,11,82,11_82,930202182,212484.0
41,2022,12/31/2021,2,11,82,11_82,1231202182,176977.0
42,2022,03/31/2022,3,11,82,11_82,331202282,155895.0
43,2022,06/30/2022,4,11,82,11_82,630202282,175142.0
0,2012,09/30/2011,1,11,83,11_83,930201183,342453.12
1,2012,12/31/2011,2,11,83,11_83,1231201183,163557.0
2,2012,03/31/2012,3,11,83,11_83,331201283,133918.0
3,2012,06/30/2012,4,11,83,11_83,630201283,374236.0
4,2013,09/30/2012,1,11,83,11_83,930201283,350593.0
5,2013,12/31/2012,2,11,83,11_83,1231201283,156734.0
6,2013,03/31/2013,3,11,83,11_83,331201383,366035.0
7,2013,06/30/2013,4,11,83,11_83,630201383,219717.0
8,2014,09/30/2013,1,11,83,11_83,930201383,178242.0
9,2014,12/31/2013,2,11,83,11_83,1231201383,141143.0
10,2014,03/31/2014,3,11,83,11_83,331201483,232833.0
11,2014,06/30/2014,4,11,83,11_83,630201483,244389.0
12,2015,09/30/2014,1,11,83,11_83,930201483,132206.0
13,2015,12/31/2014,2,11,83,11_83,1231201483,238342.0
14,2015,03/31/2015,3,11,83,11_83,331201583,140617.0
15,2015,06/30/2015,4,11,83,11_83,630201583,162829.0
16,2016,09/30/2015,1,11,83,11_83,930201583,95328.0
17,2016,12/31/2015,2,11,83,11_83,1231201583,92398.0
18,2016,03/31/2016,3,11,83,11_83,331201683,175589.0
19,2016,06/30/2016,4,11,83,11_83,630201683,205798.0
20,2016,09/30/2016,1,11,83,11_83,930201683,93227.0
21,2016,12/31/2016,2,11,83,11_83,1231201683,108692.0
22,2017,03/31/2017,3,11,83,11_83,331201783,179015.0
23,2017,06/30/2017,4,11,83,11_83,630201783,253218.0
24,2018,09/30/2017,1,11,83,11_83,930201783,110659.0
25,2018,12/31/2017,2,11,83,11_83,1231201783,97608.0
26,2018,03/31/2018,3,11,83,11_83,331201883,281180.0
27,2018,06/30/2018,4,11,83,11_83,630201883,372856.0
28,2019,09/30/2018,1,11,83,11_83,930201883,262154.0
29,2019,12/31/2018,2,11,83,11_83,1231201883,297579.0
30,2019,03/31/2019,3,11,83,11_83,331201983,209904.0
31,2020,12/31/2019,2,11,83,11_83,1231201983,266408.0
32,2021,09/30/2020,1,11,83,11_83,930202083,207481.0
33,2021,12/31/2020,2,11,83,11_83,1231202083,151874.0
34,2021,03/31/2021,3,11,83,11_83,331202183,244849.0
35,2021,06/30/2021,4,11,83,11_83,630202183,293313.0
36,2022,09/30/2021,1,11,83,11_83,930202183,185034.0
37,2022,12/31/2021,2,11,83,11_83,1231202183,153923.0
38,2022,03/31/2022,3,11,83,11_83,331202283,190012.0
0,2012,09/30/2011,1,11,84,11_84,930201184,860272.15
1,2012,12/31/2011,2,11,84,11_84,1231201184,811910.0
2,2012,03/31/2012,3,11,84,11_84,331201284,800067.0
3,2012,06/30/2012,4,11,84,11_84,630201284,667511.0
4,2013,09/30/2012,1,11,84,11_84,930201284,687525.0
5,2013,12/31/2012,2,11,84,11_84,1231201284,737909.0
6,2013,03/31/2013,3,11,84,11_84,331201384,699914.0
7,2013,06/30/2013,4,11,84,11_84,630201384,639862.0
8,2014,09/30/2013,1,11,84,11_84,930201384,646540.0
9,2014,12/31/2013,2,11,84,11_84,1231201384,650642.0
10,2014,03/31/2014,3,11,84,11_84,331201484,790370.0
11,2014,06/30/2014,4,11,84,11_84,630201484,574649.0
12,2015,09/30/2014,1,11,84,11_84,930201484,856145.0
13,2015,12/31/2014,2,11,84,11_84,1231201484,768757.0
14,2015,03/31/2015,3,11,84,11_84,331201584,732467.0
15,2015,06/30/2015,4,11,84,11_84,630201584,536939.0
16,2016,09/30/2015,1,11,84,11_84,930201584,677277.0
17,2016,12/31/2015,2,11,84,11_84,1231201584,778900.0
18,2016,03/31/2016,3,11,84,11_84,331201684,812749.0
19,2016,06/30/2016,4,11,84,11_84,630201684,562789.0
20,2016,09/30/2016,1,11,84,11_84,930201684,740335.0
21,2016,12/31/2016,2,11,84,11_84,1231201684,778320.0
22,2017,03/31/2017,3,11,84,11_84,331201784,713881.0
23,2017,06/30/2017,4,11,84,11_84,630201784,813536.0
24,2018,09/30/2017,1,11,84,11_84,930201784,665987.0
25,2018,12/31/2017,2,11,84,11_84,1231201784,957936.0
26,2018,03/31/2018,3,11,84,11_84,331201884,888848.0
27,2018,06/30/2018,4,11,84,11_84,630201884,749081.0
28,2019,09/30/2018,1,11,84,11_84,930201884,867983.0
29,2019,12/31/2018,2,11,84,11_84,1231201884,840365.0
30,2019,03/31/2019,3,11,84,11_84,331201984,874783.0
31,2019,06/30/2019,4,11,84,11_84,630201984,800612.0
32,2020,09/30/2019,1,11,84,11_84,930201984,770969.0
33,2020,12/31/2019,2,11,84,11_84,1231201984,790549.0
34,2020,03/31/2020,3,11,84,11_84,331202084,816225.0
35,2020,06/30/2020,4,11,84,11_84,630202084,727218.0
36,2021,09/30/2020,1,11,84,11_84,930202084,652166.0
37,2021,12/31/2020,2,11,84,11_84,1231202084,709522.0
38,2021,03/31/2021,3,11,84,11_84,331202184,667328.0
39,2021,06/30/2021,4,11,84,11_84,630202184,642326.0
40,2022,09/30/2021,1,11,84,11_84,930202184,675750.0
41,2022,12/31/2021,2,11,84,11_84,1231202184,669289.0
42,2022,03/31/2022,3,11,84,11_84,331202284,704103.0
43,2022,06/30/2022,4,11,84,11_84,630202284,693599.0
0,2012,09/30/2011,1,11,7,11_7,93020117,399916.76
1,2012,12/31/2011,2,11,7,11_7,123120117,328961.0
2,2012,03/31/2012,3,11,7,11_7,33120127,269808.0
3,2012,06/30/2012,4,11,7,11_7,63020127,98130.0
4,2013,09/30/2012,1,11,7,11_7,93020127,13190.0
5,2013,12/31/2012,2,11,7,11_7,123120127,99437.0
6,2013,03/31/2013,3,11,7,11_7,33120137,591450.0
7,2013,06/30/2013,4,11,7,11_7,63020137,232618.0
8,2014,09/30/2013,1,11,7,11_7,93020137,135065.0
9,2014,12/31/2013,2,11,7,11_7,123120137,121206.0
10,2014,03/31/2014,3,11,7,11_7,33120147,349171.0
11,2014,06/30/2014,4,11,7,11_7,63020147,234315.0
12,2015,09/30/2014,1,11,7,11_7,93020147,341103.0
13,2015,12/31/2014,2,11,7,11_7,123120147,444876.0
14,2015,03/31/2015,3,11,7,11_7,33120157,667162.0
15,2015,06/30/2015,4,11,7,11_7,63020157,554708.0
16,2016,09/30/2015,1,11,7,11_7,93020157,216449.0
17,2016,12/31/2015,2,11,7,11_7,123120157,562230.0
18,2016,03/31/2016,3,11,7,11_7,33120167,766582.0
19,2016,06/30/2016,4,11,7,11_7,63020167,316299.0
20,2016,09/30/2016,1,11,7,11_7,93020167,184166.0
21,2016,12/31/2016,2,11,7,11_7,123120167,180925.0
22,2017,03/31/2017,3,11,7,11_7,33120177,328424.0
23,2017,06/30/2017,4,11,7,11_7,63020177,112208.0
24,2018,09/30/2017,1,11,7,11_7,93020177,193144.0
25,2018,12/31/2017,2,11,7,11_7,123120177,229193.0
26,2018,03/31/2018,3,11,7,11_7,33120187,340874.0
27,2018,06/30/2018,4,11,7,11_7,63020187,109408.0
28,2019,09/30/2018,1,11,7,11_7,93020187,124143.0
29,2019,12/31/2018,2,11,7,11_7,123120187,192300.0
30,2019,03/31/2019,3,11,7,11_7,33120197,287767.0
31,2019,06/30/2019,4,11,7,11_7,63020197,184641.0
32,2020,09/30/2019,1,11,7,11_7,93020197,144411.0
33,2020,12/31/2019,2,11,7,11_7,123120197,200135.0
34,2020,03/31/2020,3,11,7,11_7,33120207,328307.0
35,2020,06/30/2020,4,11,7,11_7,63020207,121679.0
36,2021,09/30/2020,1,11,7,11_7,93020207,151331.0
37,2021,12/31/2020,2,11,7,11_7,123120207,303456.0
38,2021,03/31/2021,3,11,7,11_7,33120217,244048.0
39,2021,06/30/2021,4,11,7,11_7,63020217,277912.0
40,2022,09/30/2021,1,11,7,11_7,93020217,130817.0
41,2022,12/31/2021,2,11,7,11_7,123120217,310991.0
42,2022,03/31/2022,3,11,7,11_7,33120227,183491.0
43,2022,06/30/2022,4,11,7,11_7,63020227,102125.0
0,2012,09/30/2011,1,11,86,11_86,930201186,2790799.39
1,2012,12/31/2011,2,11,86,11_86,1231201186,2425230.0
2,2012,03/31/2012,3,11,86,11_86,331201286,2520842.0
3,2012,06/30/2012,4,11,86,11_86,630201286,2010892.0
4,2013,09/30/2012,1,11,86,11_86,930201286,3522273.0
5,2013,12/31/2012,2,11,86,11_86,1231201286,3163432.0
6,2013,03/31/2013,3,11,86,11_86,331201386,2632877.0
7,2013,06/30/2013,4,11,86,11_86,630201386,1958423.0
8,2014,09/30/2013,1,11,86,11_86,930201386,2414461.0
9,2014,12/31/2013,2,11,86,11_86,1231201386,3034567.0
10,2014,03/31/2014,3,11,86,11_86,331201486,2530577.0
11,2014,06/30/2014,4,11,86,11_86,630201486,2070940.0
12,2015,09/30/2014,1,11,86,11_86,930201486,2095811.0
13,2015,12/31/2014,2,11,86,11_86,1231201486,3195274.0
14,2015,03/31/2015,3,11,86,11_86,331201586,2375313.0
15,2015,06/30/2015,4,11,86,11_86,630201586,1717839.0
16,2016,09/30/2015,1,11,86,11_86,930201586,2057421.0
17,2016,12/31/2015,2,11,86,11_86,1231201586,2108456.0
18,2016,03/31/2016,3,11,86,11_86,331201686,2204639.0
19,2016,06/30/2016,4,11,86,11_86,630201686,1467963.0
20,2016,09/30/2016,1,11,86,11_86,930201686,1885134.0
21,2016,12/31/2016,2,11,86,11_86,1231201686,2091173.0
22,2017,03/31/2017,3,11,86,11_86,331201786,1988992.0
23,2017,06/30/2017,4,11,86,11_86,630201786,1580669.0
24,2018,09/30/2017,1,11,86,11_86,930201786,1857241.0
25,2018,12/31/2017,2,11,86,11_86,1231201786,2492883.0
26,2018,03/31/2018,3,11,86,11_86,331201886,2192249.0
27,2018,06/30/2018,4,11,86,11_86,630201886,2023890.0
28,2019,09/30/2018,1,11,86,11_86,930201886,2190425.0
29,2019,12/31/2018,2,11,86,11_86,1231201886,2377210.0
30,2019,03/31/2019,3,11,86,11_86,331201986,2345027.0
31,2019,06/30/2019,4,11,86,11_86,630201986,1800182.0
32,2020,09/30/2019,1,11,86,11_86,930201986,3655283.0
33,2020,12/31/2019,2,11,86,11_86,1231201986,2837218.0
34,2020,03/31/2020,3,11,86,11_86,331202086,2944638.0
35,2020,06/30/2020,4,11,86,11_86,630202086,1774129.0
36,2021,09/30/2020,1,11,86,11_86,930202086,2056506.0
37,2021,12/31/2020,2,11,86,11_86,1231202086,3277793.0
38,2021,03/31/2021,3,11,86,11_86,331202186,2513000.0
39,2021,06/30/2021,4,11,86,11_86,630202186,2341289.0
40,2022,09/30/2021,1,11,86,11_86,930202186,3938599.0
41,2022,12/31/2021,2,11,86,11_86,1231202186,3627471.0
42,2022,03/31/2022,3,11,86,11_86,331202286,2659213.0
43,2022,06/30/2022,4,11,86,11_86,630202286,1669593.0
0,2012,09/30/2011,1,11,87,11_87,930201187,57937216.06
1,2012,12/31/2011,2,11,87,11_87,1231201187,59155643.0
2,2012,03/31/2012,3,11,87,11_87,331201287,61344001.0
3,2012,06/30/2012,4,11,87,11_87,630201287,46324341.0
4,2013,09/30/2012,1,11,87,11_87,930201287,53381353.0
5,2013,12/31/2012,2,11,87,11_87,1231201287,51735569.0
6,2013,03/31/2013,3,11,87,11_87,331201387,52029396.0
7,2013,06/30/2013,4,11,87,11_87,630201387,42278394.0
8,2014,09/30/2013,1,11,87,11_87,930201387,49394872.0
9,2014,12/31/2013,2,11,87,11_87,1231201387,50303435.0
10,2014,03/31/2014,3,11,87,11_87,331201487,51187581.0
11,2014,06/30/2014,4,11,87,11_87,630201487,41724914.0
12,2015,09/30/2014,1,11,87,11_87,930201487,44514626.0
13,2015,12/31/2014,2,11,87,11_87,1231201487,46428396.0
14,2015,03/31/2015,3,11,87,11_87,331201587,44722763.0
15,2015,06/30/2015,4,11,87,11_87,630201587,40414069.0
16,2016,09/30/2015,1,11,87,11_87,930201587,47550154.0
17,2016,12/31/2015,2,11,87,11_87,1231201587,47126531.0
18,2016,03/31/2016,3,11,87,11_87,331201687,46272400.0
19,2016,06/30/2016,4,11,87,11_87,630201687,38325026.0
20,2016,09/30/2016,1,11,87,11_87,930201687,45590068.0
21,2016,12/31/2016,2,11,87,11_87,1231201687,45234007.0
22,2017,03/31/2017,3,11,87,11_87,331201787,44945775.0
23,2017,06/30/2017,4,11,87,11_87,630201787,38802878.0
24,2018,09/30/2017,1,11,87,11_87,930201787,45062908.0
25,2018,12/31/2017,2,11,87,11_87,1231201787,44787538.0
26,2018,03/31/2018,3,11,87,11_87,331201887,46177497.0
27,2018,06/30/2018,4,11,87,11_87,630201887,37944973.0
28,2019,09/30/2018,1,11,87,11_87,930201887,46297650.0
29,2019,12/31/2018,2,11,87,11_87,1231201887,45292679.0
30,2019,03/31/2019,3,11,87,11_87,331201987,44040701.0
31,2019,06/30/2019,4,11,87,11_87,630201987,37465869.0
32,2020,09/30/2019,1,11,87,11_87,930201987,43544895.0
33,2020,12/31/2019,2,11,87,11_87,1231201987,45759511.0
34,2020,03/31/2020,3,11,87,11_87,331202087,44666609.0
35,2020,06/30/2020,4,11,87,11_87,630202087,37554493.0
36,2021,09/30/2020,1,11,87,11_87,930202087,44559119.0
37,2021,12/31/2020,2,11,87,11_87,1231202087,42811869.0
38,2021,03/31/2021,3,11,87,11_87,331202187,42433381.0
39,2021,06/30/2021,4,11,87,11_87,630202187,36042564.0
40,2022,09/30/2021,1,11,87,11_87,930202187,43647768.0
41,2022,12/31/2021,2,11,87,11_87,1231202187,41324709.0
42,2022,03/31/2022,3,11,87,11_87,331202287,41974571.0
43,2022,06/30/2022,4,11,87,11_87,630202287,35980903.0
0,2012,09/30/2011,1,12,88,12_88,930201188,2819125.72
1,2012,12/31/2011,2,12,88,12_88,1231201188,2965377.0
2,2012,03/31/2012,3,12,88,12_88,331201288,3015346.0
3,2012,06/30/2012,4,12,88,12_88,630201288,2680542.0
4,2013,09/30/2012,1,12,88,12_88,930201288,3291434.0
5,2013,12/31/2012,2,12,88,12_88,1231201288,3559238.0
6,2013,03/31/2013,3,12,88,12_88,331201388,2813128.0
7,2013,06/30/2013,4,12,88,12_88,630201388,2617167.0
8,2014,09/30/2013,1,12,88,12_88,930201388,2675765.0
9,2014,12/31/2013,2,12,88,12_88,1231201388,3253225.0
10,2014,03/31/2014,3,12,88,12_88,331201488,2173904.0
11,2014,06/30/2014,4,12,88,12_88,630201488,1779906.0
12,2015,09/30/2014,1,12,88,12_88,930201488,2437739.0
13,2015,12/31/2014,2,12,88,12_88,1231201488,2097127.0
14,2015,03/31/2015,3,12,88,12_88,331201588,2184314.0
15,2015,06/30/2015,4,12,88,12_88,630201588,1806796.0
16,2016,09/30/2015,1,12,88,12_88,930201588,1906606.0
17,2016,12/31/2015,2,12,88,12_88,1231201588,1965054.0
18,2016,03/31/2016,3,12,88,12_88,331201688,2164960.0
19,2016,06/30/2016,4,12,88,12_88,630201688,1693624.0
20,2016,09/30/2016,1,12,88,12_88,930201688,2083356.0
