,City,Financial Year,Quarter Ending,Quarter,key
680,139,2023,06/30/2023,4,6302023139
681,139,2023,03/31/2023,3,3312023139
682,139,2023,12/31/2022,2,12312022139
683,139,2023,09/30/2022,1,9302022139
684,140,2024,12/31/2023,2,12312023140
685,140,2024,09/30/2023,1,9302023140
686,140,2023,06/30/2023,4,6302023140
687,140,2023,03/31/2023,3,3312023140
688,140,2023,12/31/2022,2,12312022140
689,140,2023,09/30/2022,1,9302022140
690,141,2024,12/31/2023,2,12312023141
691,141,2024,09/30/2023,1,9302023141
692,141,2023,06/30/2023,4,6302023141
693,141,2023,03/31/2023,3,3312023141
694,141,2023,12/31/2022,2,12312022141
695,141,2023,09/30/2022,1,9302022141
696,142,2024,12/31/2023,2,12312023142
697,142,2024,09/30/2023,1,9302023142
698,142,2023,06/30/2023,4,6302023142
699,142,2023,03/31/2023,3,3312023142
700,142,2023,12/31/2022,2,12312022142
701,142,2023,09/30/2022,1,9302022142
702,143,2024,12/31/2023,2,12312023143
703,143,2024,09/30/2023,1,9302023143
704,143,2023,06/30/2023,4,6302023143
705,143,2023,03/31/2023,3,3312023143
706,143,2023,12/31/2022,2,12312022143
707,143,2023,09/30/2022,1,9302022143
708,144,2024,12/31/2023,2,12312023144
709,144,2024,09/30/2023,1,9302023144
710,144,2023,06/30/2023,4,6302023144
711,144,2023,03/31/2023,3,3312023144
712,144,2023,12/31/2022,2,12312022144
713,144,2023,09/30/2022,1,9302022144
714,147,2024,12/31/2023,2,12312023147
715,147,2024,09/30/2023,1,9302023147
716,147,2023,06/30/2023,4,6302023147
717,147,2023,03/31/2023,3,3312023147
718,147,2023,12/31/2022,2,12312022147
719,147,2023,09/30/2022,1,9302022147
720,148,2024,12/31/2023,2,12312023148
721,148,2024,09/30/2023,1,9302023148
722,148,2023,06/30/2023,4,6302023148
723,148,2023,03/31/2023,3,3312023148
724,148,2023,12/31/2022,2,12312022148
725,148,2023,09/30/2022,1,9302022148
726,149,2024,12/31/2023,2,12312023149
727,149,2024,09/30/2023,1,9302023149
728,149,2023,06/30/2023,4,6302023149
729,149,2023,03/31/2023,3,3312023149
730,149,2023,12/31/2022,2,12312022149
731,149,2023,09/30/2022,1,9302022149
732,151,2024,12/31/2023,2,12312023151
733,151,2024,09/30/2023,1,9302023151
734,151,2023,06/30/2023,4,6302023151
735,151,2023,03/31/2023,3,3312023151
736,151,2023,12/31/2022,2,12312022151
737,151,2023,09/30/2022,1,9302022151
738,152,2024,12/31/2023,2,12312023152
739,152,2024,09/30/2023,1,9302023152
740,152,2023,06/30/2023,4,6302023152
741,152,2023,03/31/2023,3,3312023152
742,152,2023,12/31/2022,2,12312022152
743,152,2023,09/30/2022,1,9302022152
744,153,2024,12/31/2023,2,12312023153
745,153,2024,09/30/2023,1,9302023153
746,153,2023,06/30/2023,4,6302023153
747,153,2023,03/31/2023,3,3312023153
748,153,2023,12/31/2022,2,12312022153
749,153,2023,09/30/2022,1,9302022153
750,154,2024,12/31/2023,2,12312023154
751,154,2024,09/30/2023,1,9302023154
752,154,2023,06/30/2023,4,6302023154
753,154,2023,03/31/2023,3,3312023154
754,154,2023,12/31/2022,2,12312022154
755,154,2023,09/30/2022,1,9302022154
756,155,2024,12/31/2023,2,12312023155
757,155,2024,09/30/2023,1,9302023155
758,155,2023,06/30/2023,4,6302023155
759,155,2023,03/31/2023,3,3312023155
760,155,2023,12/31/2022,2,12312022155
761,155,2023,09/30/2022,1,9302022155
762,156,2024,12/31/2023,2,12312023156
763,156,2024,09/30/2023,1,9302023156
764,156,2023,06/30/2023,4,6302023156
765,156,2023,03/31/2023,3,3312023156
766,156,2023,12/31/2022,2,12312022156
767,156,2023,09/30/2022,1,9302022156
768,157,2024,12/31/2023,2,12312023157
769,157,2024,09/30/2023,1,9302023157
770,157,2023,06/30/2023,4,6302023157
771,157,2023,03/31/2023,3,3312023157
772,157,2023,12/31/2022,2,12312022157
773,157,2023,09/30/2022,1,9302022157
774,158,2024,12/31/2023,2,12312023158
775,158,2024,09/30/2023,1,9302023158
776,158,2023,06/30/2023,4,6302023158
777,158,2023,03/31/2023,3,3312023158
778,158,2023,12/31/2022,2,12312022158
779,158,2023,09/30/2022,1,9302022158
780,161,2024,12/31/2023,2,12312023161
781,161,2024,09/30/2023,1,9302023161
782,161,2023,06/30/2023,4,6302023161
783,161,2023,03/31/2023,3,3312023161
784,161,2023,12/31/2022,2,12312022161
785,161,2023,09/30/2022,1,9302022161
786,162,2024,12/31/2023,2,12312023162
787,162,2024,09/30/2023,1,9302023162
788,162,2023,06/30/2023,4,6302023162
789,162,2023,03/31/2023,3,3312023162
790,162,2023,12/31/2022,2,12312022162
791,162,2023,09/30/2022,1,9302022162
792,163,2024,12/31/2023,2,12312023163
793,163,2024,09/30/2023,1,9302023163
794,163,2023,06/30/2023,4,6302023163
795,163,2023,03/31/2023,3,3312023163
796,163,2023,12/31/2022,2,12312022163
797,163,2023,09/30/2022,1,9302022163
798,165,2024,12/31/2023,2,12312023165
799,165,2024,09/30/2023,1,9302023165
800,165,2023,06/30/2023,4,6302023165
801,165,2023,03/31/2023,3,3312023165
802,165,2023,12/31/2022,2,12312022165
803,165,2023,09/30/2022,1,9302022165
804,166,2024,12/31/2023,2,12312023166
805,166,2024,09/30/2023,1,9302023166
806,166,2023,06/30/2023,4,6302023166
807,166,2023,03/31/2023,3,3312023166
808,166,2023,12/31/2022,2,12312022166
809,166,2023,09/30/2022,1,9302022166
810,167,2024,12/31/2023,2,12312023167
811,167,2024,09/30/2023,1,9302023167
812,167,2023,06/30/2023,4,6302023167
813,167,2023,03/31/2023,3,3312023167
814,167,2023,12/31/2022,2,12312022167
815,167,2023,09/30/2022,1,9302022167
816,168,2024,12/31/2023,2,12312023168
817,168,2024,09/30/2023,1,9302023168
818,168,2023,06/30/2023,4,6302023168
819,168,2023,03/31/2023,3,3312023168
820,168,2023,12/31/2022,2,12312022168
821,168,2023,09/30/2022,1,9302022168
822,169,2024,12/31/2023,2,12312023169
823,169,2024,09/30/2023,1,9302023169
824,169,2023,06/30/2023,4,6302023169
825,169,2023,03/31/2023,3,3312023169
826,169,2023,12/31/2022,2,12312022169
827,169,2023,09/30/2022,1,9302022169
828,170,2024,12/31/2023,2,12312023170
829,170,2024,09/30/2023,1,9302023170
830,170,2023,06/30/2023,4,6302023170
831,170,2023,03/31/2023,3,3312023170
832,170,2023,12/31/2022,2,12312022170
833,170,2023,09/30/2022,1,9302022170
834,174,2024,12/31/2023,2,12312023174
835,174,2024,09/30/2023,1,9302023174
836,174,2023,06/30/2023,4,6302023174
837,174,2023,03/31/2023,3,3312023174
838,174,2023,12/31/2022,2,12312022174
839,174,2023,09/30/2022,1,9302022174
840,175,2024,12/31/2023,2,12312023175
841,175,2024,09/30/2023,1,9302023175
842,175,2023,06/30/2023,4,6302023175
843,175,2023,03/31/2023,3,3312023175
844,175,2023,12/31/2022,2,12312022175
845,175,2023,09/30/2022,1,9302022175
846,176,2024,12/31/2023,2,12312023176
847,176,2024,09/30/2023,1,9302023176
848,176,2023,06/30/2023,4,6302023176
849,176,2023,03/31/2023,3,3312023176
850,176,2023,12/31/2022,2,12312022176
851,176,2023,09/30/2022,1,9302022176
852,177,2024,12/31/2023,2,12312023177
853,177,2024,09/30/2023,1,9302023177
854,177,2023,06/30/2023,4,6302023177
855,177,2023,03/31/2023,3,3312023177
856,177,2023,12/31/2022,2,12312022177
857,177,2023,09/30/2022,1,9302022177
858,179,2024,12/31/2023,2,12312023179
859,179,2024,09/30/2023,1,9302023179
860,179,2023,06/30/2023,4,6302023179
861,179,2023,03/31/2023,3,3312023179
862,179,2023,12/31/2022,2,12312022179
863,179,2023,09/30/2022,1,9302022179
864,182,2024,12/31/2023,2,12312023182
865,182,2024,09/30/2023,1,9302023182
866,182,2023,06/30/2023,4,6302023182
867,182,2023,03/31/2023,3,3312023182
868,182,2023,12/31/2022,2,12312022182
869,182,2023,09/30/2022,1,9302022182
870,184,2024,12/31/2023,2,12312023184
871,184,2024,09/30/2023,1,9302023184
872,184,2023,06/30/2023,4,6302023184
873,184,2023,03/31/2023,3,3312023184
874,184,2023,12/31/2022,2,12312022184
875,184,2023,09/30/2022,1,9302022184
876,185,2024,12/31/2023,2,12312023185
877,185,2024,09/30/2023,1,9302023185
878,185,2023,06/30/2023,4,6302023185
879,185,2023,03/31/2023,3,3312023185
880,185,2023,12/31/2022,2,12312022185
881,185,2023,09/30/2022,1,9302022185
882,186,2024,12/31/2023,2,12312023186
883,186,2024,09/30/2023,1,9302023186
884,186,2023,06/30/2023,4,6302023186
885,186,2023,03/31/2023,3,3312023186
886,186,2023,12/31/2022,2,12312022186
887,186,2023,09/30/2022,1,9302022186
888,187,2024,12/31/2023,2,12312023187
889,187,2024,09/30/2023,1,9302023187
890,187,2023,06/30/2023,4,6302023187
891,187,2023,03/31/2023,3,3312023187
892,187,2023,12/31/2022,2,12312022187
893,187,2023,09/30/2022,1,9302022187
894,188,2024,12/31/2023,2,12312023188
895,188,2024,09/30/2023,1,9302023188
896,188,2023,06/30/2023,4,6302023188
897,188,2023,03/31/2023,3,3312023188
898,188,2023,12/31/2022,2,12312022188
899,188,2023,09/30/2022,1,9302022188
900,189,2024,12/31/2023,2,12312023189
901,189,2024,09/30/2023,1,9302023189
902,189,2023,06/30/2023,4,6302023189
903,189,2023,03/31/2023,3,3312023189
904,189,2023,12/31/2022,2,12312022189
905,189,2023,09/30/2022,1,9302022189
906,190,2024,12/31/2023,2,12312023190
907,190,2024,09/30/2023,1,9302023190
908,190,2023,06/30/2023,4,6302023190
909,190,2023,03/31/2023,3,3312023190
910,190,2023,12/31/2022,2,12312022190
911,190,2023,09/30/2022,1,9302022190
912,191,2024,12/31/2023,2,12312023191
913,191,2024,09/30/2023,1,9302023191
914,191,2023,06/30/2023,4,6302023191
915,191,2023,03/31/2023,3,3312023191
916,191,2023,12/31/2022,2,12312022191
917,191,2023,09/30/2022,1,9302022191
918,192,2024,12/31/2023,2,12312023192
919,192,2024,09/30/2023,1,9302023192
920,192,2023,06/30/2023,4,6302023192
921,192,2023,03/31/2023,3,3312023192
922,192,2023,12/31/2022,2,12312022192
923,192,2023,09/30/2022,1,9302022192
924,193,2024,12/31/2023,2,12312023193
925,193,2024,09/30/2023,1,9302023193
926,193,2023,06/30/2023,4,6302023193
927,193,2023,03/31/2023,3,3312023193
928,193,2023,12/31/2022,2,12312022193
929,193,2023,09/30/2022,1,9302022193
930,194,2024,12/31/2023,2,12312023194
931,194,2024,09/30/2023,1,9302023194
932,194,2023,06/30/2023,4,6302023194
933,194,2023,03/31/2023,3,3312023194
934,194,2023,12/31/2022,2,12312022194
935,194,2023,09/30/2022,1,9302022194
936,196,2024,12/31/2023,2,12312023196
937,196,2024,09/30/2023,1,9302023196
938,196,2023,06/30/2023,4,6302023196
939,196,2023,03/31/2023,3,3312023196
940,196,2023,12/31/2022,2,12312022196
941,196,2023,09/30/2022,1,9302022196
942,198,2024,12/31/2023,2,12312023198
943,198,2024,09/30/2023,1,9302023198
944,198,2023,06/30/2023,4,6302023198
945,198,2023,03/31/2023,3,3312023198
946,198,2023,12/31/2022,2,12312022198
947,198,2023,09/30/2022,1,9302022198
948,200,2024,12/31/2023,2,12312023200
949,200,2024,09/30/2023,1,9302023200
950,200,2023,06/30/2023,4,6302023200
951,200,2023,03/31/2023,3,3312023200
952,200,2023,12/31/2022,2,12312022200
953,200,2023,09/30/2022,1,9302022200
954,201,2024,12/31/2023,2,12312023201
955,201,2024,09/30/2023,1,9302023201
956,201,2023,06/30/2023,4,6302023201
957,201,2023,03/31/2023,3,3312023201
958,201,2023,12/31/2022,2,12312022201
959,201,2023,09/30/2022,1,9302022201
960,202,2024,12/31/2023,2,12312023202
961,202,2024,09/30/2023,1,9302023202
962,202,2023,06/30/2023,4,6302023202
963,202,2023,03/31/2023,3,3312023202
964,202,2023,12/31/2022,2,12312022202
965,202,2023,09/30/2022,1,9302022202
966,203,2024,12/31/2023,2,12312023203
967,203,2024,09/30/2023,1,9302023203
968,203,2023,06/30/2023,4,6302023203
969,203,2023,03/31/2023,3,3312023203
970,203,2023,12/31/2022,2,12312022203
971,203,2023,09/30/2022,1,9302022203
972,204,2024,12/31/2023,2,12312023204
973,204,2024,09/30/2023,1,9302023204
974,204,2023,06/30/2023,4,6302023204
975,204,2023,03/31/2023,3,3312023204
976,204,2023,12/31/2022,2,12312022204
977,204,2023,09/30/2022,1,9302022204
978,205,2024,12/31/2023,2,12312023205
979,205,2024,09/30/2023,1,9302023205
980,205,2023,06/30/2023,4,6302023205
981,205,2023,03/31/2023,3,3312023205
982,205,2023,12/31/2022,2,12312022205
983,205,2023,09/30/2022,1,9302022205
984,206,2024,12/31/2023,2,12312023206
985,206,2024,09/30/2023,1,9302023206
986,206,2023,06/30/2023,4,6302023206
987,206,2023,03/31/2023,3,3312023206
988,206,2023,12/31/2022,2,12312022206
989,206,2023,09/30/2022,1,9302022206
990,207,2024,12/31/2023,2,12312023207
991,207,2024,09/30/2023,1,9302023207
992,207,2023,06/30/2023,4,6302023207
993,207,2023,03/31/2023,3,3312023207
994,207,2023,12/31/2022,2,12312022207
995,207,2023,09/30/2022,1,9302022207
996,208,2024,12/31/2023,2,12312023208
997,208,2024,09/30/2023,1,9302023208
998,208,2023,06/30/2023,4,6302023208
999,208,2023,03/31/2023,3,3312023208
1000,208,2023,12/31/2022,2,12312022208
1001,208,2023,09/30/2022,1,9302022208
1002,210,2024,12/31/2023,2,12312023210
1003,210,2024,09/30/2023,1,9302023210
1004,210,2023,06/30/2023,4,6302023210
1005,210,2023,03/31/2023,3,3312023210
1006,210,2023,12/31/2022,2,12312022210
1007,210,2023,09/30/2022,1,9302022210
1008,211,2024,12/31/2023,2,12312023211
1009,211,2024,09/30/2023,1,9302023211
1010,211,2023,06/30/2023,4,6302023211
1011,211,2023,03/31/2023,3,3312023211
1012,211,2023,12/31/2022,2,12312022211
1013,211,2023,09/30/2022,1,9302022211
1014,213,2024,12/31/2023,2,12312023213
1015,213,2024,09/30/2023,1,9302023213
1016,213,2023,06/30/2023,4,6302023213
1017,213,2023,03/31/2023,3,3312023213
1018,213,2023,12/31/2022,2,12312022213
1019,213,2023,09/30/2022,1,9302022213
1020,214,2024,12/31/2023,2,12312023214
1021,214,2024,09/30/2023,1,9302023214
1022,214,2023,06/30/2023,4,6302023214
1023,214,2023,03/31/2023,3,3312023214
1024,214,2023,12/31/2022,2,12312022214
1025,214,2023,09/30/2022,1,9302022214
1026,215,2024,12/31/2023,2,12312023215
1027,215,2024,09/30/2023,1,9302023215
1028,215,2023,06/30/2023,4,6302023215
1029,215,2023,03/31/2023,3,3312023215
1030,215,2023,12/31/2022,2,12312022215
1031,215,2023,09/30/2022,1,9302022215
1032,216,2024,12/31/2023,2,12312023216
1033,216,2024,09/30/2023,1,9302023216
1034,216,2023,06/30/2023,4,6302023216
1035,216,2023,03/31/2023,3,3312023216
1036,216,2023,12/31/2022,2,12312022216
1037,216,2023,09/30/2022,1,9302022216
1038,218,2024,12/31/2023,2,12312023218
1039,218,2024,09/30/2023,1,9302023218
1040,218,2023,06/30/2023,4,6302023218
1041,218,2023,03/31/2023,3,3312023218
1042,218,2023,12/31/2022,2,12312022218
1043,218,2023,09/30/2022,1,9302022218
1044,219,2024,12/31/2023,2,12312023219
1045,219,2024,09/30/2023,1,9302023219
1046,219,2023,06/30/2023,4,6302023219
1047,219,2023,03/31/2023,3,3312023219
1048,219,2023,12/31/2022,2,12312022219
1049,219,2023,09/30/2022,1,9302022219
1050,220,2024,12/31/2023,2,12312023220
1051,220,2024,09/30/2023,1,9302023220
1052,220,2023,06/30/2023,4,6302023220
1053,220,2023,03/31/2023,3,3312023220
1054,220,2023,12/31/2022,2,12312022220
1055,220,2023,09/30/2022,1,9302022220
1056,221,2024,12/31/2023,2,12312023221
1057,221,2024,09/30/2023,1,9302023221
1058,221,2023,06/30/2023,4,6302023221
1059,221,2023,03/31/2023,3,3312023221
1060,221,2023,12/31/2022,2,12312022221
1061,221,2023,09/30/2022,1,9302022221
1062,222,2024,12/31/2023,2,12312023222
1063,222,2024,09/30/2023,1,9302023222
1064,222,2023,06/30/2023,4,6302023222
1065,222,2023,03/31/2023,3,3312023222
1066,222,2023,12/31/2022,2,12312022222
1067,222,2023,09/30/2022,1,9302022222
1068,223,2024,12/31/2023,2,12312023223
1069,223,2024,09/30/2023,1,9302023223
1070,223,2023,06/30/2023,4,6302023223
1071,223,2023,03/31/2023,3,3312023223
1072,223,2023,12/31/2022,2,12312022223
1073,223,2023,09/30/2022,1,9302022223
1074,224,2024,12/31/2023,2,12312023224
1075,224,2024,09/30/2023,1,9302023224
1076,224,2023,06/30/2023,4,6302023224
1077,224,2023,03/31/2023,3,3312023224
1078,224,2023,12/31/2022,2,12312022224
1079,224,2023,09/30/2022,1,9302022224
1080,225,2024,12/31/2023,2,12312023225
1081,225,2024,09/30/2023,1,9302023225
1082,225,2023,06/30/2023,4,6302023225
1083,225,2023,03/31/2023,3,3312023225
1084,225,2023,12/31/2022,2,12312022225
1085,225,2023,09/30/2022,1,9302022225
1086,226,2024,12/31/2023,2,12312023226
1087,226,2024,09/30/2023,1,9302023226
1088,226,2023,06/30/2023,4,6302023226
1089,226,2023,03/31/2023,3,3312023226
1090,226,2023,12/31/2022,2,12312022226
1091,226,2023,09/30/2022,1,9302022226
1092,227,2024,12/31/2023,2,12312023227
1093,227,2024,09/30/2023,1,9302023227
1094,227,2023,06/30/2023,4,6302023227
1095,227,2023,03/31/2023,3,3312023227
1096,227,2023,12/31/2022,2,12312022227
1097,227,2023,09/30/2022,1,9302022227
1098,229,2024,12/31/2023,2,12312023229
1099,229,2024,09/30/2023,1,9302023229
1100,229,2023,06/30/2023,4,6302023229
1101,229,2023,03/31/2023,3,3312023229
1102,229,2023,12/31/2022,2,12312022229
1103,229,2023,09/30/2022,1,9302022229
1104,230,2024,12/31/2023,2,12312023230
1105,230,2024,09/30/2023,1,9302023230
1106,230,2023,06/30/2023,4,6302023230
1107,230,2023,03/31/2023,3,3312023230
1108,230,2023,12/31/2022,2,12312022230
1109,230,2023,09/30/2022,1,9302022230
1110,231,2024,12/31/2023,2,12312023231
1111,231,2024,09/30/2023,1,9302023231
1112,231,2023,06/30/2023,4,6302023231
1113,231,2023,03/31/2023,3,3312023231
1114,231,2023,12/31/2022,2,12312022231
1115,231,2023,09/30/2022,1,9302022231
1116,233,2024,12/31/2023,2,12312023233
1117,233,2024,09/30/2023,1,9302023233
1118,233,2023,06/30/2023,4,6302023233
1119,233,2023,03/31/2023,3,3312023233
1120,233,2023,12/31/2022,2,12312022233
1121,233,2023,09/30/2022,1,9302022233
1122,234,2024,12/31/2023,2,12312023234
1123,234,2024,09/30/2023,1,9302023234
1124,234,2023,06/30/2023,4,6302023234
1125,234,2023,03/31/2023,3,3312023234
1126,234,2023,12/31/2022,2,12312022234
1127,234,2023,09/30/2022,1,9302022234
1128,235,2024,12/31/2023,2,12312023235
1129,235,2024,09/30/2023,1,9302023235
1130,235,2023,06/30/2023,4,6302023235
1131,235,2023,03/31/2023,3,3312023235
1132,235,2023,12/31/2022,2,12312022235
1133,235,2023,09/30/2022,1,9302022235
1134,237,2024,12/31/2023,2,12312023237
1135,237,2024,09/30/2023,1,9302023237
1136,237,2023,06/30/2023,4,6302023237
1137,237,2023,03/31/2023,3,3312023237
1138,237,2023,12/31/2022,2,12312022237
1139,237,2023,09/30/2022,1,9302022237
1140,239,2024,12/31/2023,2,12312023239
1141,239,2024,09/30/2023,1,9302023239
1142,239,2023,06/30/2023,4,6302023239
1143,239,2023,03/31/2023,3,3312023239
1144,239,2023,12/31/2022,2,12312022239
1145,239,2023,09/30/2022,1,9302022239
1146,240,2024,12/31/2023,2,12312023240
1147,240,2024,09/30/2023,1,9302023240
1148,240,2023,06/30/2023,4,6302023240
1149,240,2023,03/31/2023,3,3312023240
1150,240,2023,12/31/2022,2,12312022240
1151,240,2023,09/30/2022,1,9302022240
1152,241,2024,12/31/2023,2,12312023241
1153,241,2024,09/30/2023,1,9302023241
1154,241,2023,06/30/2023,4,6302023241
1155,241,2023,03/31/2023,3,3312023241
1156,241,2023,12/31/2022,2,12312022241
1157,241,2023,09/30/2022,1,9302022241
1158,242,2024,12/31/2023,2,12312023242
1159,242,2024,09/30/2023,1,9302023242
1160,242,2023,06/30/2023,4,6302023242
1161,242,2023,03/31/2023,3,3312023242
1162,242,2023,12/31/2022,2,12312022242
1163,242,2023,09/30/2022,1,9302022242
1164,243,2024,12/31/2023,2,12312023243
1165,243,2024,09/30/2023,1,9302023243
1166,243,2023,06/30/2023,4,6302023243
1167,243,2023,03/31/2023,3,3312023243
1168,243,2023,12/31/2022,2,12312022243
1169,243,2023,09/30/2022,1,9302022243
1170,244,2024,12/31/2023,2,12312023244
1171,244,2024,09/30/2023,1,9302023244
1172,244,2023,06/30/2023,4,6302023244
1173,244,2023,03/31/2023,3,3312023244
1174,244,2023,12/31/2022,2,12312022244
1175,244,2023,09/30/2022,1,9302022244
1176,245,2024,12/31/2023,2,12312023245
1177,245,2024,09/30/2023,1,9302023245
1178,245,2023,06/30/2023,4,6302023245
1179,245,2023,03/31/2023,3,3312023245
1180,245,2023,12/31/2022,2,12312022245
1181,245,2023,09/30/2022,1,9302022245
1182,247,2024,12/31/2023,2,12312023247
1183,247,2024,09/30/2023,1,9302023247
1184,247,2023,06/30/2023,4,6302023247
1185,247,2023,03/31/2023,3,3312023247
1186,247,2023,12/31/2022,2,12312022247
1187,247,2023,09/30/2022,1,9302022247
1188,248,2024,12/31/2023,2,12312023248
1189,248,2024,09/30/2023,1,9302023248
1190,248,2023,06/30/2023,4,6302023248
1191,248,2023,03/31/2023,3,3312023248
1192,248,2023,12/31/2022,2,12312022248
1193,248,2023,09/30/2022,1,9302022248
1194,249,2024,12/31/2023,2,12312023249
1195,249,2024,09/30/2023,1,9302023249
1196,249,2023,06/30/2023,4,6302023249
1197,249,2023,03/31/2023,3,3312023249
1198,249,2023,12/31/2022,2,12312022249
1199,249,2023,09/30/2022,1,9302022249
1200,250,2024,12/31/2023,2,12312023250
1201,250,2024,09/30/2023,1,9302023250
1202,250,2023,06/30/2023,4,6302023250
1203,250,2023,03/31/2023,3,3312023250
1204,250,2023,12/31/2022,2,12312022250
1205,250,2023,09/30/2022,1,9302022250
1206,252,2024,12/31/2023,2,12312023252
1207,252,2024,09/30/2023,1,9302023252
1208,252,2023,06/30/2023,4,6302023252
1209,252,2023,03/31/2023,3,3312023252
1210,252,2023,12/31/2022,2,12312022252
1211,252,2023,09/30/2022,1,9302022252
1212,253,2024,12/31/2023,2,12312023253
1213,253,2024,09/30/2023,1,9302023253
1214,253,2023,06/30/2023,4,6302023253
1215,253,2023,03/31/2023,3,3312023253
1216,253,2023,12/31/2022,2,12312022253
1217,253,2023,09/30/2022,1,9302022253
1218,254,2024,12/31/2023,2,12312023254
1219,254,2024,09/30/2023,1,9302023254
1220,254,2023,06/30/2023,4,6302023254
1221,254,2023,03/31/2023,3,3312023254
1222,254,2023,12/31/2022,2,12312022254
1223,254,2023,09/30/2022,1,9302022254
1224,255,2024,12/31/2023,2,12312023255
1225,255,2024,09/30/2023,1,9302023255
1226,255,2023,06/30/2023,4,6302023255
1227,255,2023,03/31/2023,3,3312023255
1228,255,2023,12/31/2022,2,12312022255
1229,255,2023,09/30/2022,1,9302022255
1230,256,2024,12/31/2023,2,12312023256
1231,256,2024,09/30/2023,1,9302023256
1232,256,2023,06/30/2023,4,6302023256
1233,256,2023,03/31/2023,3,3312023256
1234,256,2023,12/31/2022,2,12312022256
1235,256,2023,09/30/2022,1,9302022256
1236,257,2024,12/31/2023,2,12312023257
1237,257,2024,09/30/2023,1,9302023257
1238,257,2023,06/30/2023,4,6302023257
1239,257,2023,03/31/2023,3,3312023257
1240,257,2023,12/31/2022,2,12312022257
1241,257,2023,09/30/2022,1,9302022257
1242,259,2024,12/31/2023,2,12312023259
1243,259,2024,09/30/2023,1,9302023259
1244,259,2023,06/30/2023,4,6302023259
1245,259,2023,03/31/2023,3,3312023259
1246,259,2023,12/31/2022,2,12312022259
1247,259,2023,09/30/2022,1,9302022259
1248,262,2024,12/31/2023,2,12312023262
1249,262,2024,09/30/2023,1,9302023262
1250,262,2023,06/30/2023,4,6302023262
1251,262,2023,03/31/2023,3,3312023262
1252,262,2023,12/31/2022,2,12312022262
1253,262,2023,09/30/2022,1,9302022262
1254,263,2024,12/31/2023,2,12312023263
1255,263,2024,09/30/2023,1,9302023263
1256,263,2023,06/30/2023,4,6302023263
1257,263,2023,03/31/2023,3,3312023263
1258,263,2023,12/31/2022,2,12312022263
1259,263,2023,09/30/2022,1,9302022263
1260,264,2024,12/31/2023,2,12312023264
1261,264,2024,09/30/2023,1,9302023264
1262,264,2023,06/30/2023,4,6302023264
1263,264,2023,03/31/2023,3,3312023264
1264,264,2023,12/31/2022,2,12312022264
1265,264,2023,09/30/2022,1,9302022264
1266,265,2024,12/31/2023,2,12312023265
1267,265,2024,09/30/2023,1,9302023265
1268,265,2023,06/30/2023,4,6302023265
1269,265,2023,03/31/2023,3,3312023265
1270,265,2023,12/31/2022,2,12312022265
1271,265,2023,09/30/2022,1,9302022265
1272,266,2024,12/31/2023,2,12312023266
1273,266,2024,09/30/2023,1,9302023266
1274,266,2023,06/30/2023,4,6302023266
1275,266,2023,03/31/2023,3,3312023266
1276,266,2023,12/31/2022,2,12312022266
1277,266,2023,09/30/2022,1,9302022266
1278,267,2024,12/31/2023,2,12312023267
1279,267,2024,09/30/2023,1,9302023267
1280,267,2023,06/30/2023,4,6302023267
1281,267,2023,03/31/2023,3,3312023267
1282,267,2023,12/31/2022,2,12312022267
1283,267,2023,09/30/2022,1,9302022267
1284,268,2024,12/31/2023,2,12312023268
1285,268,2024,09/30/2023,1,9302023268
1286,268,2023,06/30/2023,4,6302023268
1287,268,2023,03/31/2023,3,3312023268
1288,268,2023,12/31/2022,2,12312022268
1289,268,2023,09/30/2022,1,9302022268
1290,269,2024,12/31/2023,2,12312023269
1291,269,2024,09/30/2023,1,9302023269
1292,269,2023,06/30/2023,4,6302023269
1293,269,2023,03/31/2023,3,3312023269
1294,269,2023,12/31/2022,2,12312022269
1295,269,2023,09/30/2022,1,9302022269
1296,271,2024,12/31/2023,2,12312023271
1297,271,2024,09/30/2023,1,9302023271
1298,271,2023,06/30/2023,4,6302023271
1299,271,2023,03/31/2023,3,3312023271
1300,271,2023,12/31/2022,2,12312022271
1301,271,2023,09/30/2022,1,9302022271
1302,272,2024,12/31/2023,2,12312023272
1303,272,2024,09/30/2023,1,9302023272
1304,272,2023,06/30/2023,4,6302023272
1305,272,2023,03/31/2023,3,3312023272
1306,272,2023,12/31/2022,2,12312022272
1307,272,2023,09/30/2022,1,9302022272
1308,273,2024,12/31/2023,2,12312023273
1309,273,2024,09/30/2023,1,9302023273
1310,273,2023,06/30/2023,4,6302023273
1311,273,2023,03/31/2023,3,3312023273
1312,273,2023,12/31/2022,2,12312022273
1313,273,2023,09/30/2022,1,9302022273
1314,274,2024,12/31/2023,2,12312023274
1315,274,2024,09/30/2023,1,9302023274
1316,274,2023,06/30/2023,4,6302023274
1317,274,2023,03/31/2023,3,3312023274
1318,274,2023,12/31/2022,2,12312022274
1319,274,2023,09/30/2022,1,9302022274
1320,276,2024,12/31/2023,2,12312023276
1321,276,2024,09/30/2023,1,9302023276
1322,276,2023,06/30/2023,4,6302023276
1323,276,2023,03/31/2023,3,3312023276
1324,276,2023,12/31/2022,2,12312022276
1325,276,2023,09/30/2022,1,9302022276
1326,278,2024,12/31/2023,2,12312023278
1327,278,2024,09/30/2023,1,9302023278
1328,278,2023,06/30/2023,4,6302023278
