uid,item_id
290789,20875
290789,145569
159717,25349
159717,55857
159717,20875
159717,145569
290791,25349
290791,55857
290791,20875
290791,145569
28646,25349
28646,55857
28646,20875
28646,145569
290798,25349
290798,55857
290798,20875
290798,145569
159727,25349
159727,55857
159727,20875
159727,145569
28656,25349
28656,55857
28656,20875
28656,145569
28661,25349
28661,55857
28661,20875
28661,145569
28663,25349
28663,55857
28663,20875
28663,145569
28664,25349
28664,55857
28664,20875
28664,145569
290810,25349
290810,55857
290810,20875
290810,145569
159738,25349
159738,55857
159738,20875
159738,145569
28671,25349
28671,55857
28671,20875
28671,145569
28676,25349
28676,55857
28676,20875
28676,145569
28680,25349
28680,55857
28680,20875
28680,145569
159754,25349
159754,55857
159754,20875
159754,145569
159760,25349
159760,55857
159760,20875
159760,145569
28693,25349
28693,55857
28693,20875
28693,145569
159767,25349
159767,55857
159767,20875
159767,145569
159768,25349
159768,55857
159768,20875
159768,145569
159773,25349
159773,55857
159773,20875
159773,145569
159774,25349
159774,55857
159774,20875
159774,145569
28709,25349
28709,55857
28709,20875
28709,145569
290853,25349
290853,55857
290853,20875
290853,145569
290858,25349
290858,55857
290858,20875
290858,145569
28723,25349
28723,55857
28723,20875
28723,145569
28726,25349
28726,55857
28726,20875
28726,145569
28727,25349
28727,55857
28727,20875
28727,145569
159800,25349
159800,55857
159800,20875
159800,145569
290874,25349
290874,55857
290874,20875
290874,145569
159805,25349
159805,55857
159805,20875
159805,145569
290877,25349
290877,55857
290877,20875
290877,145569
290880,25349
290880,55857
290880,20875
290880,145569
159809,25349
159809,55857
159809,20875
159809,145569
290881,25349
290881,55857
290881,20875
290881,145569
290883,25349
290883,55857
290883,20875
290883,145569
28740,25349
28740,55857
28740,20875
28740,145569
28742,25349
28742,55857
28742,20875
28742,145569
290886,25349
290886,55857
290886,20875
290886,145569
290887,25349
290887,55857
290887,20875
290887,145569
159817,25349
159817,55857
159817,20875
159817,145569
159816,25349
159816,55857
159816,20875
159816,145569
159819,25349
159819,55857
159819,20875
159819,145569
28751,25349
28751,55857
28751,20875
28751,145569
159824,25349
159824,55857
159824,20875
159824,145569
28754,25349
28754,55857
28754,20875
28754,145569
290901,25349
290901,55857
290901,20875
290901,145569
159829,25349
159829,55857
159829,20875
159829,145569
28759,25349
28759,55857
28759,20875
28759,145569
290907,25349
290907,55857
290907,20875
290907,145569
159836,25349
159836,55857
159836,20875
159836,145569
290914,25349
290914,55857
290914,20875
290914,145569
28773,25349
28773,55857
28773,20875
28773,145569
290918,25349
290918,55857
290918,20875
290918,145569
28775,25349
28775,55857
28775,20875
28775,145569
290921,25349
290921,55857
290921,20875
290921,145569
290922,25349
290922,55857
290922,20875
290922,145569
290928,25349
290928,55857
290928,20875
290928,145569
290929,25349
290929,55857
290929,20875
290929,145569
159857,25349
159857,55857
159857,20875
159857,145569
159859,25349
159859,55857
159859,20875
159859,145569
290932,25349
290932,55857
290932,20875
290932,145569
290934,25349
290934,55857
290934,20875
290934,145569
290941,25349
290941,55857
290941,20875
290941,145569
159869,25349
159869,55857
159869,20875
159869,145569
290943,25349
290943,55857
290943,20875
290943,145569
159871,25349
159871,55857
159871,20875
159871,145569
28803,25349
28803,55857
28803,20875
28803,145569
28806,25349
28806,55857
28806,20875
28806,145569
159882,25349
159882,55857
159882,20875
159882,145569
28810,25349
28810,55857
28810,20875
28810,145569
159885,25349
159885,55857
159885,20875
159885,145569
290964,25349
290964,55857
290964,20875
290964,145569
159899,25349
159899,55857
159899,20875
159899,145569
28828,25349
28828,55857
28828,20875
28828,145569
290973,25349
290973,55857
290973,20875
290973,145569
159905,25349
159905,55857
159905,20875
159905,145569
290979,25349
290979,55857
290979,20875
290979,145569
290981,25349
290981,55857
290981,20875
290981,145569
159910,25349
159910,55857
159910,20875
159910,145569
290984,25349
290984,55857
290984,20875
290984,145569
28848,25349
28848,55857
28848,20875
28848,145569
290993,25349
290993,55857
290993,20875
290993,145569
28850,25349
28850,55857
28850,20875
28850,145569
159923,25349
159923,55857
159923,20875
159923,145569
290994,25349
290994,55857
290994,20875
290994,145569
290997,25349
290997,55857
290997,20875
290997,145569
159927,25349
159927,55857
159927,20875
159927,145569
28858,25349
28858,55857
28858,20875
28858,145569
28860,25349
28860,55857
28860,20875
28860,145569
291006,25349
291006,55857
291006,20875
291006,145569
159935,25349
159935,55857
159935,20875
159935,145569
28863,25349
28863,55857
28863,20875
28863,145569
291009,25349
291009,55857
291009,20875
291009,145569
291010,25349
291010,55857
291010,20875
291010,145569
159938,25349
159938,55857
159938,20875
159938,145569
159939,25349
159939,55857
159939,20875
159939,145569
159941,25349
159941,55857
159941,20875
159941,145569
159943,25349
159943,55857
159943,20875
159943,145569
28872,25349
28872,55857
28872,20875
28872,145569
28878,25349
28878,55857
28878,20875
28878,145569
28882,25349
28882,55857
28882,20875
28882,145569
159954,25349
159954,55857
159954,20875
159954,145569
159959,25349
159959,55857
159959,20875
159959,145569
28890,25349
28890,55857
28890,20875
28890,145569
28896,25349
28896,55857
28896,20875
28896,145569
291041,25349
291041,55857
291041,20875
291041,145569
28898,25349
28898,55857
28898,20875
28898,145569
159971,25349
159971,55857
159971,20875
159971,145569
159972,25349
159972,55857
159972,20875
159972,145569
159974,25349
159974,55857
159974,20875
159974,145569
291051,25349
291051,55857
291051,20875
291051,145569
291052,25349
291052,55857
291052,20875
291052,145569
291059,25349
291059,55857
291059,20875
291059,145569
28915,25349
28915,55857
28915,20875
28915,145569
28917,25349
28917,55857
28917,20875
28917,145569
291064,25349
291064,55857
291064,20875
291064,145569
159993,25349
159993,55857
159993,20875
159993,145569
28924,25349
28924,55857
28924,20875
28924,145569
159999,25349
159999,55857
159999,20875
159999,145569
28927,25349
28927,55857
28927,20875
28927,145569
28935,25349
28935,55857
28935,20875
28935,145569
28938,25349
28938,55857
28938,20875
28938,145569
160012,25349
160012,55857
160012,20875
160012,145569
160016,25349
160016,55857
160016,20875
160016,145569
291089,25349
291089,55857
291089,20875
291089,145569
160017,25349
160017,55857
160017,20875
160017,145569
28947,25349
28947,55857
28947,20875
28947,145569
291100,25349
291100,55857
291100,20875
291100,145569
291103,25349
291103,55857
291103,20875
291103,145569
28961,25349
28961,55857
28961,20875
28961,145569
28964,25349
28964,55857
28964,20875
28964,145569
291109,25349
291109,55857
291109,20875
291109,145569
28969,25349
28969,55857
28969,20875
28969,145569
28970,25349
28970,55857
28970,20875
28970,145569
291120,25349
291120,55857
291120,20875
291120,145569
28980,25349
28980,55857
28980,20875
28980,145569
291127,25349
291127,55857
291127,20875
291127,145569
160059,25349
160059,55857
160059,20875
160059,145569
28988,25349
28988,55857
28988,20875
28988,145569
291133,25349
291133,55857
291133,20875
291133,145569
28994,25349
28994,55857
28994,20875
28994,145569
291139,25349
291139,55857
291139,20875
291139,145569
291138,25349
291138,55857
291138,20875
291138,145569
28998,25349
28998,55857
28998,20875
28998,145569
291144,25349
291144,55857
291144,20875
291144,145569
291146,25349
291146,55857
291146,20875
291146,145569
160083,25349
160083,55857
160083,20875
160083,145569
29012,25349
29012,55857
29012,20875
29012,145569
291157,25349
291157,55857
291157,20875
291157,145569
160085,25349
160085,55857
160085,20875
160085,145569
29021,25349
29021,55857
29021,20875
29021,145569
291166,25349
291166,55857
291166,20875
291166,145569
29022,25349
29022,55857
29022,20875
29022,145569
160096,25349
160096,55857
160096,20875
160096,145569
291169,25349
291169,55857
291169,20875
291169,145569
291170,25349
291170,55857
291170,20875
291170,145569
29027,25349
29027,55857
29027,20875
29027,145569
291176,25349
291176,55857
291176,20875
291176,145569
291177,25349
291177,55857
291177,20875
291177,145569
291178,25349
291178,55857
291178,20875
291178,145569
29037,25349
29037,55857
29037,20875
29037,145569
291182,25349
291182,55857
291182,20875
291182,145569
160110,25349
160110,55857
160110,20875
160110,145569
160111,25349
160111,55857
160111,20875
160111,145569
160113,25349
160113,55857
160113,20875
160113,145569
29042,25349
29042,55857
29042,20875
29042,145569
291184,25349
291184,55857
291184,20875
291184,145569
291185,25349
291185,55857
291185,20875
291185,145569
291191,25349
291191,55857
291191,20875
291191,145569
291193,25349
291193,55857
291193,20875
291193,145569
291197,25349
291197,55857
291197,20875
291197,145569
29055,25349
29055,55857
29055,20875
29055,145569
160128,25349
160128,55857
160128,20875
160128,145569
29057,25349
29057,55857
29057,20875
29057,145569
160130,25349
160130,55857
160130,20875
160130,145569
291203,25349
291203,55857
291203,20875
291203,145569
29065,25349
29065,55857
29065,20875
29065,145569
160138,25349
160138,55857
160138,20875
160138,145569
291214,25349
291214,55857
291214,20875
291214,145569
29072,25349
29072,55857
29072,20875
29072,145569
160149,25349
160149,55857
160149,20875
160149,145569
291222,25349
291222,55857
291222,20875
291222,145569
291227,25349
291227,55857
291227,20875
291227,145569
160164,25349
160164,55857
160164,20875
160164,145569
29100,25349
29100,55857
29100,20875
29100,145569
291246,25349
291246,55857
291246,20875
291246,145569
29103,25349
29103,55857
29103,20875
29103,145569
29105,25349
29105,55857
29105,20875
29105,145569
160178,25349
160178,55857
160178,20875
160178,145569
291252,25349
291252,55857
291252,20875
291252,145569
160180,25349
160180,55857
160180,20875
160180,145569
291255,25349
291255,55857
291255,20875
291255,145569
29114,25349
29114,55857
29114,20875
29114,145569
291259,25349
291259,55857
291259,20875
291259,145569
29125,25349
29125,55857
29125,20875
29125,145569
29127,25349
29127,55857
29127,20875
29127,145569
29128,25349
29128,55857
29128,20875
29128,145569
291274,25349
291274,55857
291274,20875
291274,145569
291275,25349
291275,55857
291275,20875
291275,145569
29134,25349
29134,55857
29134,20875
29134,145569
29140,25349
29140,55857
29140,20875
29140,145569
29141,25349
29141,55857
29141,20875
29141,145569
160218,25349
160218,55857
160218,20875
160218,145569
29157,25349
29157,55857
29157,20875
29157,145569
29158,25349
29158,55857
29158,20875
29158,145569
291304,25349
291304,55857
291304,20875
291304,145569
29161,25349
29161,55857
29161,20875
29161,145569
291307,25349
291307,55857
291307,20875
291307,145569
29164,25349
29164,55857
29164,20875
29164,145569
29167,25349
29167,55857
29167,20875
29167,145569
291314,25349
291314,55857
291314,20875
291314,145569
29171,25349
29171,55857
29171,20875
29171,145569
291318,25349
291318,55857
291318,20875
291318,145569
291319,25349
291319,55857
291319,20875
291319,145569
160248,25349
160248,55857
160248,20875
160248,145569
160252,25349
160252,55857
160252,20875
160252,145569
160253,25349
160253,55857
160253,20875
160253,145569
291328,25349
291328,55857
291328,20875
291328,145569
160257,25349
160257,55857
160257,20875
160257,145569
160263,25349
160263,55857
160263,20875
160263,145569
291336,25349
291336,55857
291336,20875
291336,145569
291337,25349
291337,55857
291337,20875
291337,145569
291339,25349
291339,55857
291339,20875
291339,145569
29198,25349
29198,55857
29198,20875
29198,145569
160272,25349
160272,55857
160272,20875
160272,145569
291345,25349
291345,55857
291345,20875
291345,145569
291344,25349
291344,55857
291344,20875
291344,145569
29200,25349
29200,55857
29200,20875
29200,145569
29207,25349
29207,55857
29207,20875
29207,145569
291352,25349
291352,55857
291352,20875
291352,145569
160291,25349
160291,55857
160291,20875
160291,145569
291365,25349
291365,55857
291365,20875
291365,145569
29221,25349
29221,55857
29221,20875
29221,145569
160294,25349
160294,55857
160294,20875
160294,145569
291370,25349
291370,55857
291370,20875
291370,145569
160301,25349
160301,55857
160301,20875
160301,145569
160305,25349
160305,55857
160305,20875
160305,145569
29234,25349
29234,55857
29234,20875
29234,145569
29237,25349
29237,55857
29237,20875
29237,145569
291383,25349
291383,55857
291383,20875
291383,145569
160312,25349
160312,55857
160312,20875
160312,145569
29243,25349
29243,55857
29243,20875
29243,145569
291393,25349
291393,55857
291393,20875
291393,145569
29250,25349
29250,55857
29250,20875
29250,145569
29253,25349
29253,55857
29253,20875
29253,145569
29255,25349
29255,55857
29255,20875
29255,145569
29258,25349
29258,55857
29258,20875
29258,145569
291405,25349
291405,55857
291405,20875
291405,145569
291406,25349
291406,55857
291406,20875
291406,145569
160339,25349
160339,55857
160339,20875
160339,145569
291413,25349
291413,55857
291413,20875
291413,145569
160343,25349
160343,55857
160343,20875
160343,145569
29272,25349
29272,55857
29272,20875
29272,145569
29275,25349
29275,55857
29275,20875
29275,145569
160350,25349
160350,55857
160350,20875
160350,145569
29280,25349
29280,55857
29280,20875
29280,145569
29284,25349
29284,55857
29284,20875
29284,145569
291432,25349
291432,55857
291432,20875
291432,145569
29289,25349
29289,55857
29289,20875
29289,145569
291438,25349
291438,55857
291438,20875
291438,145569
291439,25349
291439,55857
291439,20875
291439,145569
291440,25349
291440,55857
291440,20875
291440,145569
160372,25349
160372,55857
160372,20875
160372,145569
29304,25349
29304,55857
29304,20875
29304,145569
29305,25349
29305,55857
29305,20875
29305,145569
291450,25349
291450,55857
291450,20875
291450,145569
160380,25349
160380,55857
160380,20875
160380,145569
291452,25349
291452,55857
291452,20875
291452,145569
291453,25349
291453,55857
291453,20875
291453,145569
160383,25349
160383,55857
160383,20875
160383,145569
29311,25349
29311,55857
29311,20875
29311,145569
29314,25349
29314,55857
29314,20875
29314,145569
160392,25349
160392,55857
160392,20875
160392,145569
291474,25349
291474,55857
291474,20875
291474,145569
160409,25349
160409,55857
160409,20875
160409,145569
29340,25349
29340,55857
29340,20875
29340,145569
29341,25349
29341,55857
29341,20875
29341,145569
291484,25349
291484,55857
291484,20875
291484,145569
29343,25349
29343,55857
29343,20875
29343,145569
29344,25349
29344,55857
29344,20875
29344,145569
160417,25349
160417,55857
160417,20875
160417,145569
291491,25349
291491,55857
291491,20875
291491,145569
291496,25349
291496,55857
291496,20875
291496,145569
291498,25349
291498,55857
291498,20875
291498,145569
29368,25349
29368,55857
29368,20875
29368,145569
291515,25349
291515,55857
291515,20875
291515,145569
291517,25349
291517,55857
291517,20875
291517,145569
160449,25349
160449,55857
160449,20875
160449,145569
29378,25349
29378,55857
29378,20875
29378,145569
29379,25349
29379,55857
29379,20875
29379,145569
291524,25349
291524,55857
291524,20875
291524,145569
291522,25349
291522,55857
291522,20875
291522,145569
29383,25349
29383,55857
29383,20875
29383,145569
160456,25349
160456,55857
160456,20875
160456,145569
29385,25349
29385,55857
29385,20875
29385,145569
291529,25349
291529,55857
291529,20875
291529,145569
29387,25349
29387,55857
29387,20875
29387,145569
29388,25349
29388,55857
29388,20875
29388,145569
160459,25349
160459,55857
160459,20875
160459,145569
160468,25349
160468,55857
160468,20875
160468,145569
291541,25349
291541,55857
291541,20875
291541,145569
160471,25349
160471,55857
160471,20875
160471,145569
160472,25349
160472,55857
160472,20875
160472,145569
29400,25349
29400,55857
29400,20875
29400,145569
291545,25349
291545,55857
291545,20875
291545,145569
29403,25349
29403,55857
29403,20875
29403,145569
291547,25349
291547,55857
291547,20875
291547,145569
291553,25349
291553,55857
291553,20875
291553,145569
160482,25349
160482,55857
160482,20875
160482,145569
29411,25349
29411,55857
29411,20875
29411,145569
160483,25349
160483,55857
160483,20875
160483,145569
29414,25349
29414,55857
29414,20875
29414,145569
291564,25349
291564,55857
291564,20875
291564,145569
29422,25349
29422,55857
29422,20875
29422,145569
29423,25349
29423,55857
29423,20875
29423,145569
291569,25349
291569,55857
291569,20875
291569,145569
160497,25349
160497,55857
160497,20875
160497,145569
291574,25349
291574,55857
291574,20875
291574,145569
29431,25349
29431,55857
29431,20875
29431,145569
160509,25349
160509,55857
160509,20875
160509,145569
29438,25349
29438,55857
29438,20875
29438,145569
29440,25349
29440,55857
29440,20875
29440,145569
29444,25349
29444,55857
29444,20875
29444,145569
29445,25349
29445,55857
29445,20875
29445,145569
29446,25349
29446,55857
29446,20875
29446,145569
291591,25349
291591,55857
291591,20875
291591,145569
160519,25349
160519,55857
160519,20875
160519,145569
29447,25349
29447,55857
29447,20875
29447,145569
291592,25349
291592,55857
291592,20875
291592,145569
29453,25349
29453,55857
29453,20875
29453,145569
160526,25349
160526,55857
160526,20875
160526,145569
160527,25349
160527,55857
160527,20875
160527,145569
291603,25349
291603,55857
291603,20875
291603,145569
291610,25349
291610,55857
291610,20875
291610,145569
29469,25349
29469,55857
29469,20875
29469,145569
160541,25349
160541,55857
160541,20875
160541,145569
29471,25349
29471,55857
29471,20875
29471,145569
291616,25349
291616,55857
291616,20875
291616,145569
160545,25349
160545,55857
160545,20875
160545,145569
160546,25349
160546,55857
160546,20875
160546,145569
291620,25349
291620,55857
291620,20875
291620,145569
160550,25349
160550,55857
160550,20875
160550,145569
291623,25349
291623,55857
291623,20875
291623,145569
29481,25349
29481,55857
29481,20875
29481,145569
160553,25349
160553,55857
160553,20875
160553,145569
29484,25349
29484,55857
29484,20875
29484,145569
29487,25349
29487,55857
29487,20875
29487,145569
160560,25349
160560,55857
160560,20875
160560,145569
160561,25349
160561,55857
160561,20875
160561,145569
29491,25349
29491,55857
29491,20875
29491,145569
291640,25349
291640,55857
291640,20875
291640,145569
29499,25349
29499,55857
29499,20875
29499,145569
160573,25349
160573,55857
160573,20875
160573,145569
160578,25349
160578,55857
160578,20875
160578,145569
29508,25349
29508,55857
29508,20875
29508,145569
160583,25349
160583,55857
160583,20875
160583,145569
291655,25349
291655,55857
291655,20875
291655,145569
29515,25349
29515,55857
29515,20875
29515,145569
29517,25349
29517,55857
29517,20875
29517,145569
291664,25349
291664,55857
291664,20875
291664,145569
291666,25349
291666,55857
291666,20875
291666,145569
160597,25349
160597,55857
160597,20875
160597,145569
291670,25349
291670,55857
291670,20875
291670,145569
29526,25349
29526,55857
29526,20875
29526,145569
29528,25349
29528,55857
29528,20875
29528,145569
291672,25349
291672,55857
291672,20875
291672,145569
160601,25349
160601,55857
160601,20875
160601,145569
160600,25349
160600,55857
160600,20875
160600,145569
291676,25349
291676,55857
291676,20875
291676,145569
160599,25349
160599,55857
160599,20875
160599,145569
29532,25349
29532,55857
29532,20875
29532,145569
160608,25349
160608,55857
160608,20875
160608,145569
160609,25349
160609,55857
160609,20875
160609,145569
291687,25349
291687,55857
291687,20875
291687,145569
160616,25349
160616,55857
160616,20875
160616,145569
29546,25349
29546,55857
29546,20875
29546,145569
29551,25349
29551,55857
29551,20875
29551,145569
160625,25349
160625,55857
160625,20875
160625,145569
291699,25349
291699,55857
291699,20875
291699,145569
29557,25349
29557,55857
29557,20875
29557,145569
160629,25349
160629,55857
160629,20875
160629,145569
29563,25349
29563,55857
29563,20875
29563,145569
160635,25349
160635,55857
160635,20875
160635,145569
291714,25349
291714,55857
291714,20875
291714,145569
291715,25349
291715,55857
291715,20875
291715,145569
29573,25349
29573,55857
29573,20875
29573,145569
160646,25349
160646,55857
160646,20875
160646,145569
29575,25349
29575,55857
29575,20875
29575,145569
160648,25349
160648,55857
160648,20875
160648,145569
291722,25349
291722,55857
291722,20875
291722,145569
291723,25349
291723,55857
291723,20875
291723,145569
160651,25349
160651,55857
160651,20875
160651,145569
29582,25349
29582,55857
29582,20875
29582,145569
29583,25349
29583,55857
29583,20875
29583,145569
29584,25349
29584,55857
29584,20875
29584,145569
29586,25349
29586,55857
29586,20875
29586,145569
29590,25349
29590,55857
29590,20875
29590,145569
29596,25349
29596,55857
29596,20875
29596,145569
291743,25349
291743,55857
291743,20875
291743,145569
291745,25349
291745,55857
291745,20875
291745,145569
291746,25349
291746,55857
291746,20875
291746,145569
29602,25349
29602,55857
29602,20875
29602,145569
29603,25349
29603,55857
29603,20875
29603,145569
160678,25349
160678,55857
160678,20875
160678,145569
29610,25349
29610,55857
29610,20875
29610,145569
29612,25349
29612,55857
29612,20875
29612,145569
160685,25349
160685,55857
160685,20875
160685,145569
29615,25349
29615,55857
29615,20875
29615,145569
29617,25349
29617,55857
29617,20875
29617,145569
29618,25349
29618,55857
29618,20875
29618,145569
291763,25349
291763,55857
291763,20875
291763,145569
29620,25349
29620,55857
29620,20875
29620,145569
160692,25349
160692,55857
160692,20875
160692,145569
160695,25349
160695,55857
160695,20875
160695,145569
291768,25349
291768,55857
291768,20875
291768,145569
160702,25349
160702,55857
160702,20875
160702,145569
29631,25349
29631,55857
29631,20875
29631,145569
291776,25349
291776,55857
291776,20875
291776,145569
29632,25349
29632,55857
29632,20875
29632,145569
160706,25349
160706,55857
160706,20875
160706,145569
29633,25349
29633,55857
29633,20875
29633,145569
29638,25349
29638,55857
29638,20875
29638,145569
291782,25349
291782,55857
291782,20875
291782,145569
29640,25349
29640,55857
29640,20875
29640,145569
291786,25349
291786,55857
291786,20875
291786,145569
29644,25349
29644,55857
29644,20875
29644,145569
29646,25349
29646,55857
29646,20875
29646,145569
291794,25349
291794,55857
291794,20875
291794,145569
29650,25349
29650,55857
29650,20875
29650,145569
29655,25349
29655,55857
29655,20875
29655,145569
160729,25349
160729,55857
160729,20875
160729,145569
160733,25349
160733,55857
160733,20875
160733,145569
29663,25349
29663,55857
29663,20875
29663,145569
291810,25349
291810,55857
291810,20875
291810,145569
29671,25349
29671,55857
29671,20875
29671,145569
29672,25349
29672,55857
29672,20875
29672,145569
291821,25349
291821,55857
291821,20875
291821,145569
160750,25349
160750,55857
160750,20875
160750,145569
29682,25349
29682,55857
29682,20875
29682,145569
29685,25349
29685,55857
29685,20875
29685,145569
160759,25349
160759,55857
160759,20875
160759,145569
29692,25349
29692,55857
29692,20875
29692,145569
160775,25349
160775,55857
160775,20875
160775,145569
291848,25349
291848,55857
291848,20875
291848,145569
160776,25349
160776,55857
160776,20875
160776,145569
291853,25349
291853,55857
291853,20875
291853,145569
29710,25349
29710,55857
29710,20875
29710,145569
160782,25349
160782,55857
160782,20875
160782,145569
29711,25349
29711,55857
29711,20875
29711,145569
29712,25349
29712,55857
29712,20875
29712,145569
160789,25349
160789,55857
160789,20875
160789,145569
29725,25349
29725,55857
29725,20875
29725,145569
29726,25349
29726,55857
29726,20875
29726,145569
291871,25349
291871,55857
291871,20875
291871,145569
29727,25349
29727,55857
29727,20875
29727,145569
291873,25349
291873,55857
291873,20875
291873,145569
160802,25349
160802,55857
160802,20875
160802,145569
29731,25349
29731,55857
29731,20875
29731,145569
291870,25349
291870,55857
291870,20875
291870,145569
29734,25349
29734,55857
29734,20875
29734,145569
29735,25349
29735,55857
29735,20875
29735,145569
29736,25349
29736,55857
29736,20875
29736,145569
29738,25349
29738,55857
29738,20875
29738,145569
291883,25349
291883,55857
291883,20875
291883,145569
160814,25349
160814,55857
160814,20875
160814,145569
291887,25349
291887,55857
291887,20875
291887,145569
160817,25349
160817,55857
160817,20875
160817,145569
29750,25349
29750,55857
29750,20875
29750,145569
160824,25349
160824,55857
160824,20875
160824,145569
160830,25349
160830,55857
160830,20875
160830,145569
29759,25349
29759,55857
29759,20875
29759,145569
160832,25349
160832,55857
160832,20875
160832,145569
29763,25349
29763,55857
29763,20875
29763,145569
160836,25349
160836,55857
160836,20875
160836,145569
29765,25349
29765,55857
29765,20875
29765,145569
291910,25349
291910,55857
291910,20875
291910,145569
29770,25349
29770,55857
29770,20875
29770,145569
291914,25349
291914,55857
291914,20875
291914,145569
291916,25349
291916,55857
291916,20875
291916,145569
160845,25349
160845,55857
160845,20875
160845,145569
29773,25349
29773,55857
29773,20875
29773,145569
29778,25349
29778,55857
29778,20875
29778,145569
29783,25349
29783,55857
29783,20875
29783,145569
29785,25349
29785,55857
29785,20875
29785,145569
29788,25349
29788,55857
29788,20875
29788,145569
291932,25349
291932,55857
291932,20875
291932,145569
29793,25349
29793,55857
29793,20875
29793,145569
29796,25349
29796,55857
29796,20875
29796,145569
291941,25349
291941,55857
291941,20875
291941,145569
29800,25349
29800,55857
29800,20875
29800,145569
291944,25349
291944,55857
291944,20875
291944,145569
291949,25349
291949,55857
291949,20875
291949,145569
29807,25349
29807,55857
29807,20875
29807,145569
291956,25349
291956,55857
291956,20875
291956,145569
29813,25349
29813,55857
29813,20875
29813,145569
29821,25349
29821,55857
29821,20875
29821,145569
29822,25349
29822,55857
29822,20875
29822,145569
291969,25349
291969,55857
291969,20875
291969,145569
29830,25349
29830,55857
29830,20875
29830,145569
29834,25349
29834,55857
29834,20875
29834,145569
29835,25349
29835,55857
29835,20875
29835,145569
291980,25349
291980,55857
291980,20875
291980,145569
160909,25349
160909,55857
160909,20875
160909,145569
291984,25349
291984,55857
291984,20875
291984,145569
29842,25349
29842,55857
29842,20875
29842,145569
160915,25349
160915,55857
160915,20875
160915,145569
291988,25349
291988,55857
291988,20875
291988,145569
29845,25349
29845,55857
29845,20875
29845,145569
291992,25349
291992,55857
291992,20875
291992,145569
29849,25349
29849,55857
29849,20875
29849,145569
29853,25349
29853,55857
29853,20875
29853,145569
29856,25349
29856,55857
29856,20875
29856,145569
29857,25349
29857,55857
29857,20875
29857,145569
29864,25349
29864,55857
29864,20875
29864,145569
292008,25349
292008,55857
292008,20875
292008,145569
160938,25349
160938,55857
160938,20875
160938,145569
29867,25349
29867,55857
29867,20875
29867,145569
160941,25349
160941,55857
160941,20875
160941,145569
29872,25349
29872,55857
29872,20875
29872,145569
29873,25349
29873,55857
29873,20875
29873,145569
292026,25349
292026,55857
292026,20875
292026,145569
292028,25349
292028,55857
292028,20875
292028,145569
160958,25349
160958,55857
160958,20875
160958,145569
160960,25349
160960,55857
160960,20875
160960,145569
292037,25349
292037,55857
292037,20875
292037,145569
29895,25349
29895,55857
29895,20875
29895,145569
29896,25349
29896,55857
29896,20875
29896,145569
292043,25349
292043,55857
292043,20875
292043,145569
29901,25349
29901,55857
29901,20875
29901,145569
292045,25349
292045,55857
292045,20875
292045,145569
160976,25349
160976,55857
160976,20875
160976,145569
292049,25349
292049,55857
292049,20875
292049,145569
292052,25349
292052,55857
292052,20875
292052,145569
292061,25349
292061,55857
292061,20875
292061,145569
160992,25349
160992,55857
160992,20875
160992,145569
160997,25349
160997,55857
160997,20875
160997,145569
29931,25349
29931,55857
29931,20875
29931,145569
292076,25349
292076,55857
292076,20875
292076,145569
161005,25349
161005,55857
161005,20875
161005,145569
292079,25349
292079,55857
292079,20875
292079,145569
29939,25349
29939,55857
29939,20875
29939,145569
161011,25349
161011,55857
161011,20875
161011,145569
29945,25349
29945,55857
29945,20875
29945,145569
29946,25349
29946,55857
29946,20875
29946,145569
292089,25349
292089,55857
292089,20875
292089,145569
161020,25349
161020,55857
161020,20875
161020,145569
29952,25349
29952,55857
29952,20875
29952,145569
29957,25349
29957,55857
29957,20875
29957,145569
161030,25349
161030,55857
161030,20875
161030,145569
292104,25349
292104,55857
292104,20875
292104,145569
292109,25349
292109,55857
292109,20875
292109,145569
29965,25349
29965,55857
29965,20875
29965,145569
29968,25349
29968,55857
29968,20875
29968,145569
161045,25349
161045,55857
161045,20875
161045,145569
29974,25349
29974,55857
29974,20875
29974,145569
292120,25349
292120,55857
292120,20875
292120,145569
29980,25349
29980,55857
29980,20875
29980,145569
292128,25349
292128,55857
292128,20875
292128,145569
292133,25349
292133,55857
292133,20875
292133,145569
29989,25349
29989,55857
29989,20875
29989,145569
161061,25349
161061,55857
161061,20875
161061,145569
29996,25349
29996,55857
29996,20875
29996,145569
161069,25349
161069,55857
161069,20875
161069,145569
29998,25349
29998,55857
29998,20875
29998,145569
161074,25349
161074,55857
161074,20875
161074,145569
292152,25349
292152,55857
292152,20875
292152,145569
161083,25349
161083,55857
161083,20875
161083,145569
30012,25349
30012,55857
30012,20875
30012,145569
161089,25349
161089,55857
161089,20875
161089,145569
292162,25349
292162,55857
292162,20875
292162,145569
30025,25349
30025,55857
30025,20875
30025,145569
161097,25349
161097,55857
161097,20875
161097,145569
30027,25349
30027,55857
30027,20875
30027,145569
292174,25349
292174,55857
292174,20875
292174,145569
30031,25349
30031,55857
30031,20875
30031,145569
161107,25349
161107,55857
161107,20875
161107,145569
30035,25349
30035,55857
30035,20875
30035,145569
292180,25349
292180,55857
292180,20875
292180,145569
161110,25349
161110,55857
161110,20875
161110,145569
161113,25349
161113,55857
161113,20875
161113,145569
161115,25349
161115,55857
161115,20875
161115,145569
292187,25349
292187,55857
292187,20875
292187,145569
161116,25349
161116,55857
