polar_area,amino_acid_count,isoelectric_point,avg_hydrophobicity,binding_volume,hydrophobic_charge_interaction,protein_mass
103.522682,363,5.928018,0.568944,14.277568,36.861361,347.76471
79.97362,839,6.517574,0.688453,18.188917,25.233384,463.986505
78.079876,418,7.760607,0.73082,17.78995,2.684525,307.977833
96.394212,411,5.797015,0.826664,13.211251,22.842493,333.524142
50.538945,650,8.363238,0.724573,19.702063,38.987695,480.928578
103.71751,507,6.183205,0.692691,13.701105,15.320148,445.009469
40.576662,715,4.158907,0.522447,12.66813,18.519352,537.377407
126.30417,329,4.821408,0.641324,17.133808,27.906975,343.791997
152.720802,1424,7.082001,0.682117,14.460372,25.435024,517.850738
130.935149,650,7.825073,0.667192,13.066909,30.215725,473.191518
78.391978,1415,6.192825,0.643355,15.844934,26.120395,565.464748
97.651376,201,8.089005,0.57554,12.526346,40.806508,315.534322
54.858961,1181,6.855516,0.576932,16.658881,22.948916,459.5101
90.076341,428,8.246799,0.548361,19.07578,29.586303,375.599378
71.031054,1049,8.180876,0.689879,15.810502,20.240469,608.057684
61.188591,1049,7.354196,0.660993,13.061166,34.064648,472.162209
76.057627,633,5.640376,0.646748,16.003435,29.499077,322.54246
90.314201,321,7.447043,0.661253,15.284438,18.444421,362.631309
34.915688,245,5.450342,0.772334,8.476115,24.284719,237.851032
97.870868,1326,5.929686,0.476311,11.135114,7.774237,447.629235
107.197751,394,7.065282,0.619575,12.823237,7.924502,345.821495
63.068227,275,7.542132,0.606394,19.871691,22.538421,362.630316
102.131931,964,8.052474,0.650467,12.629628,39.87574,515.787023
122.246158,1244,8.572373,0.740281,14.060676,29.900608,633.784031
85.357637,1053,7.160166,0.734888,12.847351,32.419174,473.094876
102.740597,567,6.278268,0.613767,19.047151,13.174149,396.448746
80.203156,568,5.15997,0.559917,9.915468,23.654415,349.172178
125.528874,320,6.960515,0.621302,16.1581,38.188413,234.222812
75.620391,551,8.525242,0.553789,10.849655,18.891649,417.753112
82.493509,790,8.079331,0.616996,13.082067,-0.289412,394.251352
105.872408,1293,6.287325,0.482436,13.417181,23.554278,614.636951
52.972197,1443,7.629258,0.520193,16.162072,40.929452,581.666445
90.935699,763,7.787499,0.814493,16.342046,9.841978,352.869576
80.471688,461,5.342267,0.67286,11.356991,17.329004,581.252769
80.970703,933,5.971555,0.624555,15.832739,24.608752,447.997914
90.080019,269,6.762714,0.659167,13.490184,34.621719,381.298513
59.363223,1157,7.913808,0.745131,16.933167,14.891474,553.896843
112.411734,992,4.231803,0.60742,12.671194,1.326274,635.122129
52.463401,1281,5.436657,0.55873,15.492035,11.922323,508.07442
99.590446,395,8.001198,0.554327,23.147299,17.617976,526.238298
92.508716,1413,5.297587,0.656957,15.100844,17.107284,485.692175
53.064209,813,5.828338,0.631798,17.220545,20.988898,402.33295
98.972569,548,6.895207,0.691595,15.326214,52.219382,329.673199
75.05618,301,5.063775,0.659865,16.737124,30.192466,119.324884
89.915694,257,8.022339,0.672995,15.978885,25.894566,272.503593
101.800929,565,6.765967,0.707615,18.856918,38.742397,512.222977
75.089917,510,6.581099,0.770258,15.384018,12.944199,579.902812
63.271629,464,4.301942,0.661777,11.467839,46.554905,248.660841
96.0909,942,5.796576,0.579477,14.729785,34.422627,531.826052
-7.87843,976,7.037463,0.674641,14.889165,9.241676,460.442956
57.729862,1010,7.102936,0.792334,15.370729,9.188088,302.517946
58.539579,1416,5.949445,0.611162,13.639939,46.568603,592.980438
65.79657,1130,6.088756,0.7289,12.72326,22.315827,588.571133
102.205828,792,4.934665,0.745435,10.572836,16.166466,477.474518
37.15376,358,6.768266,0.701154,16.632447,33.83494,357.243297
67.957081,926,4.294132,0.718682,12.097999,12.642238,577.956748
104.365498,353,6.595603,0.810564,13.769179,14.42819,269.316299
120.83655,641,8.057331,0.716798,19.997833,18.797737,508.097334
41.443854,1222,5.72557,0.800003,13.900348,37.041807,564.07615
98.241201,744,7.116143,0.46776,9.688485,29.388283,368.761421
86.991754,788,4.851157,0.717462,13.611705,37.741995,321.384708
84.872634,211,6.238309,0.524839,16.012157,4.045551,240.853425
101.233112,701,6.967792,0.529292,16.261485,14.476227,499.639351
106.935627,1316,6.087738,0.558614,15.040316,27.748595,441.06395
77.666808,1308,5.997349,0.769906,12.768598,26.655805,664.626937
60.134803,598,5.702234,0.70966,16.863628,11.742213,387.94544
77.303204,816,7.715075,0.691429,15.433513,19.305413,500.396988
67.813404,371,5.479022,0.611697,16.171637,18.6917,489.283077
73.061073,1393,5.856335,0.790972,13.329249,15.329591,402.983598
51.459467,519,8.905162,0.562994,18.771594,6.49391,306.312578
126.312395,1088,8.864477,0.743592,18.608306,31.420045,334.30694
87.276628,1473,9.442763,0.447213,14.031324,34.495441,669.758746
42.718484,1069,7.44866,0.5891,18.082556,22.724611,520.297679
110.608309,864,3.376766,0.673452,16.403358,25.447083,491.173054
110.518983,328,7.052396,0.824019,15.608018,31.24792,374.505149
72.40753,1194,6.92624,0.660832,14.010726,12.147443,513.665984
92.96472,812,7.44636,0.581539,14.470197,21.355133,559.876091
149.727322,290,8.130078,0.625373,14.759171,20.709044,341.830571
82.994881,434,5.246361,0.737349,12.971957,12.727846,485.557868
54.65758,1358,4.226756,0.618761,16.779968,26.286051,686.812521
81.396029,1241,5.362591,0.735245,12.660584,36.761285,543.170051
60.021462,866,6.154909,0.762067,10.727056,9.164527,458.933329
78.638026,574,7.163638,0.616498,17.61211,24.79969,492.608714
76.035418,1266,3.989879,0.626416,13.235717,25.650252,477.445475
4.280235,1404,7.302865,0.824557,17.034123,34.982973,591.271325
70.541032,930,4.541557,0.595632,12.645547,38.90995,474.436743
86.030245,625,7.388038,0.673804,11.55603,16.212733,376.437635
95.283347,414,6.171491,0.613753,17.056856,21.958979,336.94213
73.159213,1227,7.082204,0.677508,11.810694,39.500957,337.117356
82.652259,1488,6.269423,0.539278,15.2407,11.811384,641.699292
84.011314,824,7.019232,0.640449,12.03733,33.912808,395.834501
55.813105,865,6.861396,0.635899,8.56967,13.574207,527.23485
74.398856,240,7.079818,0.596814,12.875569,18.367327,259.381883
66.573546,881,5.850506,0.774021,19.191909,18.289709,517.031429
59.9472,382,6.599072,0.604302,15.578252,21.521616,266.107911
55.496548,1354,6.569742,0.635431,17.028506,32.631584,722.130266
71.680913,806,4.087172,0.545986,12.0715,40.355073,341.962225
57.605657,728,7.020447,0.670095,18.341827,24.696083,122.61045
6.044433,587,4.686525,0.677377,15.502513,-2.258762,424.753911
43.751422,1038,6.632408,0.557604,11.644821,27.934183,548.369149
67.348685,629,5.605236,0.705949,14.460298,21.531617,357.61161
63.905968,697,5.559957,0.625055,9.693986,31.500319,202.398524
85.99778,1398,7.870145,0.620811,14.750971,20.039078,554.163504
103.207096,802,5.548793,0.607461,13.559266,50.788228,311.654622
69.142777,1076,5.901787,0.676897,18.457569,37.739356,350.241171
91.811738,218,6.478353,0.505452,13.678526,33.217924,243.630321
49.067059,497,4.836267,0.612717,16.500163,29.733236,341.354259
99.488508,689,4.883119,0.836867,14.652886,24.14863,453.47123
107.53045,548,6.830866,0.782291,16.422186,20.669992,410.15697
85.444296,1304,5.1714,0.513717,16.289479,36.917291,763.670964
77.500278,433,3.595214,0.694328,13.521802,38.599777,383.020737
65.712006,1073,8.075034,0.523594,9.744518,18.058426,670.702176
53.779223,1229,6.638327,0.867781,15.407828,16.644636,587.124765
99.634815,675,4.92958,0.689425,12.357916,15.280245,149.650275
126.675028,769,6.212242,0.379643,18.386549,-0.174095,622.955881
70.441819,561,6.871225,0.609163,10.294249,19.931159,584.295714
63.662766,955,5.520069,0.582738,13.192263,23.716809,586.088402
58.585326,593,6.459718,0.691542,7.68516,5.465083,439.691336
127.04381,482,4.45635,0.61529,17.721805,-11.934914,475.998666
72.207828,667,5.290251,0.504157,17.402754,10.305685,555.273878
81.203848,974,8.323715,0.495237,14.044134,31.886399,523.056664
74.739663,607,7.257714,0.580135,15.739229,14.112238,445.98463
106.444366,631,4.842139,0.545349,14.89591,29.715288,259.310261
70.168246,473,5.934699,0.713711,18.392124,18.946427,345.746538
101.56509,1138,5.322384,0.770928,20.027696,31.841397,629.939962
42.498278,882,5.66533,0.68136,14.0035,23.076046,516.380215
93.333639,1005,5.476721,0.477787,14.51254,18.18255,496.66367
57.354301,827,5.076416,0.78958,17.294991,8.815237,387.926429
60.470779,1473,5.549369,0.444062,14.656672,15.054319,656.3061
101.353294,1028,7.831188,0.666845,14.227105,26.223166,423.828247
116.539704,694,6.955129,0.560814,14.139011,35.317718,435.799986
57.200815,612,4.719103,0.698799,14.186457,27.141952,156.231666
76.243953,334,5.932426,0.750176,20.654685,25.988258,540.054388
75.722206,1366,5.982778,0.81931,20.837813,23.4757,463.037094
136.184123,1015,5.001271,0.544808,9.552643,20.953513,593.277711
84.688807,1119,6.227392,0.649355,10.332612,20.768625,390.064308
68.504488,800,6.131965,0.656683,15.270206,-1.4927,314.524842
64.468386,1469,5.86632,0.611851,15.164474,15.148581,609.05398
82.140775,802,7.169695,0.574131,20.971849,20.761865,475.960611
71.702058,845,8.250719,0.686294,15.634074,9.026911,519.042799
73.448356,733,6.186945,0.715782,18.242166,29.788781,540.929038
137.271381,399,4.696779,0.671397,17.564769,12.752828,439.918277
114.688792,797,8.782947,0.532168,15.602602,40.954594,536.240549
100.916452,758,6.900056,0.626256,14.771042,24.074998,499.253259
57.519743,954,6.960316,0.452549,16.583529,29.551446,379.814742
101.439601,1401,5.724723,0.451191,14.196577,6.262295,492.675817
107.315267,1355,7.252429,0.411425,16.639646,38.290751,612.609503
79.86389,773,7.494948,0.710474,18.692398,25.555242,517.32274
83.949648,1278,6.047548,0.649059,18.582518,22.011362,781.255551
128.796669,1403,6.004802,0.758367,16.577064,27.443804,634.676299
99.081132,1480,6.332766,0.824178,15.400104,23.30898,619.883981
26.232222,753,4.473451,0.627379,18.078768,30.678914,504.849672
6.365109,942,5.437009,0.454796,15.397626,27.733279,465.996207
78.002646,713,7.610639,0.713011,10.540174,15.199314,407.272526
71.868346,630,7.130363,0.478332,14.453702,31.801383,511.81208
105.050433,1024,6.433273,0.71642,10.998047,8.302336,548.234452
75.311025,947,6.538329,0.688224,14.06104,31.148075,445.879266
119.874613,470,5.71248,0.61781,15.339969,8.196206,281.543385
91.795694,1492,6.868793,0.651334,14.41549,15.495982,566.222463
60.272433,1061,6.0333,0.585116,12.547156,30.07449,494.986041
115.623028,1389,5.933522,0.562786,20.736445,34.806757,568.472728
69.93593,490,5.255984,0.711019,18.456895,29.065505,406.904917
74.812513,992,5.391751,0.73939,15.060239,25.708376,415.063245
92.818846,1142,7.324132,0.704522,15.709031,13.933814,624.596466
44.105492,1235,5.082036,0.715307,16.418337,-0.838283,485.798457
135.676011,694,4.6128,0.719378,14.754353,29.207665,445.770466
75.925362,581,7.624752,0.61633,10.61535,17.219886,400.725798
33.080628,332,7.849473,0.703571,9.108705,27.031463,275.570228
75.457974,679,6.13633,0.714758,16.66737,24.784865,380.052464
95.872105,1054,5.894648,0.755736,13.848282,18.246822,442.65213
45.175904,932,5.389517,0.616733,15.512265,29.427969,317.427245
67.066201,1064,5.059517,0.694579,13.949624,6.790025,497.162939
43.87405,413,7.260761,0.655886,13.281613,16.216426,244.543574
88.084553,444,5.127252,0.795783,9.23811,29.003744,390.216002
60.83106,1376,7.224481,0.623273,13.858578,38.738602,510.868048
83.794718,553,6.783784,0.377529,10.140346,30.539181,530.224115
93.493699,1063,6.666347,0.363554,14.458519,18.378808,451.218925
79.0538,456,7.749151,0.743168,13.896452,39.256709,350.308141
67.905913,1065,6.562322,0.742548,12.03112,14.909768,642.517613
115.178381,765,6.425368,0.555464,17.818109,33.542069,187.159732
80.189706,601,8.63895,0.697628,18.22521,13.029952,327.93437
58.754689,403,6.154224,0.68593,18.051779,25.366375,176.735394
72.312544,1411,6.883572,0.705871,8.871761,13.509055,649.168702
109.22018,830,6.835961,0.641451,17.927549,17.203451,491.337261
74.331383,1409,7.808364,0.582387,21.13615,28.433326,575.013059
102.092164,1259,7.05733,0.780047,17.833126,4.203412,562.296702
74.377664,1311,4.855447,0.551313,20.359748,11.855166,739.40244
136.414086,745,6.598891,0.669966,12.199825,23.529308,609.771642
85.221031,932,7.279772,0.466025,12.028068,40.056506,459.703312
61.100611,328,7.041105,0.533081,15.938607,23.818487,241.438768
110.384779,555,7.9528,0.716668,15.265045,26.269573,223.332502
111.433073,440,6.734731,0.703594,11.042786,36.060788,483.818041
115.640205,347,6.690418,0.653405,10.790321,12.46088,390.77606
114.733493,1181,7.074814,0.645924,14.550046,6.922368,405.843178
55.988977,1023,4.363706,0.657587,15.087019,6.647125,402.550901
95.820242,951,5.600383,0.703041,12.587488,13.24591,525.708753
86.345486,776,4.550156,0.767196,16.210737,18.292994,478.615785
46.498072,473,6.517788,0.652828,13.784883,24.371224,327.312771
104.006889,1164,7.530127,0.655782,14.493909,20.086597,385.28542
30.398289,1229,6.315559,0.649429,15.27873,30.366899,591.18191
82.167761,404,5.145268,0.7014,16.348544,6.182193,461.87652
71.228251,1425,7.760601,0.867539,17.076124,37.101529,634.869331
55.637578,307,6.667175,0.667284,20.227147,-0.16985,90.402819
32.228246,310,7.06439,0.620627,17.328569,17.858213,402.858819
80.494933,773,5.263347,0.561895,17.120467,28.120612,431.191712
78.057831,706,5.912847,0.619016,16.174091,35.97025,259.235601
73.488216,615,4.591864,0.670273,15.16299,28.244525,470.557621
86.528762,1119,5.575837,0.557442,15.079536,22.594062,672.978616
51.014098,1244,7.344924,0.706346,16.727747,23.092105,607.79274
121.156638,703,7.252283,0.604759,13.565076,15.330343,397.891803
58.196908,1054,5.897531,0.679262,18.072584,20.916597,476.12941
69.579916,966,6.726725,0.629006,17.813198,31.409274,444.489754
102.458255,812,5.897811,0.787826,21.087172,25.480087,361.299567
61.094825,919,6.793835,0.858003,14.573253,39.01093,425.317986
113.923965,203,6.666465,0.609614,16.481897,3.184707,361.413484
93.321097,497,6.559692,0.585889,17.897951,32.447619,407.839857
60.25751,1350,5.496749,0.804996,13.267493,29.395454,558.816019
43.743478,580,7.75791,0.671039,13.616143,12.941679,319.343655
58.605994,1139,5.394449,0.562111,21.264647,8.474582,588.576154
84.706585,736,4.749741,0.611289,8.050777,25.500284,354.300003
82.998426,1451,6.373911,0.570951,10.775152,33.178192,653.490032
104.585274,837,6.288007,0.582063,16.821286,39.645634,340.400247
72.264038,885,5.601826,0.741244,16.086593,33.081957,372.259712
67.234453,1179,5.764289,0.717141,17.374358,26.950946,628.330361
94.13643,1415,8.589122,0.743851,10.911381,26.973574,531.201807
66.299557,1401,5.566869,0.498027,16.307132,14.772901,625.07595
90.688196,1401,7.917185,0.726392,9.868633,11.778598,751.216787
29.940156,1319,7.185679,0.753986,12.932498,12.067119,569.075076
65.00633,496,7.478171,0.706426,11.749456,16.432779,542.505245
71.048781,212,6.031072,0.814381,17.767139,43.255093,239.403253
62.498178,1089,7.442474,0.90436,12.777969,16.127,594.929035
83.480383,1175,3.927086,0.418444,13.186145,20.914815,524.514878
119.740011,891,6.606287,0.605459,8.451697,6.157097,549.002299
66.066294,828,6.414469,0.609049,19.716965,30.873185,433.738141
77.664061,1070,5.634025,0.560134,12.859912,29.01923,566.288285
104.881305,743,8.401933,0.484732,14.076768,15.057601,608.243873
94.728133,461,6.163519,0.86211,15.213716,23.736866,470.065514
61.549797,294,4.054129,0.617258,15.924712,5.974355,301.26569
77.179559,1428,7.547049,0.687726,18.548616,29.353791,609.683437
112.839523,628,6.150551,0.548504,16.266049,40.366562,289.126824
-4.173322,393,7.132745,0.658109,11.461608,30.260008,402.416385
67.521841,828,8.680255,0.815623,15.630136,33.228737,372.130682
75.2356,1234,4.729394,0.561482,18.144829,26.968547,649.189702
45.242791,1207,5.490631,0.570489,15.004211,28.857337,615.315088
67.316131,466,5.297527,0.71228,18.343615,14.087775,311.103171
105.194198,1249,6.792195,0.770995,16.534306,16.923769,587.071507
60.904006,1098,7.27954,0.581709,14.128213,46.252055,538.402747
74.120565,940,5.754067,0.689713,12.45487,33.924501,521.807232
73.983817,840,8.412029,0.619497,12.163738,12.252034,516.853288
44.500075,1355,8.309473,0.939409,20.661152,24.527829,539.542767
83.548038,351,6.786366,0.567734,11.029957,34.371482,432.928603
64.596477,458,5.385844,0.701292,20.736146,34.904892,188.050616
122.99516,1082,6.280399,0.765802,12.339679,39.195762,462.072533
98.508615,571,4.634598,0.629235,11.535764,29.219775,363.790993
47.766793,1282,7.961417,0.544807,13.947495,9.025163,612.169639
82.828732,913,5.343796,0.583966,10.625715,21.385452,328.554296
81.314642,809,7.616359,0.661104,21.915004,18.987417,523.371453
136.332984,1088,7.169535,0.619157,19.611354,19.067314,577.26855
85.182607,516,7.794759,0.614281,10.361182,43.874405,315.216541
75.750112,250,7.657808,0.674491,13.964012,24.494306,338.878711
29.90645,390,9.31278,0.620597,20.148074,26.555015,235.779998
96.261995,857,4.612001,0.699063,16.430779,11.721053,442.021068
92.63867,584,8.043972,0.591239,16.711981,13.77249,324.371004
84.378677,570,6.382934,0.680596,14.06571,42.91596,355.533429
81.450936,889,6.23485,0.717181,12.217284,10.243416,475.402273
42.493821,1332,6.820329,0.5251,19.096217,8.108728,548.020516
84.084416,380,8.549858,0.519065,13.936008,32.325243,469.811956
48.863572,239,5.654891,0.643251,18.105242,35.86259,183.868601
93.900588,498,4.830856,0.721341,11.714709,23.989203,400.547102
73.034894,963,7.819913,0.623174,14.635953,9.217316,467.808972
103.219284,1046,7.982487,0.796819,15.876004,1.776609,489.198862
84.573409,1097,7.155032,0.640897,14.105107,27.909764,663.005019
113.287889,280,7.132006,0.684456,14.129318,19.057092,269.46784
108.606142,1277,6.118824,0.797764,15.727779,9.828797,480.985388
29.421735,1358,6.93289,0.544056,21.24091,40.911668,723.264777
77.612676,767,5.509461,0.643444,15.673951,1.47458,451.361692
55.514426,1233,8.021511,0.747014,13.801644,48.324804,377.269128
74.546638,1296,5.692686,0.58504,12.498727,35.809565,464.825049
95.187216,223,7.404956,0.563102,17.392218,0.406839,173.320385
75.835848,972,8.386777,0.559033,19.77774,7.326159,483.30122
94.069195,341,8.246906,0.68505,12.724392,27.108832,348.507601
133.507251,464,8.611807,0.534639,16.047206,43.809172,347.651615
86.846402,944,6.096419,0.475731,14.306823,24.56674,334.897625
86.29871,560,5.492519,0.560183,11.563465,33.743837,338.064136
62.848096,338,5.898534,0.542191,15.330868,29.846795,348.13599
48.899029,371,5.992488,0.447391,12.610184,10.678238,324.328601
103.487443,1437,5.810749,0.603529,15.291083,5.012154,625.035991
38.094334,1360,6.40584,0.481095,20.390432,18.118355,584.560122
95.168425,1094,5.89,0.591236,18.428419,25.619757,644.709637
90.31274,423,4.987911,0.658626,15.773753,24.042876,491.925392
112.221554,775,6.583902,0.588995,13.618652,5.605703,463.124714
36.960666,613,6.793434,0.672383,18.866154,9.640718,532.775782
23.401424,255,6.465686,0.643487,13.354883,26.003445,530.127431
70.660046,445,6.59257,0.653301,17.886768,23.235631,308.918894
31.410026,919,5.181738,0.715906,15.364857,31.034641,443.579458
116.22041,966,4.736952,0.695533,13.587591,17.517883,294.6402
104.125976,740,6.67802,0.654798,14.055746,43.053764,549.116838
104.712358,794,7.505034,0.613668,19.562023,25.192574,355.833756
95.040741,1275,5.416763,0.824499,20.459167,22.315421,505.350077
44.467869,1379,4.097983,0.739482,14.455909,22.78455,481.974577
71.973034,1052,5.957488,0.714255,15.746251,23.585092,381.270047
67.462814,738,7.144069,0.816297,10.452292,20.964985,406.810058
102.450506,580,7.874855,0.685387,16.088956,11.022501,333.49221
100.22191,836,4.761312,0.546376,11.929303,21.914057,298.655126
64.392834,1400,8.251813,0.665181,13.595082,27.574009,565.142561
72.260285,1120,6.444405,0.594896,17.193602,16.374907,602.754362
76.874095,1063,7.05295,0.625868,19.934261,29.645947,584.658038
53.421496,1314,5.694581,0.573708,20.336834,8.631462,670.240883
43.312395,440,6.567416,0.723531,17.640001,22.410857,483.112557
69.853004,1014,6.365737,0.63166,16.883759,28.962432,664.357707
50.422028,401,6.871262,0.615868,18.421042,11.439639,454.426877
109.174958,642,9.712917,0.656015,15.504126,32.560311,398.071608
100.521765,953,4.436536,0.741406,19.482458,12.44345,720.756714
49.757213,240,6.496632,0.616373,15.936722,26.815538,271.381753
49.598556,813,6.932501,0.74755,15.091882,25.741363,443.063309
77.349362,470,5.239741,0.711599,14.574602,8.170261,318.685783
83.573619,410,4.971704,0.443846,13.456486,35.182059,424.785941
96.998926,803,5.405443,0.64042,13.845693,20.168618,236.547215
28.677271,606,6.823573,0.646446,16.046886,9.839099,441.492599
56.204392,866,7.999784,0.78527,13.90628,14.131722,596.882976
78.703576,594,6.365483,0.711156,14.336143,13.660652,486.430759
108.930187,1458,5.52033,0.686023,16.965698,42.677636,585.531928
29.087825,529,7.10322,0.685934,12.360609,12.695944,506.069124
143.181827,1475,7.143186,0.446316,14.402033,22.223217,644.717451
42.493378,1120,7.120993,0.585347,15.037712,17.23967,406.6457
98.007654,395,5.94227,0.762574,13.42046,31.462818,518.522241
79.374956,1144,9.003389,0.706377,15.84134,8.341185,476.144824
108.671954,622,7.751113,0.638601,19.611347,27.837549,457.178411
86.496404,345,5.596256,0.675962,15.143497,21.719264,339.957364
57.418044,613,5.271947,0.735223,18.401958,17.128569,564.332909
59.020913,243,6.684763,0.685742,17.188068,27.906515,380.71561
108.859782,561,5.954613,0.460859,16.710939,17.868966,336.311085
76.558353,739,6.460918,0.661424,17.595047,13.435708,524.880143
117.240789,860,6.968932,0.518082,15.790981,29.177473,479.449971
98.257405,768,5.038584,0.662408,13.58106,3.60331,486.157076
106.443288,786,8.148896,0.593517,9.564648,28.38357,442.610382
58.968376,684,5.09254,0.527184,17.691429,39.360897,474.152151
16.758437,541,4.725288,0.632294,17.660212,13.523596,368.730597
121.861615,314,6.307694,0.51182,12.490632,19.613911,231.802822
73.208759,1327,5.819528,0.553416,15.032783,24.007413,489.809986
12.048654,972,7.275359,0.564952,16.131399,28.548546,350.793648
89.472681,653,9.489516,0.580586,12.406566,14.361307,489.438361
85.564017,998,5.133275,0.887632,17.580845,31.507602,548.602238
87.988235,805,6.365003,0.748151,15.599184,18.743277,307.531395
99.631078,482,4.198556,0.691876,17.681316,27.325329,366.819695
64.659781,696,8.42769,0.578626,16.87229,25.327743,578.488719
108.004223,1024,8.161027,0.463419,14.558878,35.998118,289.35284
60.405715,865,5.17144,0.382281,13.251481,29.032216,599.708099
96.219668,653,4.663754,0.684672,14.754967,29.549054,320.175902
143.862139,1248,4.472036,0.55988,18.65812,28.07523,420.039
66.453636,939,5.239819,0.607232,14.841216,25.707672,357.179772
88.936063,951,5.359789,0.608886,17.023513,17.797504,624.186205
67.520172,1095,6.554626,0.607651,16.723464,34.673881,509.540182
117.765147,644,8.178089,0.783569,15.968084,15.227838,665.710118
74.149184,718,6.909395,0.749465,8.697023,24.656153,375.191939
55.936991,350,5.979789,0.768677,13.328796,27.387465,351.11519
45.585291,338,7.31951,0.795878,19.056201,23.007789,334.11877
106.013707,600,8.026907,0.631932,13.473306,18.355213,362.946966
84.087993,429,7.28247,0.800292,14.073462,44.140795,328.280604
58.099433,1298,5.314205,0.68799,17.092762,15.460888,489.656954
66.374575,663,6.733065,0.533883,15.587223,18.925845,433.232766
138.970689,565,7.841228,0.548999,8.822189,15.072163,469.923005
111.264321,1054,6.137022,0.702879,14.238832,10.395982,327.632073
98.8194,653,7.491124,0.607135,17.670855,24.335213,409.085434
56.532885,1420,6.399198,0.706189,13.608618,24.018134,543.549492
99.580421,1377,7.673397,0.59813,16.328726,12.422668,553.415243
105.975369,1499,8.039189,0.535449,15.369292,26.214561,497.445975
69.39512,905,4.76125,0.649102,19.150213,19.213236,562.254674
52.418246,1234,4.09874,0.626877,12.542523,32.013168,487.181694
35.833367,1101,7.267993,0.46652,20.431392,15.034899,479.830942
76.839812,1137,6.028782,0.722413,15.475207,23.236012,709.643277
68.630636,290,6.119875,0.526968,15.077281,6.883062,371.664212
48.917637,996,6.798848,0.632695,17.787502,30.556275,678.571081
82.892519,1207,7.507909,0.666257,12.317694,28.546067,656.110158
50.604548,533,6.163147,0.587827,18.352876,18.310913,473.125786
102.845489,680,6.553277,0.787736,18.28881,36.261756,382.605675
50.882068,993,6.819394,0.604845,18.308567,1.893232,648.976184
65.154988,750,5.535759,0.771204,17.501422,10.029241,359.424525
92.793353,783,4.911376,0.633403,12.596056,28.12446,541.71015
70.386465,274,5.441982,0.627978,12.950212,28.950586,377.456698
122.993555,1156,5.4388,0.646333,20.129773,29.70196,421.585874
91.470512,731,4.339585,0.461229,14.310486,24.903887,352.544906
65.415217,715,5.737431,0.534066,16.16978,9.972223,504.285024
93.520298,573,3.112038,0.766337,14.173716,30.802658,244.263973
100.354641,1319,4.352311,0.738927,17.635261,24.633541,502.585409
107.47707,645,6.256964,0.657,15.2101,22.782907,449.959826
81.114399,1403,6.472221,0.637013,7.67898,-0.304356,493.44917
59.309557,371,5.53035,0.519229,19.463153,19.98825,466.619059
99.169065,659,7.033983,0.570298,18.257488,20.405218,442.357405
114.961455,205,5.73042,0.809364,13.04651,1.22091,352.665238
98.165081,1254,6.075233,0.70626,16.090424,36.029255,632.007747
54.238311,778,5.152711,0.670285,17.82919,9.630642,424.947515
146.986431,985,7.599371,0.575811,17.201587,19.098503,398.277979
52.606549,441,6.908244,0.515827,15.977992,54.426892,215.046999
57.817344,360,7.300784,0.671663,16.101218,26.733301,379.045075
77.521811,756,7.116513,0.702749,14.507264,24.214596,421.821394
31.028202,1232,4.828421,0.581457,21.515731,21.656543,649.080292
64.021016,1155,7.568521,0.732169,17.290848,27.686685,500.328204
99.954497,1069,8.651617,0.622904,16.644484,39.628607,429.684787
64.195011,1041,6.646706,0.710862,11.05301,35.068437,416.400031
55.397616,814,6.926045,0.688043,14.869901,29.468238,291.732559
126.40423,700,6.514645,0.63563,11.088358,21.457224,440.881605
77.317602,627,7.270121,0.766656,17.544921,29.525132,315.217288
3.909124,618,7.581225,0.655781,13.326579,22.266694,434.574702
58.217284,1220,6.552829,0.590312,10.050211,11.621784,585.476184
94.861346,216,6.710403,0.632107,19.948725,13.190358,291.134575
62.233985,616,5.036198,0.624037,13.38689,24.390642,396.534181
59.127291,874,7.474472,0.545787,14.802986,22.84143,532.280592
46.851382,979,5.038012,0.575083,17.313864,1.731488,378.898508
32.770444,1121,5.827856,0.625302,13.105104,16.831072,440.601037
91.544956,1319,5.930413,0.564838,10.482173,20.302705,545.782633
102.926942,447,6.819658,0.529909,11.238502,29.29468,472.237362
52.379392,768,6.776613,0.656185,12.368064,43.182784,484.195709
97.416927,202,6.860384,0.670609,14.821886,20.917757,371.553905
108.293003,1288,6.302793,0.549791,13.449092,18.9329,562.731783
101.924412,1088,6.400974,0.549918,16.885906,26.250539,472.579432
88.093577,827,7.566425,0.638072,9.860254,18.203722,494.113299
125.810715,746,5.899135,0.676633,12.05966,30.314089,603.603549
91.17899,516,6.927931,0.61842,17.606543,35.57802,413.213663
110.176674,368,7.618774,0.605111,17.057968,27.727626,121.76013
85.695473,210,4.24414,0.50974,11.165094,4.396853,189.161082
76.592289,472,4.901406,0.698157,17.568755,23.839562,304.698999
59.391992,1342,5.407324,0.767784,13.239028,32.883792,471.629842
71.831853,986,5.498885,0.664993,13.025035,8.32888,296.050658
64.536902,578,8.100365,0.622675,14.503106,21.41711,328.364557
102.524302,225,5.617253,0.78882,17.123433,5.756564,392.320234
63.702516,547,8.186714,0.775644,15.464967,40.920121,522.699932
56.209334,913,7.017144,0.768676,13.18739,39.487967,404.267399
94.809769,236,8.385379,0.65174,16.06259,14.616205,361.018654
130.260234,1086,6.956013,0.675678,16.947425,18.496141,540.656024
91.893364,853,6.269563,0.447264,15.56295,0.478754,337.101984
