Land Size (acres),Produced_Quantity(liters/kg),Unit_Cost_Price,Storage_Duration(days),Unit_Selling_Price,Current_Inventory(liters/kg),Reorder_Point(liters/kg)
348.2774591,317.7149844,46.10182229,10.25256207,45.03616376,319.674833,77.36356518
488.7890328,467.4328931,37.79339282,21.45032045,47.18543388,41.44520333,67.60685836
476.8774792,399.3667948,47.24873045,47.28753606,28.76157217,450.7238707,22.29821362
652.3819437,100.1307919,76.42401605,56.17850538,45.74749265,438.7264293,55.41867323
59.48620249,102.2211971,89.52631134,32.64267314,61.84153571,104.3959945,93.09267019
134.3708141,706.7941432,88.37718078,15.08765945,16.79380565,183.0513781,76.77165226
998.99,947.8158523,55.04826117,56.99692191,56.1932458,270.4985755,48.99201633
998.99,153.3686012,78.1125903,45.68204851,42.53082103,303.8569715,57.97300592
805.0806797,543.347977,72.54145602,51.52722236,62.31410257,156.1283545,47.22673308
678.6840796,775.0537114,42.02814206,19.95700366,5.61,322.6650802,69.81635657
457.7272271,1.24,72.20073464,45.40807662,84.75050062,302.6913843,97.96824376
521.7436826,45.93519283,99.96,44.02491432,47.30966438,558.6359567,22.41439836
329.6930127,169.5015328,67.94548463,41.10756197,72.38168103,271.2318033,60.22696126
325.3626963,540.608043,31.00732211,1.776230863,51.83810252,354.7227856,16.35848606
202.0023592,453.2933282,33.43176704,11.2030307,36.93916678,219.574044,86.8356469
163.2270115,601.1285202,38.23902956,23.38840907,57.62998049,194.1879617,74.16865198
998.99,418.9920611,48.86690055,24.82468267,29.59719918,457.1449981,37.60399287
10.32,212.6927193,74.74907714,75.29850615,39.95908223,406.5658191,45.94506177
289.9423545,56.40600702,70.78725722,15.63566157,63.96574527,356.6472898,33.74285235
421.9655532,999.82,47.19547151,38.2710866,78.55516459,284.3674736,79.41603416
623.3860168,809.3648814,85.91243869,55.9863223,5.61,312.4471075,50.63624712
662.8446905,319.9622252,89.99356001,62.22261622,5.61,267.7600222,52.88028937
332.7054759,999.82,39.31327568,71.0238966,43.73759059,435.5346383,35.1239965
10.32,796.6772571,80.49923214,5.562144565,94.26927748,61.1514009,49.7024341
851.7841333,417.1350938,25.98141015,35.58037964,18.29605773,18.63684991,36.44034467
199.8873231,779.409483,32.94450316,31.23587895,25.30809746,38.84633651,29.60338063
572.8968209,96.12501996,32.17236445,53.12244649,32.41652491,522.1165467,40.79411739
471.2279447,357.8952159,35.12599635,10.78274074,47.29987506,340.3482356,73.12049057
489.3807477,330.5242261,68.38241504,51.49068374,22.93922,222.4569183,61.95832304
998.99,522.4000501,61.67187265,17.63866916,39.31806495,265.7787247,64.23975339
629.488321,76.48786604,59.10156743,13.46689666,70.15507333,584.9682088,93.62654402
65.96846168,862.8984826,26.94782343,38.54707295,25.21592786,38.56450957,66.34033381
833.2006264,456.4070688,37.01417528,7.97726211,81.16616289,98.43263639,89.90396476
629.8791804,999.82,58.6182997,3.500210123,56.41623127,423.866298,88.52010318
873.1716372,551.4199989,25.95641747,23.30016365,42.45496486,18.67234457,54.40568689
527.9696614,912.8680152,50.12131376,41.26514501,88.90611367,53.51507591,57.31593307
573.454825,140.713125,28.12334816,33.41630191,50.57287738,173.8548488,73.21963415
832.0265119,519.0064907,64.47159877,45.76949194,48.49541467,380.5407533,26.35102136
998.99,778.2613563,34.14617539,81.53913274,62.65785534,496.3924851,57.58853974
198.4069797,452.4151113,90.95219725,5.169991874,53.81827035,252.7604174,80.55185377
201.6929116,98.00274966,10.05,16.76187999,41.14950138,152.4232739,90.53625746
277.745249,359.9181242,78.57277331,51.28463564,66.7308295,190.1053713,80.65376041
88.82166512,633.6054875,62.16301286,44.91005611,71.64966354,264.7865892,97.86097813
307.5832603,872.7428188,36.03427932,50.61096181,62.14042823,635.9677276,56.3549384
668.4072191,297.4720249,50.29380641,17.27382582,36.73664102,165.0328418,42.61343209
601.3854263,506.3025009,16.7626695,41.01991372,53.54385658,109.6434615,37.32880518
801.911772,306.9925853,12.06626681,21.18956548,57.36309173,137.1150146,59.28503943
404.5534626,238.6918319,37.30545431,28.76019281,73.0725785,504.2377849,47.08258006
85.97795991,469.1670855,63.72975042,22.73204687,71.77332945,442.9068561,82.64830417
10.32,999.82,49.38044514,8.104130728,57.29085636,464.8541689,24.46031175
791.2522939,500.6542317,71.87943704,59.57735322,67.8008938,2.89636286,72.23352939
208.93858,566.6097975,43.68475691,20.41039627,102.4373357,353.2818578,44.07079304
641.4712486,648.7758696,81.20234301,56.29805896,69.03051083,172.3124806,83.00857614
270.1622541,1.24,28.7026354,30.07950948,24.47767295,327.6448317,42.13148797
598.8215232,295.3269794,99.96,33.60629628,50.53220769,406.8400137,44.64008176
438.0060856,517.3067709,54.83883854,44.86394391,36.9582209,573.4804329,20.93386044
449.1808554,396.4636226,54.14881681,63.6937861,75.9293471,368.492857,88.45555204
918.9260272,225.2236887,52.23088918,31.46138672,38.81145885,694.6510109,51.01763841
503.4779884,960.7281008,35.31834792,35.25157448,63.45045492,492.4266977,47.99524793
600.5019306,506.4482601,86.48844553,56.2063627,103.49,124.6191347,36.66507467
779.9843875,783.6222331,48.95333753,46.36750095,70.30052636,285.9849404,69.59146875
456.1562637,97.62502745,40.26273529,84.35750014,85.43635609,342.9721951,44.04701428
998.99,715.5265339,53.93087708,65.56824574,87.47821095,115.5516249,62.27879873
517.3030768,402.1521319,47.34786213,94.67770926,38.1344608,627.6849784,37.43893882
730.6164664,681.7139785,48.77251181,1.109440116,19.15164348,269.1843426,41.41543103
552.7071365,850.6414773,59.04294226,25.72541313,42.31849587,334.4503549,78.57140901
801.2927105,939.3091772,31.1725483,70.10308908,101.5229058,103.9793676,89.17405924
75.73343138,999.82,60.7816911,40.11801596,90.35172042,288.9843055,66.02171344
962.7711412,436.0381816,61.19016688,51.55290422,32.8347369,44.87086085,70.95916595
635.3879726,253.3691776,62.83909318,23.16372486,51.67193696,238.6868881,47.79084559
516.7414814,533.344965,14.27457521,67.16139064,42.30584715,306.8945271,97.82078467
886.5954525,327.7113642,18.18436556,36.13981387,51.4954113,289.0277123,61.23369323
783.3922234,450.2137088,10.05,58.28667958,55.50685943,546.371176,59.36759278
749.5095683,766.9786001,10.05,76.98717814,77.04604201,376.3497394,36.72464786
225.6437989,884.6805079,32.79384535,19.48789,102.531513,330.1605118,24.51085946
535.9106283,794.4247905,84.92596318,40.97653453,94.24631656,152.895845,19.172235
959.9758959,418.934444,61.51990532,42.36415549,103.49,189.193508,76.55537251
754.7664408,268.4007565,54.68360096,49.36454162,25.03496285,453.3008018,77.62277825
975.6103254,750.996174,46.51483554,20.40634292,6.973792971,106.287605,46.9065294
630.0015646,734.3940078,42.20141146,75.03109691,5.61,22.38567468,42.94747662
659.4657394,267.3077939,87.2310407,46.65931115,93.48649795,266.7969028,47.91690323
10.32,252.6715715,80.72368124,49.0563463,56.4979302,409.5333925,23.43964202
182.0388898,515.2813102,45.51937369,43.08678921,31.91449874,255.3181099,31.19568721
395.7209177,629.1034162,54.73408003,54.93728453,36.85588855,445.735445,59.40576035
814.1001203,558.5955877,37.08139486,48.78636119,33.16080843,380.3348225,31.5869541
282.8047102,511.8150684,34.75326208,17.95324432,85.24519912,261.5302567,87.42435441
239.0848699,263.0524525,75.20552864,38.22807778,40.53397119,561.689714,30.93847774
297.2043511,464.1726612,10.72541342,12.94958067,7.970028991,287.7740926,44.08135299
255.2250139,534.6646208,41.93351889,39.58840073,81.98563301,263.64181,66.53780635
780.5480363,811.5749741,37.99849409,11.82710256,45.32516717,31.01081198,23.98444844
794.268971,396.9927883,34.82480229,36.75227723,62.33545279,611.0354483,55.50592441
476.3482927,263.3856513,72.92107052,49.68394823,39.45589679,145.9148385,82.4916762
840.1122035,999.82,87.13899777,88.52580962,71.38528423,89.30794185,55.71251164
573.9985256,916.2979367,71.44900366,30.15259201,43.35530984,216.6623873,84.62136473
780.9347293,385.5577446,79.22469581,128.5918919,5.61,57.06905823,61.2279343
851.8465803,480.300245,65.76736569,26.42673706,83.98204775,710.399208,49.05532891
984.3662939,489.3959485,74.5398102,61.95047104,44.45860637,230.3362542,71.5583929
524.4528659,426.07075,99.96,28.85057893,103.49,195.4738428,34.7086968
674.4442081,370.9388955,66.86436279,43.25514443,47.15202765,258.6892432,75.98726543
383.5062337,547.5799563,50.9669344,28.41171831,58.18294984,471.9058579,88.88889503
540.1054016,158.7270638,28.73353209,41.23625608,64.76010271,474.0628783,69.15704413
315.0034491,387.9280705,39.62676267,11.49869981,55.68051662,306.6738395,36.38779449
580.0412991,758.407187,39.99635199,9.956644127,34.25993695,298.9815912,76.83179203
998.99,229.434064,58.08775571,67.64740477,34.03938477,175.838066,48.71994964
338.9538654,874.3207147,67.0981377,43.56897052,44.07297432,469.0943198,59.02086693
100.302279,656.8943425,26.67000156,69.21800528,54.64818062,241.5413581,68.63723923
700.5966588,685.4547642,29.84702485,35.96378174,74.53622224,234.5014035,40.64893486
544.4145722,292.2092523,60.47223751,37.94384229,11.91090749,556.1314159,38.49010979
955.3272191,918.1946897,56.55569896,34.35248353,60.47037854,160.78542,13.24093081
47.72485783,743.1172193,86.70275468,32.62642999,40.23790444,481.9827119,75.23480518
691.9695429,244.3586158,57.20741274,72.44524847,91.47689458,66.89589969,81.18781479
634.2440933,850.022373,89.25064676,75.20676738,76.99312561,477.0900972,54.49670376
998.99,481.4946641,10.05,60.68586842,58.52907395,195.1401929,83.01681778
631.3614786,999.82,43.77945439,16.72200853,93.7039312,204.0406183,44.16957187
82.72818972,375.3213347,86.30694212,27.29874946,78.94580236,73.30658359,19.03639378
10.32,298.0738656,45.0979059,62.90400242,68.92347461,680.3749527,11.63592934
205.715624,760.2764275,43.47899602,22.8274777,64.68193594,304.2079819,82.78137691
607.6980643,1.24,73.15275636,91.57131499,44.28433846,373.4654876,97.45870297
764.932217,613.8515491,60.53096825,10.62670072,103.49,433.2992561,23.88534938
250.948904,856.8896233,19.84252458,43.64846725,57.92601699,401.0910567,49.23317099
282.6179797,599.5087034,85.21818729,46.41226688,27.40205693,23.34795133,94.71820995
603.0151615,923.9755292,42.30748371,56.88562726,66.71169103,41.27074262,31.55456768
695.5184105,516.7123117,35.30073336,9.339814823,73.93476194,284.9603617,79.32459917
998.99,655.4880545,77.07836408,48.57924194,59.96133901,83.14293492,71.06851463
543.4488615,312.1960573,10.05,75.59749831,78.02435694,373.3039902,39.69453317
382.0328944,538.1800099,10.05,36.43290286,40.28623969,110.1019066,44.90275767
588.8983834,60.37416216,55.49753849,59.58137801,69.89012952,68.65749215,48.43448521
839.8886386,821.126691,28.98321802,53.79476692,50.36671751,579.8955594,56.84735948
446.7354054,415.862341,75.19818408,25.73651942,54.93454379,512.5982221,72.456707
471.5449107,553.0707477,44.84997465,10.6290639,40.75115342,100.5625568,56.07118985
237.2134014,262.3023123,10.05,89.90848438,95.00294953,139.3674851,98.99579755
298.6296645,638.4276027,91.82359674,29.28232645,59.73184157,324.3003779,49.97361006
343.8756477,599.5518072,24.93752876,13.50513427,26.92760528,275.0432839,30.48104769
322.3311799,624.1561554,17.94351798,34.73724675,35.79956679,597.3168143,40.56008346
750.5024414,999.82,25.74748726,72.05328893,50.94251165,343.89467,48.61063791
607.5020101,136.3519983,34.27465677,75.89662046,60.02994123,349.8376182,48.46149988
184.6223627,490.517232,19.51852514,24.37930369,36.18654105,529.2098942,64.02453195
667.5500876,384.9906873,87.20178324,56.65705159,65.91792632,86.20149643,26.95547667
692.1489092,843.7702388,39.21145176,11.14605249,5.61,130.6716571,90.75814782
998.99,273.6635477,20.09478375,56.43080788,41.17831237,169.3902781,42.57412963
621.7120616,509.4277621,57.1091725,37.87715263,40.83778298,198.9200312,51.40181654
666.0777351,609.1963431,63.01456379,86.37410815,33.12332288,251.587349,74.16741641
257.4631614,507.8644946,54.5198075,30.99340456,15.1538644,189.6547658,86.17325708
666.6197845,245.9828675,52.89737999,44.53843937,62.71258559,272.5338759,54.39252943
143.960813,430.1026065,82.35577136,31.37051838,52.71607836,479.9752179,83.83386036
718.3258725,458.6260183,30.54454036,38.65876302,87.58033334,278.488177,66.86862736
875.4607081,643.3169339,35.63818604,51.07998371,26.16959283,250.4621935,26.28998918
554.0175632,1.24,39.2628281,22.63825541,96.49185549,90.97369839,26.2466666
734.7578245,26.24972636,34.49567274,32.37511603,63.51216854,29.5560036,73.20693543
260.0163646,591.6959883,43.75467902,9.132006758,13.4198899,305.7721842,34.91853022
228.2362418,456.4636745,70.36904864,61.78099101,29.20535538,817.115823,20.31207522
998.99,681.2562315,78.72131009,26.08736611,32.86233451,375.3807877,61.91309981
874.9575164,929.5445142,58.42329588,40.18997364,48.28475781,79.99406529,33.64446519
796.9910197,295.7445426,65.56301792,44.11196097,77.7748869,123.8676135,77.1246981
706.814029,786.4886021,10.05,31.41815043,45.7995783,334.1859984,11.74559153
658.0690939,410.6512319,36.56558139,53.45707112,51.6228432,725.8736823,57.61505879
354.612949,600.6486745,45.42562622,42.04143722,45.36253509,341.5467132,37.99149931
147.7665276,394.2601461,10.05,71.31337447,61.14175347,219.7159732,68.87813763
739.3282912,441.6059837,21.5019126,39.81900902,31.3354023,452.7664015,42.31487416
94.23157366,692.5153543,13.89338472,18.52649862,54.33116722,113.6397027,52.08964045
529.0186957,276.6569314,54.93461194,15.03400965,44.34871119,351.9637185,69.06366085
623.4578866,248.3735284,10.05,19.24000153,52.15081769,483.2696014,49.89351013
459.8750528,251.9538678,44.15526147,57.8476732,82.00567142,191.9851072,40.15135107
511.6931465,690.8797529,65.13373204,26.29407857,45.69531807,531.4465371,64.99970766
478.011239,332.6181942,37.02843281,27.47442549,13.43600374,335.3638277,29.43512978
535.7061051,204.4066881,61.57392007,8.767493895,64.88133155,143.8723927,72.83145337
541.4166741,679.4267243,65.93878422,28.66248756,47.47095659,283.5713651,60.04320802
961.9403545,177.583908,99.96,1.162091355,55.06743486,108.2657674,78.3353932
105.0066367,344.9719811,10.05,69.45090544,50.90837456,417.6252586,22.35365969
575.4811864,894.4221765,99.96,11.26272855,45.4081566,234.3289799,14.04539672
514.1750696,407.0155798,70.27915904,45.72889073,57.17821318,130.9964758,57.35353528
846.5417472,414.8975602,34.99416609,3.813598902,28.24798571,39.35852617,78.54019313
481.9999226,303.0012189,24.53692349,12.87700281,57.97918293,123.749506,54.62721895
358.0535534,999.82,69.19135485,25.69607931,32.1333815,409.219657,36.06710462
586.7618611,610.4312891,50.44841047,5.731852499,62.11378671,183.025395,55.15472426
522.7208427,309.7361286,58.31604403,103.2450162,61.33702013,53.49841044,79.86235652
561.1868989,999.82,55.89477047,21.81293052,38.93654278,471.6317213,15.47353937
658.5043574,879.0318859,39.48883527,4.853388627,48.38049318,250.122974,35.52648628
606.1049949,999.82,53.02442977,46.97894346,95.83377994,114.4713089,35.59151251
107.7756434,349.9003707,24.57438657,76.42522824,42.32077773,132.0617062,86.34746838
974.0299136,999.82,78.20038892,31.16876869,67.18168365,234.7955997,23.38068509
677.6543206,869.7862754,54.92550659,35.28123779,89.13771005,124.1613205,59.26543715
647.0694704,208.3176973,36.88019087,43.70127496,52.5375225,251.3611422,81.34504777
284.5837046,310.1244618,90.77263225,42.45741203,103.299262,255.8851226,61.68883211
536.5185743,388.8272125,88.8504633,34.45700864,72.32954319,6.288844196,34.6526663
574.6579892,885.5298703,66.06900742,53.97404303,36.56713602,194.3851809,41.86755473
535.9406555,999.82,92.93592751,47.52842261,27.1574783,78.50874489,27.57906579
638.976706,658.1488543,23.63939489,26.44635007,5.61,44.94457289,57.65252438
412.5722255,122.6511619,96.78011056,25.83929233,29.69693315,377.2578208,81.47612843
212.8996201,778.0129798,76.76258966,44.21710485,42.24740241,288.1680627,53.01317199
819.7303915,148.4449347,77.10552933,20.05896557,32.62072202,158.5223803,12.21913671
720.4054956,336.4332701,49.56113017,68.26399725,36.74066027,459.4249346,66.93740415
830.9585601,789.3621387,53.24880102,35.30525222,103.49,110.4217644,12.43833366
918.2593031,543.7695787,95.28846001,24.51076858,71.16530326,263.1457955,76.27951493
391.041028,333.4868413,53.02404802,16.03601777,53.81244481,271.0592864,49.51905387
770.4937711,1.24,73.08097193,54.04380002,33.56858457,583.6999422,51.18192439
10.32,421.0493234,60.8923408,5.170312707,72.01629808,3.108397971,36.81654597
479.7297531,999.82,10.05,96.35751167,44.12394935,131.5001837,12.10759682
283.312297,368.8231267,94.4500617,46.21507902,98.02801044,319.2854427,58.95853843
489.7305308,1.24,56.96665167,56.00276057,51.79024488,213.8329794,61.36846976
217.4699865,128.1545305,50.68912207,71.41256807,103.49,314.567617,59.70956699
844.4239162,511.5969596,53.1224705,25.10428497,72.52605613,403.5729851,64.47485131
362.6222162,778.0754166,45.24935076,12.1574055,38.4682877,399.7404722,83.40042708
998.99,361.6815022,61.54156538,110.6953936,58.78603804,211.6589156,29.27145885
54.6965129,233.2267045,26.76453064,36.75456784,42.48900424,425.7024542,39.70914835
634.0660412,764.4344792,84.56238263,55.22381667,23.84720433,510.3880168,55.57529014
231.2773863,112.1093651,51.80273208,71.80428313,15.2879315,138.2116954,88.82407929
422.1604356,227.4782639,79.43170218,39.68800263,84.56289478,516.9061058,46.66160978
874.3799557,866.6915306,24.37316415,41.68592348,13.03533856,89.21537013,46.99786847
301.6582868,441.9417459,10.05,26.42904593,99.23203702,109.4847232,97.43120193
935.1056452,284.4128592,62.32088819,43.70442989,46.71899314,226.0736664,91.6870011
998.99,435.5607529,67.74659261,35.0475335,32.25628168,246.7649669,43.09044361
632.3291255,364.4013265,50.91654418,23.25678604,43.65197495,80.48137289,55.81913018
998.99,339.2452783,10.05,41.1484575,78.89191881,227.4323017,31.06034961
536.6515442,363.1308704,15.34139798,64.81551262,41.23186144,586.357302,53.79058663
335.1981741,745.2802502,47.43993252,5.294065657,47.39116969,200.8306219,31.03499555
883.8976137,402.9215089,67.03703879,29.68256191,45.90095909,44.99259928,16.75859362
662.72611,591.5658427,34.58688522,30.38267774,71.21922589,126.1337189,29.06294561
68.50225667,171.3923201,23.32735444,18.00794926,21.5363002,527.1350515,67.92573245
456.9524123,256.0680372,99.96,14.59938769,61.46064891,172.6998434,70.66803519
769.0515422,236.9110238,28.28364674,82.24909166,36.82299652,336.9964033,37.95553388
910.7609723,559.4955706,49.45210436,97.22175072,12.04945103,183.1799468,52.34703412
901.7613773,248.3323503,60.64130547,40.00021877,39.73679859,170.3019415,94.41365149
76.61452189,1.24,50.76324891,41.30946608,62.04450209,442.9439363,60.31517751
218.6741785,668.9407496,76.5490907,32.83839689,40.77683661,211.801103,85.2679532
253.7515159,414.8130181,28.17923656,35.72156653,76.93081279,400.9238152,82.68468887
927.1516882,629.7815709,30.80243949,93.95289402,88.60513504,124.1132207,78.43386066
998.99,506.925753,10.05,22.51473603,7.611514861,386.5548853,94.31425173
573.8635893,715.6055492,10.05,42.07464636,85.9212396,498.9644485,48.56161329
47.8684103,627.5677946,71.7842716,69.12188196,89.38113616,210.6937369,82.81013454
648.8965363,563.9213336,85.67584678,42.07307265,33.00386865,460.8628724,71.1801232
137.7982964,271.8569675,28.8988188,41.5516163,35.91928843,131.8673211,36.44773355
753.2607893,203.2920047,45.44977609,32.72512498,53.61625159,178.8511218,65.21230252
189.1904835,335.1541386,89.82099617,31.26265732,41.58120899,277.9042506,69.3391153
261.1405549,323.5083224,27.72252431,60.1537475,86.44936347,264.6582865,75.39574418
407.8907381,494.4784981,76.48111175,23.0792805,59.93273299,130.9081798,50.05071494
570.3596577,680.0112745,63.06572499,53.1042011,68.25167921,106.3546395,78.23381192
798.1822743,750.0560635,75.3338568,9.668551309,81.19416187,198.0062198,57.40969553
731.7300327,609.4707436,30.043028,23.09075255,71.07111951,427.9916936,83.6769069
637.6357764,726.1605675,99.96,20.58704013,75.4869227,369.7945978,60.96745527
564.0782257,399.4342436,92.4271626,2.262488991,23.83790695,131.5390326,86.66127625
552.9434259,586.6835866,64.30792319,7.651684771,10.37186984,415.7495772,58.94400067
503.5194072,862.4410871,48.81312326,64.90367301,50.50907615,302.9397336,87.30728642
558.4209129,288.2902173,27.95872064,66.61409808,84.01122359,244.0403107,16.08510119
334.1034014,266.1808537,78.67456518,52.65043624,5.61,474.2266964,63.27912933
256.5719618,310.3164509,84.28281881,11.80131162,11.94340726,387.4352197,13.67918537
813.5734939,165.9100249,52.85423757,23.07765516,76.17612621,519.1981436,72.35570057
546.734825,715.7825738,50.23191197,24.6987444,62.20431874,472.9869917,82.15673259
80.00025188,822.5653576,57.28818421,43.97147514,34.53839792,122.108814,24.68598203
911.3323728,578.6531776,99.96,43.86308807,103.49,626.7595596,43.58193225
300.7159978,817.2690888,46.58831579,18.68131736,29.42880018,468.6151455,79.18071687
597.5719989,485.3820505,49.94637479,24.88377573,18.95399198,334.8558585,63.6675477
909.9917052,255.0966006,73.4670274,18.58975412,26.64658561,454.547989,68.58502643
336.7420739,387.9876531,12.20015557,46.75445722,35.98670154,273.2268755,87.9378062
306.0754599,860.9537507,31.51624791,6.932298743,95.68274431,80.1714151,51.67386338
212.4727293,490.6079836,66.61372864,20.78661578,63.90399663,225.8746754,64.98085844
515.584334,377.7960372,64.34617989,47.08900401,57.55989748,151.9290646,20.24567979
686.542898,810.7402217,99.96,23.11310491,55.97057197,451.4865869,24.99446977
899.93528,999.82,14.04067884,36.39603882,40.66018536,4.867453958,60.92887895
475.2730157,682.124715,52.13893664,3.971515281,65.10516811,360.6749395,59.91444911
30.63617524,465.7697049,18.76515771,105.8924871,55.81043937,112.0090453,94.37084587
137.803401,192.6571753,29.34313606,31.93715225,67.15899736,163.5785976,25.37416841
717.5138425,567.3060715,67.35231606,81.87704042,24.21200229,318.2347634,75.42128387
10.32,999.82,34.68108363,22.30198403,51.84166565,292.9103743,11.30309367
328.6066475,4.102626539,87.96131303,66.8244562,50.86098374,755.8746122,67.05138537
395.0299489,482.5975191,58.83215433,44.47575105,95.15195321,468.436508,59.42044841
190.7767254,781.0663655,75.15638871,37.99393112,64.37841074,389.8300545,69.41430978
476.3148794,740.0874305,62.30628464,1.793345597,73.61611093,174.9530866,37.65645019
998.99,409.5547686,10.05,49.95176595,103.49,252.8140714,87.93300364
874.6497794,833.7054241,68.56446118,30.97494383,17.62608041,290.7380159,81.27398484
998.99,926.6317939,62.64657659,78.60471719,54.77181149,94.31500978,50.13426541
775.3098917,234.3703042,99.96,56.03808187,38.94006604,275.6347859,52.38109641
468.4987879,999.82,28.19733467,25.25201694,55.00784076,226.4861186,67.83951329
343.8604668,999.82,24.42223648,55.22561663,45.92776975,498.9472691,76.09509488
686.7231784,878.7141686,87.80397903,32.91930946,5.61,1.417813327,23.75232578
592.757253,919.3000733,99.96,50.74022525,26.95919982,346.534342,19.82840366
348.1471313,594.2655103,48.76613132,41.24855107,34.89233777,240.431622,95.79335805
264.9391268,74.10047787,50.61734186,86.98318359,50.15176777,1.32761,59.88720382
10.32,942.7549697,54.03320715,22.26287745,46.81595447,6.786146955,84.30102081
602.7048437,463.1029819,73.69160877,42.11150886,64.47919301,393.8721731,42.41058525
524.7964222,776.5494443,45.59374003,40.92053961,31.1174348,221.4963836,34.85653452
382.6734947,713.6946761,61.17253303,7.54232774,48.21414733,342.87893,19.7878839
10.32,841.021227,57.53216316,27.15160409,66.73537399,171.0547139,46.94123397
144.6602128,403.5515053,43.40929722,9.473311069,57.04019906,666.3400972,80.62728724
394.4224281,565.5049564,71.75381494,45.67767575,79.41178611,229.0374429,73.99125468
499.5327471,652.7345846,76.15561229,35.10237224,70.06140683,211.5441746,37.21126343
522.6532138,944.9006436,68.23780898,35.26534419,36.35737762,67.82945434,35.21588989
10.32,433.5598545,69.3837454,124.9957715,57.4850815,136.5019784,60.62132872
321.8951529,1.24,92.69602397,93.36666009,53.83412433,425.0462708,23.83301124
838.0848844,405.2216878,43.22478119,51.44842161,83.95929078,232.7642749,52.29673939
782.0522263,814.0758504,69.37023385,5.480737116,61.51469521,147.296587,14.89749058
732.0790144,437.1099284,71.80291242,35.73163451,103.49,598.5889711,22.20385372
860.8885979,473.2848167,86.01324402,5.737960043,103.49,351.9584707,14.92043484
103.6680243,690.2036231,20.90889954,49.80851384,77.98560742,377.1551324,48.66354719
690.6052106,770.149792,27.96108511,47.4271265,48.35527104,256.5869719,64.54599598
575.2178039,544.0143934,47.29991461,52.83446464,67.50625697,500.1298632,47.01608185
573.1590648,150.7282711,16.11205343,49.53869313,66.7670934,25.49711011,65.78575752
709.3871147,234.7440825,99.96,4.87413054,73.7705521,183.7296931,67.27010861
10.32,1.24,24.74953244,66.76397164,61.41015347,205.7687983,23.43618519
564.9482375,456.289214,17.87518591,62.79046092,30.00894046,384.2993215,44.91485809
631.8310747,999.82,10.89234912,10.77815777,46.90154761,175.6200766,16.67320195
327.120588,397.1549847,78.13021869,59.96778613,51.64845287,400.9313403,32.67606868
326.7113206,409.1897232,45.53993822,21.57568244,101.9864956,28.39466692,50.42344818
496.6815563,486.5031976,32.38663406,99.23878234,56.15215063,283.8868311,42.94109617
693.1849399,301.3883376,80.00838383,39.87002569,98.13817589,410.3675367,15.76424386
10.32,586.8199134,99.96,52.56783599,37.73066884,211.645684,72.28185313
611.4653361,60.07880643,54.83985192,37.39660916,87.55465659,52.85492234,70.13087463
276.6914441,709.0388869,17.5719319,46.02386373,62.75841717,484.5755264,52.39535508
350.8627744,498.0188145,27.12108016,67.95403595,80.96263443,543.1621666,50.89952314
158.5714848,680.6113731,38.07605314,33.04224501,46.14159924,171.9649799,69.12371389
82.96368312,520.1573939,99.96,22.38083681,49.92763507,178.9213839,77.50678992
344.4258405,681.1616383,71.76389895,6.624158936,46.84882556,348.7296312,79.81692074
998.99,639.2077414,47.27445742,45.58643193,50.5921808,381.9119616,39.62306643
998.99,271.7774885,84.19801729,48.50697909,103.49,21.36249447,27.72611709
689.7792108,175.4746909,48.78912449,64.80651408,25.33793218,315.5809256,84.26891828
784.1995862,558.9848799,25.04906092,38.08287659,53.57881126,298.9350484,60.98817021
768.0411749,32.96808278,99.96,25.37948622,33.89484429,188.8280373,70.14426685
260.7208639,999.82,53.29141986,91.12852144,78.41656619,253.5040409,46.25767517
246.9096203,563.0317189,63.72595365,34.97728754,37.68733537,355.2045705,69.07615296
529.1497331,635.9965916,48.77996461,12.25595057,37.68718244,24.36436502,36.58980922
379.5374129,579.9204251,10.68729865,62.45099445,45.42250691,12.93305702,62.43604833
535.0983645,895.9534816,21.50151928,6.987459155,52.72835045,171.0746245,38.65774608
246.9445065,498.779763,15.36171819,20.56079423,5.61,430.6154569,47.52983043
805.8454437,415.5742609,22.34228088,27.77153046,53.51499476,142.8119115,37.69731225
794.2819567,305.7738745,71.17866005,6.844187257,5.61,162.4489863,54.51796727
596.8587398,171.63213,48.12427933,47.82684733,45.94184375,269.1279333,47.22879876
674.6813177,953.557087,42.52481767,56.74723467,47.5401045,394.7332452,80.06378896
234.9530784,648.9605591,38.82824238,64.78105918,53.59171636,309.7329941,56.85251334
395.6792412,774.0553523,80.46272531,66.19569602,20.64403586,204.3942211,39.58140961
336.1974597,664.0036063,70.38712629,66.77429505,28.23783156,223.8201069,51.60745528
374.9359639,595.1447356,99.96,28.10063616,89.68010269,658.2337424,51.46813209
299.9161411,735.0915196,51.57032979,45.89630913,40.44287306,267.8464173,53.14731294
491.3221743,281.4094843,25.3090185,22.53414453,67.3368635,296.1167245,36.12403308
482.1590774,930.0003248,46.8987019,26.63408537,84.67587032,153.6076747,66.80221044
320.182356,485.2073105,99.96,68.34753275,44.12791864,36.32738137,52.99893292
538.3682859,726.7922185,63.48406928,28.02470149,38.92398215,363.4386298,91.08290468
90.44660438,691.0548327,50.68598235,38.51628049,29.28552283,324.5625718,63.11156686
588.1211468,117.8658593,55.40104866,81.42454432,26.7610845,407.0887224,68.95556895
735.4923256,193.623077,30.83019664,68.45791897,58.0347875,339.9752078,37.14977008
