0,1,2
267.6,576.63,687.36
265.12,573.91,676.81
264.3,528.32,624.44
269.64,479.24,581.35
256.39,494.4,571.43
239.71,490.8,531.18
240.7,456.09,502.81
225.14,431.14,453.64
218.15,428.17,437.3
204.66,408.88,400.33
192.51,381.37,360.54
179.81,350.51,321.96
161.13,334.69,284.37
149.29,315.26,257.18
133.86,280.19,219.12
118.32,216.8,175.21
99.9,193.37,144.33
80.04,139.52,106.81
59.51,117.21,76.94
35.53,58.49,42.22
19.9,33.34,22.51
7.08,10.78,7.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
7.94,20.42,8.61
19.45,50.82,23.02
36.13,92.48,46.35
55.3,135.91,75.29
75.41,198.73,112.43
96.89,234.64,150.38
110.4,268.85,178.92
125.51,312.58,219.04
143.96,356.16,264.97
150.43,392.24,294.15
170.89,391.81,329.16
182.64,426.23,370.2
192.48,463.58,412.11
197.06,513.19,457.44
206.57,514.92,479.18
206.31,568.98,530.36
200.0,620.78,570.2
234.64,587.03,610.77
241.13,591.19,629.07
236.49,612.51,650.53
239.5,635.73,691.7
240.07,642.89,703.67
243.58,650.14,720.72
256.17,640.16,743.13
270.95,628.46,767.02
291.32,607.71,781.68
294.96,614.2,798.84
295.61,618.07,807.01
267.66,692.24,860.8
269.75,692.44,866.25
269.73,694.86,871.24
272.5,693.57,876.04
273.48,693.17,879.04
272.61,695.68,882.58
275.37,691.36,882.87
282.07,679.7,879.48
283.79,676.89,878.48
281.55,680.47,878.11
281.68,679.27,876.11
282.65,676.34,872.27
284.53,671.27,866.92
283.49,671.16,863.82
282.06,670.69,858.82
280.15,646.59,816.3
276.96,649.69,813.11
274.35,640.33,791.94
267.39,639.97,774.69
268.06,620.61,746.85
253.77,630.98,728.27
256.18,600.83,695.0
253.36,600.1,683.98
241.47,588.81,642.1
234.12,586.37,618.88
234.63,565.79,596.21
225.0,545.61,551.88
219.8,524.81,520.33
213.77,489.27,478.44
199.08,493.94,453.18
195.28,446.14,409.26
186.61,409.78,367.97
170.34,392.22,329.86
154.2,371.17,291.6
150.15,328.21,263.18
130.74,299.95,221.72
112.31,266.29,181.79
96.42,240.0,151.48
79.5,156.18,109.46
58.96,116.96,76.5
37.46,72.28,45.84
20.88,40.21,23.95
8.11,13.8,8.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.4,19.29,9.16
23.35,46.06,26.89
41.4,95.07,52.3
61.72,119.18,79.76
80.32,177.93,114.28
101.08,210.79,149.85
116.06,247.43,180.87
129.34,315.59,225.09
145.67,352.17,266.69
151.13,395.12,297.26
160.15,444.16,341.94
179.65,438.05,373.06
193.57,462.73,414.95
204.14,487.66,455.19
212.3,496.3,480.2
224.08,513.93,518.73
229.34,527.24,543.23
231.59,577.95,602.34
238.51,579.53,617.94
242.31,586.07,638.41
233.99,647.49,695.46
237.94,646.31,704.34
244.65,649.69,725.03
264.28,625.69,743.79
276.25,620.74,768.49
283.02,621.82,786.24
282.06,636.67,806.82
285.02,634.41,809.71
280.5,670.24,856.52
277.06,677.36,861.03
278.07,678.82,865.89
280.28,678.59,871.94
278.26,683.63,876.92
280.11,681.09,878.29
278.81,684.33,880.9
277.16,687.42,882.09
277.76,686.32,881.48
279.22,682.97,879.04
278.2,684.11,877.26
279.11,681.07,873.43
278.73,678.97,868.15
277.9,677.61,863.39
277.8,676.66,860.54
285.12,641.31,820.36
283.29,635.58,807.8
285.06,620.63,789.52
279.77,619.42,774.95
267.71,619.13,747.35
263.76,608.38,724.25
252.51,605.42,695.75
249.43,598.87,679.12
247.03,569.45,633.34
239.31,567.36,611.72
234.33,555.93,589.24
228.62,530.08,547.59
218.21,522.58,519.09
213.59,482.44,475.59
208.79,460.6,446.57
199.43,429.11,405.46
191.51,377.96,359.06
167.04,394.54,327.46
156.81,349.78,286.86
149.07,325.33,261.63
134.7,279.64,220.74
116.39,232.77,177.59
100.46,199.74,146.76
79.77,148.44,108.47
60.1,111.94,77.06
35.72,62.18,42.99
22.43,38.85,25.5
7.93,10.0,8.37
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
8.46,15.92,9.16
23.28,46.17,27.06
38.46,81.9,48.0
60.94,118.27,78.75
79.68,179.86,114.01
99.28,227.85,151.83
113.91,265.82,183.51
130.6,320.3,229.44
142.89,371.3,270.81
153.78,398.67,304.67
173.6,392.4,334.23
190.15,408.15,371.95
189.72,468.38,414.71
209.64,480.68,459.33
220.38,477.4,477.86
223.83,515.35,520.57
227.85,537.86,549.78
235.87,571.81,603.32
239.79,581.36,625.96
243.27,586.31,643.24
249.27,599.97,678.83
255.87,603.02,698.08
256.58,624.49,727.8
283.07,601.87,754.06
282.35,616.91,775.56
284.98,623.52,791.77
287.47,628.78,806.43
290.55,634.38,820.38
288.69,657.45,855.63
287.11,663.29,862.45
291.33,662.2,870.54
289.34,668.17,877.39
289.19,669.93,881.04
289.31,671.34,884.18
293.95,667.5,888.42
294.49,667.81,889.96
294.66,667.6,889.99
292.4,667.94,885.73
293.59,664.35,881.98
295.85,657.33,875.27
292.94,657.8,869.3
291.04,653.16,858.71
289.51,652.22,853.28
275.03,654.2,823.62
273.28,645.59,806.64
272.17,640.93,793.52
277.15,622.2,774.11
271.24,624.25,762.92
258.48,619.98,729.27
252.93,605.99,697.08
261.5,575.53,675.13
263.52,518.04,614.81
263.62,494.34,588.74
253.59,497.52,571.21
235.64,505.5,539.39
228.94,488.11,509.21
212.81,480.52,473.18
204.48,468.98,447.78
196.08,447.5,413.12
190.52,382.61,361.45
168.34,384.21,324.29
169.02,351.5,307.72
153.08,298.72,256.77
135.87,271.24,219.01
117.97,214.91,174.4
101.75,189.65,145.88
82.28,146.44,110.94
60.74,114.76,78.25
39.96,64.8,47.55
22.7,33.37,25.29
8.58,10.12,8.97
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
9.02,12.07,9.82
24.09,44.76,27.74
42.0,77.09,51.22
62.04,105.13,78.26
82.27,146.42,110.32
101.64,204.42,149.1
117.05,239.38,180.71
138.38,271.75,223.41
153.63,303.67,258.65
174.84,321.47,300.92
191.46,312.76,322.04
202.63,351.6,359.8
210.34,397.2,403.4
223.61,410.39,436.76
237.02,439.45,482.66
238.15,467.3,510.05
250.22,462.67,528.64
252.61,503.01,574.43
260.63,507.01,596.16
270.23,512.98,620.36
284.13,527.31,663.79
292.14,528.17,680.89
296.83,538.31,704.77
298.77,566.79,743.28
304.89,572.0,764.64
312.78,571.88,780.43
320.08,569.29,792.76
324.63,589.38,834.41
326.83,587.35,836.02
315.18,607.49,844.6
315.32,609.9,849.32
312.37,619.22,857.89
313.57,619.73,861.59
313.45,621.8,865.45
314.14,620.86,865.68
306.35,631.51,867.75
300.24,640.47,867.91
298.86,640.83,865.11
297.75,640.99,863.15
289.58,652.31,862.83
285.78,653.47,857.89
287.31,645.94,849.76
284.56,646.87,844.69
285.6,643.68,841.16
302.28,600.27,802.7
296.89,599.81,788.89
289.02,597.56,768.56
285.35,588.68,747.76
284.74,555.91,704.79
289.81,520.17,672.66
284.96,512.36,652.51
292.72,453.3,601.49
290.67,432.8,576.37
282.03,427.22,556.27
259.57,431.21,517.23
247.98,434.29,500.14
236.39,438.19,481.46
218.4,423.76,438.76
208.08,393.54,398.86
201.19,341.54,353.86
184.21,337.07,324.57
175.36,318.53,300.87
156.93,268.53,250.51
138.04,258.68,218.5
118.54,208.76,173.85
101.07,188.23,144.76
81.81,155.09,112.26
60.3,107.57,76.67
39.56,67.73,47.52
22.94,36.74,25.81
8.34,9.52,8.65
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
10.21,14.36,10.94
22.76,35.48,25.85
37.96,56.38,44.85
60.71,94.45,75.68
82.51,124.5,107.54
108.51,143.25,143.09
129.39,211.23,189.38
145.7,210.05,211.21
165.89,235.99,248.31
188.08,265.63,293.15
202.84,288.72,326.71
210.1,322.12,357.52
227.95,325.37,386.76
250.0,321.02,416.91
266.4,367.12,473.36
273.98,376.67,493.62
289.81,364.94,509.74
291.69,398.85,547.82
296.68,406.53,565.06
310.38,402.96,585.58
352.67,391.39,638.21
361.24,390.7,651.09
360.45,428.62,690.08
371.07,452.83,730.21
335.23,517.76,752.73
345.69,513.55,766.32
342.97,524.42,778.57
337.18,554.58,815.77
334.07,562.52,822.52
337.24,558.35,823.32
333.53,565.88,827.83
327.83,575.98,833.23
331.84,572.71,836.52
327.67,581.12,841.91
327.46,581.88,842.76
326.17,585.44,845.43
323.91,587.02,844.95
324.24,586.89,844.58
324.79,584.74,840.46
327.27,578.13,835.53
330.33,571.13,830.06
330.72,568.76,826.64
329.61,569.53,824.22
329.35,568.7,821.24
302.08,586.22,789.86
292.7,592.71,777.34
284.91,592.92,761.36
295.05,556.79,733.59
309.22,491.53,683.36
315.43,460.43,654.91
317.24,442.43,637.38
317.77,380.81,576.41
298.39,396.05,560.57
285.61,410.37,551.39
251.9,449.4,522.38
232.83,466.54,503.14
241.91,421.73,478.83
218.59,418.22,436.97
211.98,377.31,395.34
195.64,349.19,351.81
189.18,307.97,317.2
168.32,331.86,298.21
146.12,322.29,258.45
136.72,255.39,215.94
121.53,244.63,189.27
103.61,184.93,147.47
82.42,140.94,109.98
62.03,108.78,78.78
40.77,67.77,48.8
23.84,35.99,26.69
10.61,15.15,11.32
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
11.38,16.82,12.34
28.7,56.56,33.92
51.74,98.54,65.11
68.72,142.0,92.76
84.92,179.53,121.1
105.9,239.38,164.86
125.41,245.5,195.55
139.12,272.51,225.83
151.96,316.05,262.89
176.16,325.04,305.08
193.6,344.82,342.61
193.38,418.4,388.67
211.42,404.05,409.96
223.66,424.63,447.69
233.66,461.67,495.28
234.47,490.8,523.02
244.11,513.92,568.97
254.77,509.13,584.68
273.7,494.33,605.57
287.5,508.33,649.32
288.91,521.4,666.98
308.25,497.07,675.89
319.87,501.87,704.17
303.42,560.2,744.81
310.38,563.86,764.15
308.51,580.18,784.83
309.19,583.71,792.71
311.6,604.28,831.16
313.03,604.29,835.65
317.2,602.2,842.89
316.07,607.63,849.29
308.64,618.61,854.26
311.46,616.34,857.54
312.06,618.71,863.09
311.88,618.4,864.74
311.74,618.4,864.72
312.25,618.01,865.16
314.0,616.67,863.8
308.25,622.64,861.15
304.25,626.14,857.74
299.1,630.16,853.34
299.18,624.51,845.27
295.29,626.21,838.53
294.49,624.03,832.08
298.9,600.68,798.7
293.45,603.05,788.32
293.57,591.57,770.68
298.64,564.98,743.78
314.87,509.21,704.46
317.65,478.86,672.82
315.59,469.01,655.31
279.68,494.34,618.97
252.52,523.06,599.72
244.58,520.47,580.32
235.1,500.59,539.31
222.93,498.25,513.53
214.24,488.08,487.58
208.82,452.67,445.94
198.34,424.9,405.98
192.87,378.3,363.6
182.47,357.39,333.62
164.21,360.16,305.65
148.66,318.78,260.59
134.7,286.45,224.51
124.79,247.98,195.48
103.9,208.98,154.09
82.1,153.65,112.49
62.88,119.75,81.74
40.75,72.5,49.34
23.43,35.77,26.56
10.45,15.72,11.21
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.34,2.26,3.4
11.42,11.63,12.01
29.69,42.44,33.72
48.44,74.37,58.63
69.15,128.11,91.66
89.53,148.03,120.7
109.2,190.49,156.45
128.03,237.2,196.33
141.42,253.58,222.19
160.62,285.69,262.58
177.02,318.65,303.73
197.02,322.68,336.8
203.98,381.54,383.98
216.59,384.78,406.76
225.42,418.53,447.06
241.5,435.02,488.21
246.82,451.5,512.33
265.08,462.21,559.5
269.89,470.83,576.11
281.18,476.65,603.12
295.75,502.17,656.76
299.67,501.02,663.62
310.49,501.4,685.74
300.83,542.64,717.63
295.28,579.51,754.64
303.19,577.53,770.35
299.69,596.95,792.94
299.68,607.08,810.35
305.26,612.84,834.37
309.11,608.2,837.98
304.83,619.38,845.72
306.49,622.51,854.78
308.81,622.35,861.37
308.61,624.3,867.15
307.12,626.75,871.19
306.91,627.86,873.39
309.39,624.0,872.53
310.93,622.97,872.54
310.02,624.0,870.86
311.37,622.86,867.3
312.41,618.75,861.01
311.28,617.24,854.24
316.56,607.21,847.42
315.82,604.96,841.99
314.07,603.51,835.18
299.95,604.66,802.99
291.89,611.87,795.06
281.67,617.1,780.9
288.64,586.29,751.4
269.0,599.95,728.72
266.13,584.84,702.58
256.92,580.24,675.33
262.24,533.55,629.41
253.91,527.88,607.17
244.67,521.87,581.1
234.26,504.21,539.33
223.21,499.37,514.48
215.46,484.68,487.13
217.16,429.29,442.49
203.55,414.15,406.37
198.58,378.74,373.79
186.86,340.96,331.89
167.77,334.69,298.59
149.67,315.52,260.56
134.19,289.97,225.39
123.8,243.1,192.98
102.55,209.56,152.81
83.67,164.53,116.49
63.92,118.46,82.82
42.22,56.87,49.16
25.78,33.62,28.8
10.03,8.82,10.57
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3.74,2.34,3.79
15.04,18.66,16.19
28.27,36.18,31.78
50.91,80.15,61.94
70.21,127.09,92.76
93.94,156.16,128.43
110.13,183.03,156.07
128.79,214.75,190.94
141.08,283.61,233.39
156.25,312.9,268.7
177.75,307.07,300.03
196.59,329.21,340.56
213.61,349.77,379.17
224.32,363.61,405.93
230.02,400.05,442.73
240.94,432.81,486.96
245.66,451.13,511.9
265.28,450.97,551.45
271.39,463.86,573.99
266.58,502.23,606.68
276.06,519.56,646.23
287.59,519.58,666.47
296.73,523.09,689.0
293.83,552.23,722.08
277.45,597.25,755.23
275.91,609.27,771.03
274.85,624.81,793.17
277.66,644.24,830.88
276.06,647.45,834.88
277.17,650.4,842.05
291.69,633.06,843.87
284.74,647.89,853.29
285.4,648.92,861.19
285.39,648.41,866.95
284.45,652.76,872.98
285.14,649.97,872.17
287.26,647.53,872.37
283.12,652.89,872.1
284.0,652.48,872.59
282.67,651.09,864.23
285.36,647.44,860.54
286.34,639.29,848.33
291.22,628.34,840.78
290.36,626.24,834.41
290.32,621.04,825.67
286.38,615.56,804.24
282.33,611.36,788.53
279.96,603.07,769.33
273.89,599.93,750.87
298.27,527.64,705.95
315.21,464.75,661.83
311.37,452.48,640.07
324.85,407.63,613.75
274.06,457.92,580.94
287.42,410.44,552.68
258.14,458.62,547.39
239.46,447.34,499.91
240.04,423.21,478.35
244.3,339.85,423.28
222.94,342.1,391.77
209.34,332.92,364.17
193.98,306.77,325.42
171.76,322.22,298.26
152.92,292.06,254.58
