YearlyIncome,LoanPurpose,CreditRating,RequestedLoanAmount
122309,Education,337,57765.49005
102336,Personal,495,32496.690009
147874,Car,439,28464.260027
83140,Education,724,34747.35
189670,Personal,421,30565.730013
115221,Business,467,2978.070065
159984,Home,824,55105.620059
133962,Education,828,16614.180051
80186,Home,830,41017.670088
153940,Personal,345,64180.730052
38981,Business,407,53690.430015
133809,Education,817,34304.040022
128050,Education,317,47765.390066
88469,Business,567,21320.110054
192376,Personal,447,14295.320074
97449,Car,758,2709.520075
199210,Education,488,16337.110064
42935,Personal,435,57488.420048
144645,Education,674,57160.200039
67622,Business,316,11136.720028
125113,Business,550,24666.260014
43275,Car,500,41669.850003
142298,Personal,709,54662.300021
147168,Personal,498,44883.860032
68793,Car,814,13263.760078
173666,Car,536,25795.860007
94699,Personal,667,28387.530006
47015,Personal,604,55834.520096
86370,Car,820,37121.630028
198351,Car,765,2419.660036
63084,Business,736,8626.030064
156129,Car,607,4474.250012
45547,Business,503,9444.460087
114537,Personal,564,64470.590008
114189,Personal,712,3625.980008
79487,Car,510,6477.680056
191426,Car,378,32326.190045
133022,Home,446,57207.090019
67363,Home,692,25199.090096
171619,Business,620,38374.84008
43901,Personal,558,19840.980002
74627,Personal,382,26610.020096
74289,Education,319,37786.600086
63064,Car,715,52467.060042
98697,Car,331,16413.84008
59142,Car,764,61763.820048
48238,Personal,663,36004.830016
139377,Home,610,36844.56
187317,Business,613,53289.740078
198050,Business,849,48894.980063
38753,Personal,324,20147.890056
145589,Car,694,16234.810054
146168,Education,303,47637.510003
63294,Personal,455,14346.470095
146186,Car,693,51533.540088
99808,Business,310,19154.7001
21722,Business,704,64483.370068
141561,Home,725,9661.850065
73177,Car,563,31362.840091
133666,Car,402,22381.500064
91866,Education,701,54334.080086
95228,Personal,753,15863.960058
134239,Home,643,53443.200094
85541,Education,320,2440.980004
91314,Personal,408,55574.500056
134989,Car,618,19257.000016
49082,Personal,587,12487.970001
130807,Home,339,34934.910015
45848,Car,361,34120.750038
121335,Home,486,32334.710071
37316,Education,547,54125.210017
193850,Home,550,46533.490029
126211,Business,764,13779.540087
27830,Car,448,60770.630015
36003,Home,821,14747.150008
104158,Personal,432,39611.000095
128119,Home,615,48149.020017
181462,Education,595,12368.610061
122727,Business,545,30007.320022
113980,Car,668,16750.580078
159303,Car,500,36316.000087
92800,Education,520,8391.590062
177454,Home,402,12189.580043
164449,Home,565,17355.880046
146399,Home,572,18655.970056
20268,Home,448,37594.780088
199513,Personal,665,12939.800098
81182,Home,612,56337.510073
197354,Business,328,30450.640023
116113,Car,729,5983.210083
177774,Personal,506,7198.060062
87855,Personal,329,32424.23009
147656,Personal,553,21384.050023
38172,Education,566,48707.430064
28775,Business,796,38268.28006
106564,Business,766,49180.580043
185429,Business,401,16690.91008
168017,Education,400,38579.450035
40753,Business,372,9295.270071
44182,Education,315,48579.550067
185287,Home,561,27385.81003
62920,Personal,540,27381.550079
109050,Education,632,47471.270031
148086,Education,629,6754.750037
85141,Car,457,13690.020038
196219,Business,554,17581.790064
131475,Education,817,45216.340036
140595,Business,527,23029.420098
179599,Home,839,63592.490002
184831,Car,547,6162.240027
67565,Car,615,52454.270086
78910,Education,788,2820.350006
97207,Education,429,3374.490088
182057,Education,346,9342.1501
129604,Personal,336,33630.550007
98646,Car,636,51218.110086
69588,Business,841,7453.820072
51139,Personal,418,23643.240089
157587,Home,696,42044.96006
37081,Personal,835,38865.040059
176948,Business,687,51124.330081
141334,Personal,429,15629.520059
132147,Home,516,55548.930041
70247,Car,314,38246.960098
27238,Car,730,15991.840085
25037,Home,504,44312.67009
174061,Car,415,24508.550087
111375,Home,475,61158.530083
121912,Personal,446,12078.760027
68292,Home,670,31810.410097
164847,Home,355,3455.480062
70730,Home,531,54986.260067
33872,Business,542,30855.590019
161609,Education,719,50681.020007
53493,Personal,715,17850.340002
107470,Car,428,16814.520028
111283,Personal,615,50207.870012
115731,Personal,518,53681.900081
153266,Personal,414,24747.250084
171516,Car,353,24862.340048
165945,Home,794,7760.72005
107686,Home,623,1302.860007
26167,Education,808,36823.250093
40017,Home,411,51964.070069
147833,Home,331,44517.270079
38431,Education,727,14947.500069
158057,Home,742,42948.630073
109091,Home,584,11477.730014
22191,Personal,565,7811.870058
114564,Business,366,45212.080061
38062,Home,455,20957.790063
86633,Car,781,35229.030023
162918,Car,495,20655.140096
189705,Business,756,47944.420051
130942,Home,534,25791.600028
136744,Home,773,2057.340093
110852,Education,631,15612.460062
80172,Business,320,21132.550034
83557,Education,453,16430.890085
28353,Education,665,18609.09003
164329,Education,726,21482.090091
42562,Home,701,44099.540032
104622,Car,374,46550.540073
95934,Personal,516,29627.950082
20615,Personal,411,3881.740052
78473,Personal,446,26324.420024
127871,Personal,716,55668.280014
32356,Car,509,45561.620095
107199,Personal,832,33315.120092
192756,Car,475,56819.190017
183544,Car,675,50706.590037
31574,Car,798,52646.090082
24072,Personal,396,11349.85009
54267,Car,842,20028.540052
103484,Car,640,58336.680083
177534,Home,830,44747.460068
162281,Home,700,61985.480048
167435,Business,831,43289.640003
137073,Business,626,49261.570095
27708,Car,611,60638.490012
66562,Car,327,15765.920016
184744,Education,781,42262.350007
134316,Home,608,64150.89005
165281,Personal,326,63613.800035
91404,Car,363,21997.870088
43977,Car,692,64099.740097
175204,Business,707,24725.940028
159643,Home,503,9691.690011
156892,Education,827,51644.370063
26620,Education,603,25889.640089
141200,Education,300,13864.790033
45431,Car,849,59726.290088
54587,Education,797,54713.460055
164064,Education,337,7095.760095
79896,Car,323,15940.6901
172272,Business,306,33131.82007
145767,Home,815,43553.920035
52626,Education,836,59636.780023
160154,Education,432,56473.920064
30065,Personal,843,7036.080006
20335,Home,816,1498.940063
191960,Car,600,35135.250036
199938,Education,763,45293.070087
188106,Home,685,1993.400079
192165,Car,666,39628.05002
160111,Personal,538,18532.360056
111579,Business,381,45429.470019
175914,Home,605,12718.150058
26364,Personal,532,49125.160034
81660,Car,416,20906.640084
172928,Car,827,7492.180006
69889,Car,319,39265.730043
92200,Personal,732,63699.050054
178885,Education,650,1925.200071
199162,Car,322,61154.270011
155371,Car,307,33391.840021
146239,Education,825,59010.170038
181919,Personal,315,64044.330054
43994,Business,320,60199.440092
45338,Education,455,11614.130086
176404,Home,512,35420.850073
71612,Home,474,54206.200009
37278,Personal,821,10314.030003
80879,Car,336,26571.65005
199828,Home,368,54530.160053
49878,Home,335,28012.420024
100021,Education,395,50020.31004
111551,Car,639,15075.38008
66509,Car,453,24201.640046
38456,Home,441,27232.360054
149692,Home,738,28809.530021
185213,Car,686,59312.820089
154075,Education,786,19529.810059
155664,Home,420,29150.54006
147029,Car,450,18246.760062
124702,Education,418,49675.040093
20285,Home,434,43669.010064
58122,Business,315,18336.280087
45900,Car,547,63426.250076
108748,Education,767,42812.230074
69478,Business,674,7398.400038
33395,Business,522,28950.200076
47295,Car,316,43903.460058
97495,Home,409,41593.120032
130926,Personal,510,54704.93007
140648,Home,344,58899.350015
76542,Business,449,29235.790041
42349,Education,808,34598.160004
183666,Business,364,51260.740043
38692,Home,760,9772.680067
82063,Home,591,62224.190095
84016,Business,499,9785.470065
75964,Home,841,53775.680053
29325,Car,812,42130.210078
149777,Home,410,19892.13008
130668,Car,377,30535.89004
38354,Home,442,42509.58006
135064,Personal,334,63937.760002
59577,Personal,849,15177.680058
161410,Personal,836,27070.380054
152503,Personal,303,59670.880048
124553,Home,593,3071.840063
106486,Car,365,23954.410026
100446,Education,416,48984.500033
109214,Education,664,13771.01004
198758,Car,716,28737.060008
128633,Car,497,55305.960059
35585,Car,522,64244.67007
37119,Home,336,40565.830008
197075,Home,845,21175.180012
54555,Business,401,50804.640024
30714,Home,593,27134.320015
120001,Home,839,9734.320007
129574,Business,396,24282.630095
153092,Car,693,51478.130017
77720,Education,364,63959.070098
34713,Home,809,60463.730043
93011,Personal,309,30207.670007
197324,Home,405,20876.800051
24002,Home,498,58895.080067
77698,Personal,636,11017.360036
35339,Business,608,48366.420066
67720,Education,433,33813.840068
185515,Car,766,38208.60004
133142,Home,504,24806.930083
136977,Business,378,45374.060059
54462,Business,647,64666.670034
79795,Car,625,42731.240021
46029,Education,702,7040.340053
94349,Home,611,3140.050099
194762,Education,478,3860.430019
133042,Education,696,54692.140043
77541,Home,384,52829.380001
90319,Car,621,20983.360039
34879,Personal,716,32096.010011
125513,Business,660,20088.210048
169148,Personal,342,11605.600098
65665,Home,846,28080.620001
199336,Personal,486,49423.550092
125429,Car,759,2304.570064
43723,Education,488,20872.530072
92477,Car,419,8272.240051
91628,Home,443,17019.130019
58959,Business,543,51704.050012
89104,Personal,491,33012.470033
108618,Car,545,45557.350073
101808,Education,725,26260.480065
68838,Car,642,5454.650032
55298,Education,451,44935.010026
39137,Education,460,13476.890037
25912,Business,688,50314.43
178061,Education,303,18268.080085
133985,Business,718,52548.050027
42624,Education,357,52684.450059
50973,Personal,536,18515.310097
98858,Business,500,21447.99003
92404,Personal,681,36038.930031
91079,Education,780,59491.850008
168045,Business,395,22829.080076
97283,Home,751,46282.000036
147529,Personal,485,25297.130041
66103,Personal,512,56670.000003
84684,Home,337,12517.800077
101385,Car,424,21055.830066
135337,Education,549,51840.45003
130269,Home,379,33558.080004
169957,Car,742,5565.480035
68813,Home,771,20280.030086
176107,Personal,533,64594.200078
131636,Personal,481,11541.670023
189386,Car,528,50408.210078
80358,Car,782,42991.260059
24223,Education,496,3370.230056
108442,Car,319,36490.770044
59902,Car,415,25923.740087
136372,Home,831,56103.070043
43580,Home,745,47194.200051
168021,Personal,794,52253.930058
152503,Car,802,12803.400053
170694,Personal,648,40744.860088
127844,Education,662,44640.890058
148085,Personal,830,53856.670016
61920,Personal,563,41618.690089
164436,Car,448,52496.890002
177888,Home,350,35514.630053
141149,Business,599,26665.430055
161977,Personal,789,47488.320066
181533,Personal,566,56708.360061
104020,Home,357,17995.270082
33333,Personal,442,35783.170038
186713,Education,441,16264.650074
37547,Home,361,24917.760045
91308,Car,621,45224.87005
194689,Car,709,2803.300079
122251,Car,558,19973.120033
159672,Home,714,33954.510093
41833,Education,433,28413.110027
35552,Personal,544,7389.880062
38668,Business,745,5475.960002
166488,Car,729,50536.090092
178131,Business,447,38183.020031
198237,Education,387,4661.800004
128741,Home,748,62202.870043
65871,Home,667,36818.99005
197034,Home,326,35936.630021
55450,Car,843,27509.430015
44340,Car,334,16294.480033
83111,Business,736,43737.220001
118112,Education,520,60877.200019
109344,Business,786,56277.840024
51149,Personal,494,42952.890081
83664,Business,503,42275.140051
79407,Business,806,31247.750013
26861,Personal,636,49150.740073
92705,Personal,596,4508.35008
67895,Home,502,8016.480062
107393,Car,545,31784.840091
98134,Car,537,52680.190045
32607,Personal,301,12227.95007
24094,Home,741,1469.100076
124256,Home,479,45045.840071
117884,Car,508,2577.380091
105536,Car,448,38506.980014
93786,Home,689,2786.250029
48952,Personal,386,11328.530016
160549,Education,405,4120.450016
115313,Personal,707,30314.230086
56437,Business,587,43609.340082
104313,Business,727,37688.560045
132611,Education,364,16183.660046
177637,Personal,465,26746.420087
115061,Personal,610,42957.160086
187034,Business,613,27475.33004
179294,Car,425,11192.130071
185064,Personal,392,24721.680026
122571,Car,829,15646.570044
136694,Business,667,45761.96003
35483,Personal,320,36989.490027
32010,Car,737,29781.410041
49877,Personal,583,63933.500088
163485,Personal,374,3186.930061
154558,Personal,640,3996.830053
178189,Personal,435,18174.30004
155757,Personal,445,48481.510031
57950,Personal,382,12215.160049
106311,Education,674,16699.430075
154062,Education,527,6456.360099
154897,Business,509,23297.960015
159029,Business,382,9666.11002
175752,Business,845,27547.790063
61861,Education,486,1179.240044
154335,Home,344,9073.61004
95070,Car,300,31759.260051
47465,Personal,474,21413.890088
26364,Home,417,15599.680076
93831,Home,787,33971.56
91982,Car,313,42586.310077
56509,Car,683,41865.930094
41191,Personal,717,13715.600044
77021,Education,528,42062.010016
50441,Business,535,56695.570097
183609,Education,397,6567.190054
99715,Home,492,50092.780074
48049,Education,742,33882.040037
144494,Personal,409,32863.280087
60582,Business,704,2487.870064
126083,Business,735,32458.33004
172116,Home,431,38425.990023
193751,Business,716,46571.86008
125499,Education,594,3033.480053
158848,Personal,706,19768.520012
184943,Personal,452,39163.430027
51401,Business,772,26870.040049
76798,Home,360,46230.850075
135217,Personal,302,42778.130041
70449,Home,416,2385.560066
151204,Business,833,61520.860007
46300,Education,611,45796.060045
82409,Personal,804,34589.640039
128644,Business,720,52948.730007
45068,Education,425,12752.250092
44817,Business,705,42539.420085
21412,Home,416,50050.150054
198634,Personal,480,54709.190044
58687,Home,617,58046.820008
175696,Home,810,5152.000094
158255,Business,449,14124.810095
85269,Business,442,29572.540057
163492,Home,619,53328.100071
133341,Education,348,55723.700066
135958,Car,331,54496.060068
36697,Personal,715,37790.860028
144482,Home,391,23042.21002
64084,Car,359,29973.220047
74936,Home,401,6132.400002
105674,Home,433,12637.160023
49534,Car,805,27032.020013
141365,Car,497,36269.110011
161251,Car,803,44721.880094
157404,Car,359,1166.45003
120256,Car,795,26725.110079
161855,Car,507,21264.700044
72767,Home,728,29751.570057
105122,Personal,618,29223.00005
115984,Personal,670,30574.250048
61944,Business,303,25676.500027
152475,Education,331,49201.890005
121205,Personal,606,34666.370085
128260,Business,628,20621.04002
86708,Car,633,58605.230095
65555,Home,800,17283.410082
144399,Education,774,14184.490045
80021,Education,384,53157.600021
134036,Business,740,6503.250003
127659,Business,699,13932.990042
199783,Car,308,40940.940081
147428,Car,438,13702.810001
36518,Business,845,11243.280034
148212,Personal,453,41350.150049
122236,Home,841,62859.320063
82262,Car,719,25156.470062
20327,Education,658,19137.650034
39324,Car,410,8455.530002
37576,Education,337,33016.730061
195194,Personal,442,33025.260084
134186,Home,794,43310.950061
29668,Business,358,51661.420017
115321,Education,549,51853.240002
172947,Personal,344,29124.960027
89789,Personal,765,42748.290052
184500,Personal,375,43174.550008
100974,Car,847,51776.510001
25786,Business,714,28434.420052
136941,Personal,550,11699.380044
69586,Personal,407,61192.630099
192590,Car,473,62531.100002
117073,Education,378,47164.360092
105101,Personal,519,1908.150055
119036,Home,470,57117.570054
149333,Car,340,9325.100009
93013,Business,731,63375.090088
70702,Education,643,3787.960054
113476,Business,719,10416.330028
165214,Home,566,37654.460053
191958,Home,692,12159.74001
70987,Car,819,6963.610043
120877,Personal,468,54658.040026
92261,Car,577,24137.700058
44813,Car,525,64602.730074
30391,Business,310,8131.570038
42871,Personal,462,10902.270091
147770,Home,545,59248.880061
39876,Home,376,30689.340095
126573,Education,416,9333.63006
21287,Business,692,33545.300033
49904,Personal,826,20804.330013
84321,Education,492,13532.310058
121816,Home,753,47296.500081
72480,Personal,789,46388.560007
115386,Home,609,17675.570033
64021,Personal,763,49977.69004
169232,Car,515,58946.230042
45933,Home,548,3076.110058
52354,Personal,570,48451.670085
196266,Business,491,4840.830001
108296,Business,670,8395.850053
117723,Business,731,52130.310096
136276,Home,700,12151.220074
110840,Education,459,34789.980094
62674,Personal,735,35062.790079
162709,Home,715,57935.990002
50072,Car,746,46870.240034
192853,Education,671,34099.440039
184487,Car,342,12266.31003
132320,Education,656,6341.27008
32233,Business,786,56115.860052
67968,Business,584,40625.500057
94024,Home,347,11392.470039
32480,Business,475,54700.670003
161911,Education,835,44346.770042
58481,Education,637,64589.940012
156554,Personal,781,57948.7801
54901,Business,431,39602.480031
90570,Education,437,33421.68009
179078,Education,734,25356.810097
91922,Business,521,10829.810029
94970,Home,715,25608.300063
40141,Personal,457,54189.150035
113080,Education,441,29112.170038
174716,Home,340,3493.840049
141263,Business,766,20996.150054
110843,Personal,365,62360.590009
26624,Home,338,4073.560012
41548,Car,624,64005.960048
137896,Business,606,45254.710078
162714,Car,688,4261.110025
86516,Education,380,15800.020017
43848,Home,654,8984.090082
127871,Personal,568,54615.420034
129298,Home,805,32083.220084
20812,Personal,322,16925.35005
87616,Personal,730,42982.730085
115837,Education,823,4158.810044
83026,Business,321,49849.810031
169205,Personal,565,17590.32004
23698,Personal,507,20770.230095
141090,Business,830,34798.510085
148820,Home,311,35932.360033
78398,Car,527,28272.440028
59082,Car,588,22624.470055
39189,Business,690,64568.630026
92758,Education,450,56844.760033
60640,Car,307,17398.500016
179214,Car,373,21652.590035
146306,Home,615,4209.960012
125506,Education,811,31648.430038
83839,Business,521,34819.820077
179680,Personal,664,64381.070068
35650,Home,401,53464.510027
46596,Personal,449,8851.950022
28372,Car,696,64091.210041
33705,Car,650,15834.120054
42315,Education,760,6447.84001
123029,Car,463,16874.200083
90703,Personal,596,44129.380017
159415,Business,648,33404.630028
92746,Education,451,39517.220083
163258,Home,636,57889.110068
54719,Car,463,50109.830071
23871,Personal,635,24470.180049
176835,Education,663,27330.400051
174133,Home,672,10663.570061
187666,Car,832,36899.980015
107900,Home,699,7560.380018
32155,Education,847,23992.770057
154406,Home,343,40045.79006
169591,Education,689,22006.390026
104134,Business,837,6848.520024
149083,Home,838,4167.340046
177837,Personal,688,17266.360061
39257,Education,407,19077.97007
75658,Education,437,6076.99003
180537,Car,422,58353.730089
51497,Home,354,26801.840051
131028,Business,633,7705.310059
103948,Car,418,41175.380058
137323,Car,406,26908.400004
129523,Car,774,11784.630096
50648,Education,675,10079.590017
123401,Personal,362,43954.610098
73533,Business,618,12794.870013
108923,Car,843,45382.590015
22340,Car,395,53575.340099
186714,Personal,611,28187.190004
109675,Car,448,52897.580004
155539,Car,788,26673.960042
109080,Education,844,43788.370034
31293,Education,722,9457.25008
182737,Personal,548,44730.410059
29365,Business,813,31171.020018
144059,Education,397,46260.680051
33585,Personal,569,34883.760062
105609,Education,800,18506.78003
26741,Education,729,9781.200041
182468,Car,719,56282.100043
91839,Personal,507,40322.860053
187330,Car,335,55808.950021
188427,Education,826,23856.37005
121146,Home,305,50872.840093
27742,Car,381,63856.770043
122033,Education,542,25642.400082
178665,Education,618,58042.560076
183227,Personal,524,28656.070049
21525,Car,670,17816.240008
84854,Business,795,40527.460031
78714,Business,799,16857.150008
119662,Home,795,22522.170049
44203,Home,479,8302.080015
134745,Home,567,56930.020096
58866,Education,574,59918.110012
57245,Business,660,26418.20004
141662,Home,599,3408.590014
179707,Personal,708,59700.720076
58929,Car,468,19048.130056
175008,Personal,364,3741.080002
87734,Home,426,8127.310082
152983,Personal,609,13800.850067
56858,Car,533,32168.470003
86589,Education,662,58115.020055
156185,Home,655,34299.780002
106310,Personal,639,11273.120022
106416,Home,447,54581.310006
54726,Education,335,33008.210041
189790,Personal,304,34257.150026
185242,Personal,710,19026.820036
22682,Personal,383,42897.480048
48998,Education,559,37015.070057
168282,Business,704,13417.220023
108809,Personal,658,60169.610067
48977,Car,463,62254.030077
107566,Business,565,52607.72003
169940,Business,798,44432.020085
103873,Home,674,46750.890036
159433,Business,438,22858.910061
40477,Car,396,13493.940075
154826,Home,401,14508.450093
178465,Personal,831,62577.980083
151696,Education,488,15412.120009
158398,Education,596,1780.270034
41260,Personal,333,27539.270037
195527,Education,322,54359.660043
166130,Education,319,20424.960046
179748,Car,524,10467.490087
65195,Business,808,55011.840032
198933,Car,769,9346.420093
192481,Home,495,5518.59004
21489,Personal,373,26448.040009
26087,Car,829,28221.290025
195318,Education,781,45936.730048
62299,Car,832,57164.460084
129045,Education,362,6976.400071
78895,Car,501,59598.420009
59186,Car,551,24764.300082
27916,Business,578,45864.260087
85076,Home,434,18596.300068
41621,Car,535,41192.430029
62749,Home,314,48157.550075
27993,Business,508,10535.690067
163865,Education,526,52339.180036
20676,Education,588,31456.610077
50471,Personal,436,57974.360037
144942,Car,406,6170.770043
163897,Education,453,55860.100018
45432,Education,628,45501.94005
115038,Business,344,10552.740008
116932,Home,831,27769.450036
188831,Personal,546,46802.040023
44467,Business,625,13579.200037
180899,Home,499,51171.220005
152814,Personal,825,36767.840059
33992,Personal,456,44333.980039
130304,Personal,654,18728.440054
52725,Business,790,33673.180078
103190,Education,736,53383.520076
88388,Personal,302,16260.380049
138793,Car,679,19811.140008
83554,Personal,327,23579.300077
60918,Car,733,51891.600079
116384,Home,477,7125.590014
150333,Education,829,64871.270034
164145,Car,654,1405.160076
73539,Education,377,49542.900048
182310,Home,499,34794.240026
91510,Home,557,25945.050051
125380,Car,397,56704.10006
61854,Education,606,37049.170094
104428,Car,610,57774.01002
136039,Car,443,27505.17008
95575,Business,472,15782.970071
104313,Car,684,41665.580077
175878,Education,609,61529.380076
53090,Car,698,32718.350028
100312,Car,415,44828.450043
44534,Personal,841,29129.230012
24743,Education,788,40715.020056
34456,Personal,821,45625.550042
132137,Business,620,40894.050084
173303,Car,305,5633.680094
171100,Car,823,38306.64001
172774,Business,305,12850.290017
48167,Education,792,25228.930049
193892,Home,762,2837.400035
89843,Personal,644,22390.030021
144021,Home,814,38387.63004
89423,Home,423,32560.630069
161311,Personal,317,21473.560012
24503,Education,775,48869.410094
172596,Education,455,59952.210007
57480,Personal,699,12513.540077
60738,Business,305,28856.420093
98795,Car,445,46959.75002
176592,Car,694,51120.070051
160378,Home,600,2752.150091
47728,Car,457,42385.97
50701,Car,398,62322.230015
101216,Home,695,7867.290023
132946,Home,506,45480.630064
114282,Business,744,31486.450062
97360,Business,697,18459.890093
152524,Personal,352,33685.960028
166761,Education,848,21226.330004
162972,Personal,823,22125.740067
41427,Car,773,40288.760002
126301,Personal,552,63157.700022
188796,Car,527,2828.880044
80128,Personal,361,5058.22006
55731,Car,554,36652.740013
93776,Education,534,15476.060033
92762,Car,834,13225.400058
166890,Education,449,56294.890024
162293,Personal,725,39201.790085
36212,Education,726,59223.300036
107142,Car,811,48370.680064
180007,Education,330,35825.800069
146482,Home,731,44994.690071
44352,Car,720,26205.070041
178574,Personal,656,31298.900007
118543,Car,473,34461.760049
46989,Home,322,8221.09005
182926,Home,458,64427.960093
58991,Education,440,55348.590075
92915,Car,487,7070.180051
119526,Home,305,64061.380036
20325,Education,479,32437.02001
129589,Business,532,4504.080034
184414,Car,840,29180.380094
187468,Education,743,31951.080072
47506,Home,812,64449.270058
44283,Business,649,46218.060021
182393,Education,766,63575.440076
139629,Education,308,48805.470066
155507,Education,643,45749.170017
161045,Personal,547,61231.000011
173691,Education,823,43178.810081
106716,Car,842,2756.410009
157734,Personal,778,6490.460052
25871,Personal,822,39044.070062
111119,Car,622,23285.180006
106750,Education,300,30463.420048
102658,Education,441,33515.460065
167511,Business,373,26507.720002
75172,Home,468,5663.520065
142624,Personal,820,20199.040051
133038,Car,671,1324.170082
183592,Education,354,30105.360081
119425,Education,763,51303.360013
180302,Home,700,28830.840002
199499,Business,391,48835.310044
72317,Business,569,44457.600002
82345,Home,702,64146.630049
37582,Education,752,2253.420004
38366,Personal,784,26955.290076
187549,Business,364,34295.520026
178866,Business,370,39986.110051
186052,Car,763,49649.470012
61095,Education,493,35365.430055
108327,Education,652,9917.610038
183136,Business,316,27807.810087
29287,Business,550,8689.970074
142224,Education,744,59632.520025
168486,Education,665,51405.660044
187330,Education,723,7730.890002
47403,Education,301,5744.510082
28965,Education,788,2368.510016
99667,Business,517,45344.220017
59548,Education,602,34269.940099
175732,Car,612,58941.970024
165549,Personal,693,27424.180024
71122,Car,573,8792.280053
163904,Personal,627,14423.19009
100248,Personal,630,28515.410043
148980,Business,841,20135.100003
80152,Business,744,15552.790013
139714,Car,726,1626.820028
55087,Personal,545,43468.670059
162278,Education,543,20459.060088
38084,Business,376,33984.350063
198349,Home,706,39593.950055
168969,Personal,752,46013.450086
194585,Business,412,20433.490066
148589,Business,490,40207.770009
113449,Car,824,47957.210025
82825,Business,345,21776.210013
48558,Car,480,45399.640029
102342,Education,515,51311.890018
139954,Business,596,36209.430098
128365,Business,332,51755.20007
88951,Personal,686,8813.590098
27428,Education,713,39227.370066
133014,Personal,371,1375.320033
130224,Car,650,44022.810022
186551,Home,320,6209.130027
162081,Personal,538,36831.770054
193912,Car,313,22620.210001
103002,Personal,375,16256.12002
184362,Car,328,53055.300023
107355,Education,563,49176.320021
126301,Personal,565,25693.560027
93718,Business,713,18954.360006
35139,Business,411,60749.320027
29034,Personal,436,24193.110003
131232,Home,346,61989.740065
165010,Personal,748,3544.99009
105200,Education,503,20787.280081
44670,Personal,816,32015.020002
94422,Personal,710,35719.230064
123682,Personal,587,53438.930038
78162,Education,654,60037.460046
170721,Car,630,37799.390067
115879,Education,430,63004.250028
128501,Education,394,60953.930051
104454,Personal,645,60791.950059
22749,Car,569,1273.020027
175168,Car,664,25416.490064
27019,Personal,389,27074.640027
99049,Home,626,56665.730027
185865,Education,367,46554.810044
72007,Car,690,46456.770005
154024,Car,453,50936.780069
190106,Personal,690,37833.490061
114625,Business,370,51554.860036
101332,Home,470,53779.94009
54168,Personal,449,58072.400061
58820,Education,702,41124.230016
134073,Home,537,32198.310004
127909,Car,367,64466.320044
58564,Personal,785,26546.080001
122694,Home,318,31047.400073
47061,Education,757,56998.220065
20822,Car,422,33110.510008
171431,Personal,761,24078.020027
152842,Education,798,5096.590017
122206,Car,833,3024.960004
57086,Business,320,57820.90003
147811,Home,629,7462.340002
149422,Car,369,10774.390061
112964,Personal,733,21209.280037
116356,Home,499,37053.430014
123784,Education,392,63976.120087
182425,Home,673,48903.510051
57967,Personal,780,7317.410044
103800,Personal,651,39645.100039
134615,Business,516,52369.020081
73072,Car,614,13370.330004
78865,Business,531,21818.840047
89495,Education,320,53762.890075
44590,Car,845,23438.630083
145578,Business,388,39760.190043
62803,Personal,751,63063.920053
56880,Business,620,31699.580095
192456,Education,524,44871.070014
145619,Business,431,51188.270011
114028,Personal,530,21801.79007
125190,Education,712,43997.230003
76191,Education,769,41840.350005
83005,Home,441,32616.050049
172920,Business,410,48144.760094
70839,Home,795,3105.950062
55638,Business,552,44044.120038
56892,Business,616,54871.170022
84737,Home,380,24367.88003
179726,Personal,517,61205.420037
187820,Car,355,46563.330046
169924,Car,340,23907.520035
69481,Business,748,1554.350086
159775,Car,375,64125.310029
23761,Personal,539,29905.020099
79202,Business,508,17978.220083
37142,Business,564,32978.370067
70300,Business,845,6400.950001
22797,Business,622,57514.000027
54124,Car,456,45497.680029
198131,Home,823,43801.150056
131859,Personal,336,60267.650081
87205,Business,712,40842.900006
186246,Education,565,20335.450031
136543,Personal,719,43370.630068
119177,Personal,734,34223.050022
107529,Education,340,2185.22005
72445,Car,846,56699.840036
135259,Education,692,56947.070007
159873,Home,480,45774.750003
161811,Home,307,6435.050078
61050,Personal,791,35842.85008
148251,Home,553,38958.820078
95966,Business,588,24427.560027
70338,Car,785,47611.930021
136232,Home,776,9099.190019
111873,Personal,802,51699.780006
53999,Personal,412,58392.090018
53346,Home,749,61456.920009
67096,Home,421,34824.08006
181128,Car,784,31682.530054
100791,Home,800,18212.660099
74320,Education,488,63792.830093
197209,Car,399,59351.180057
31386,Personal,323,26119.820072
23502,Business,647,36303.210003
81785,Home,575,64355.500028
186070,Personal,683,39257.200027
55449,Business,711,13059.160073
65389,Education,684,4060.770093
170569,Personal,768,54892.49004
185071,Personal,835,44611.050019
186688,Home,474,13685.760073
119934,Personal,349,64513.210016
81184,Education,546,5778.610027
195829,Personal,648,50152.450056
176772,Car,564,42603.360099
134384,Car,523,58191.750092
57897,Car,605,27598.950065
142854,Personal,813,59521.690099
188830,Home,628,23118.930068
147680,Home,624,10885.220027
125405,Car,308,46601.690081
106908,Business,517,29248.580082
136855,Personal,727,46183.960061
87679,Home,609,44001.500061
124645,Car,721,56456.870097
58880,Home,539,11490.510049
67613,Personal,396,23830.790054
39350,Home,831,24060.970044
198421,Education,420,62786.850022
90070,Business,524,57629.090062
157222,Personal,691,22662.830043
126138,Home,563,28263.910069
152582,Education,474,41942.650017
37133,Personal,417,37245.250042
129383,Education,367,46226.580087
133401,Car,836,35211.980041
185371,Business,379,58541.290093
147212,Business,578,8958.520098
